Epoch	P1	P2	P3	P4	P5	P6	P7	P8
75.3010	0.00383	0.18034	0.19694	0.19118	0.18846	0.19536	0.20380	0.24555
75.3510	0.00390	0.18432	0.20134	0.19520	0.19275	0.20039	0.20792	0.24970
75.4010	0.00372	0.18243	0.20002	0.19306	0.19032	0.19820	0.20925	0.25835
75.4510	0.00354	0.18826	0.20637	0.19767	0.19422	0.20183	0.21234	0.26179
75.5010	0.00380	0.19162	0.20942	0.20109	0.19686	0.20388	0.21153	0.25501
75.5510	0.00370	0.19403	0.21071	0.19983	0.19465	0.20129	0.20933	0.25533
75.6010	0.00373	0.18698	0.20423	0.19569	0.19214	0.19950	0.20816	0.25518
75.6510	0.00389	0.19081	0.20607	0.19684	0.19279	0.20072	0.20703	0.24932
75.7010	0.00405	0.19088	0.20753	0.19976	0.19700	0.20657	0.21299	0.25796
75.7510	0.00402	0.19368	0.21136	0.20310	0.19995	0.20917	0.21483	0.25863
75.8010	0.00416	0.19779	0.21370	0.20477	0.20063	0.20920	0.21379	0.25476
75.8510	0.00391	0.19090	0.20765	0.19921	0.19552	0.20416	0.21259	0.25976
75.9010	0.00391	0.19230	0.20893	0.20032	0.19623	0.20439	0.21414	0.26207
75.9510	0.00383	0.18765	0.20423	0.19637	0.19290	0.20203	0.21432	0.26165
76.0010	0.00377	0.19297	0.20951	0.19888	0.19378	0.20174	0.21402	0.26046
76.0510	0.00400	0.19688	0.21241	0.20148	0.19694	0.20477	0.21402	0.25344
76.1010	0.00402	0.19326	0.20878	0.19863	0.19382	0.20055	0.20568	0.23785
76.1510	0.00412	0.19034	0.20665	0.19803	0.19304	0.19942	0.20388	0.23976
76.2010	0.00405	0.19356	0.21041	0.20267	0.19848	0.20499	0.21132	0.25578
76.2510	0.00405	0.19691	0.21285	0.20370	0.19876	0.20506	0.21142	0.25343
76.3010	0.00400	0.19101	0.20696	0.19899	0.19536	0.20190	0.20760	0.24664
76.3510	0.00403	0.18413	0.19944	0.19235	0.18964	0.19778	0.20498	0.24449
76.4010	0.00394	0.18405	0.19863	0.19097	0.18806	0.19591	0.20445	0.24684
76.4510	0.00400	0.19457	0.20925	0.19998	0.19588	0.20434	0.21461	0.26157
76.5010	0.00387	0.18162	0.19786	0.19169	0.19006	0.19937	0.21007	0.25512
76.5510	0.00411	0.19274	0.20763	0.19946	0.19564	0.20362	0.21192	0.25245
76.6010	0.00366	0.18394	0.19976	0.19191	0.18904	0.19658	0.20692	0.24838
76.6510	0.00376	0.18472	0.20230	0.19524	0.19226	0.20037	0.21276	0.25881
76.7010	0.00360	0.17834	0.19553	0.18858	0.18632	0.19412	0.20396	0.24226
76.7510	0.00364	0.18040	0.19666	0.18931	0.18690	0.19553	0.20831	0.25684
76.8010	0.00407	0.19286	0.20782	0.19821	0.19350	0.20047	0.21051	0.25282
76.8510	0.00381	0.18665	0.20223	0.19294	0.19011	0.19916	0.21428	0.26389
76.9010	0.00415	0.19760	0.21263	0.20181	0.19812	0.20740	0.22013	0.26307
76.9510	0.00396	0.18673	0.20194	0.19325	0.19072	0.19971	0.21283	0.25508
77.0010	0.00401	0.18431	0.20026	0.19361	0.19167	0.20056	0.21398	0.25840
77.0510	0.00414	0.19392	0.20756	0.19854	0.19510	0.20307	0.21580	0.25623
77.1010	0.00438	0.20008	0.21417	0.20520	0.20094	0.20732	0.21519	0.24986
77.1510	0.00438	0.20484	0.22135	0.21189	0.20733	0.21377	0.22696	0.27334
77.2010	0.00402	0.19163	0.20760	0.19911	0.19615	0.20430	0.21921	0.26624
77.2510	0.00409	0.18920	0.20443	0.19663	0.19332	0.20122	0.21466	0.25821
77.3010	0.00371	0.17811	0.19496	0.18915	0.18826	0.19863	0.21679	0.26671
77.3510	0.00357	0.16991	0.18813	0.18398	0.18520	0.19635	0.21639	0.27075
77.4010	0.00440	0.19357	0.20843	0.20075	0.19770	0.20618	0.21852	0.26152
77.4510	0.00401	0.18498	0.19996	0.19206	0.18953	0.19815	0.21119	0.25612
77.5010	0.00369	0.18192	0.19793	0.19024	0.18750	0.19446	0.20525	0.24556
77.5510	0.00395	0.19333	0.20844	0.19903	0.19406	0.20065	0.21013	0.24694
77.6010	0.00391	0.19109	0.20624	0.19818	0.19496	0.20238	0.21434	0.25667
77.6510	0.00372	0.17921	0.19624	0.19128	0.19072	0.19986	0.21347	0.25775
77.7010	0.00402	0.19133	0.20972	0.20474	0.20352	0.21410	0.22951	0.27946
77.7510	0.00372	0.18325	0.20105	0.19574	0.19442	0.20348	0.21764	0.26466
77.8010	0.00364	0.17995	0.19783	0.19283	0.19177	0.20068	0.21463	0.26058
77.8510	0.00381	0.19449	0.21165	0.20309	0.19883	0.20543	0.21694	0.25976
77.9010	0.00400	0.19317	0.21090	0.20318	0.19933	0.20591	0.21647	0.25458
77.9510	0.00376	0.18338	0.20200	0.19649	0.19620	0.20709	0.22804	0.28195
78.0010	0.00400	0.19313	0.20973	0.20236	0.19979	0.20859	0.22913	0.28678
78.0510	0.00386	0.18600	0.20342	0.19669	0.19469	0.20336	0.22429	0.28294
78.1010	0.00423	0.20116	0.21636	0.20624	0.20131	0.20834	0.22546	0.28029
78.1510	0.00387	0.18615	0.20207	0.19360	0.19042	0.19751	0.21396	0.26459
78.2010	0.00413	0.18934	0.20550	0.19752	0.19495	0.20273	0.21737	0.26594
78.2510	0.00409	0.18289	0.19893	0.19148	0.18915	0.19642	0.20924	0.25226
78.3010	0.00388	0.17972	0.19621	0.18908	0.18630	0.19332	0.20685	0.24886
78.3510	0.00393	0.19037	0.20769	0.19860	0.19507	0.20193	0.21517	0.26031
78.4010	0.00358	0.17505	0.19180	0.18545	0.18400	0.19301	0.20851	0.25511
78.4510	0.00346	0.16644	0.18378	0.17833	0.17824	0.18779	0.20439	0.25043
78.5010	0.00386	0.18210	0.19765	0.19065	0.18843	0.19738	0.21328	0.25808
78.5510	0.00379	0.18587	0.20260	0.19448	0.19193	0.20183	0.22277	0.28267
78.6010	0.00437	0.19225	0.20740	0.19945	0.19546	0.20259	0.21553	0.26298
78.6510	0.00427	0.19128	0.20551	0.19803	0.19448	0.20260	0.21552	0.26016
78.7010	0.00400	0.18482	0.19850	0.19072	0.18761	0.19494	0.20629	0.24597
78.7510	0.00386	0.18182	0.19766	0.19100	0.18910	0.19692	0.20871	0.25341
78.8010	0.00410	0.19032	0.20575	0.19858	0.19530	0.20357	0.21595	0.26326
78.8510	0.00405	0.19055	0.20593	0.19837	0.19430	0.20136	0.21104	0.25402
78.9010	0.00381	0.18577	0.20242	0.19506	0.19142	0.19896	0.21096	0.26041
78.9510	0.00346	0.16693	0.18385	0.17875	0.17768	0.18617	0.19962	0.24596
79.0010	0.00389	0.18124	0.19615	0.18887	0.18541	0.19152	0.19902	0.23500
79.0510	0.00392	0.18120	0.19725	0.19080	0.18754	0.19300	0.19954	0.23252
79.1010	0.00401	0.19004	0.20611	0.19828	0.19436	0.20045	0.20884	0.24628
79.1510	0.00387	0.18893	0.20441	0.19652	0.19375	0.20162	0.21390	0.26251
79.2010	0.00391	0.18644	0.20197	0.19435	0.19171	0.20007	0.21417	0.26471
79.2510	0.00418	0.19057	0.20477	0.19653	0.19277	0.19998	0.21165	0.25752
79.3010	0.00386	0.18921	0.20385	0.19467	0.18983	0.19588	0.20640	0.24690
79.3510	0.00395	0.19026	0.20482	0.19588	0.19104	0.19648	0.20255	0.23476
79.4010	0.00399	0.19710	0.21212	0.20180	0.19609	0.20177	0.20975	0.24715
79.4510	0.00422	0.19972	0.21449	0.20390	0.19759	0.20297	0.21061	0.24632
79.5010	0.00429	0.19686	0.21222	0.20297	0.19730	0.20212	0.20832	0.23699
79.5510	0.00420	0.19703	0.21152	0.20162	0.19640	0.20242	0.21173	0.24571
79.6010	0.00401	0.19436	0.20858	0.19815	0.19354	0.20037	0.21374	0.25537
79.6510	0.00376	0.18607	0.20366	0.19646	0.19536	0.20632	0.22596	0.28079
79.7010	0.00408	0.19368	0.20905	0.20046	0.19718	0.20606	0.22092	0.26846
79.7510	0.00430	0.19891	0.21257	0.20227	0.19683	0.20425	0.21708	0.26020
79.8010	0.00399	0.18837	0.20276	0.19381	0.18976	0.19698	0.21074	0.25831
79.8510	0.00414	0.20681	0.21948	0.20606	0.19838	0.20378	0.21474	0.25320
79.9010	0.00425	0.20847	0.22265	0.21021	0.20309	0.20927	0.22029	0.25962
79.9510	0.00420	0.20612	0.22093	0.20892	0.20193	0.20865	0.21882	0.25873
80.0010	0.00408	0.19723	0.21265	0.20189	0.19583	0.20351	0.21485	0.25293
80.0510	0.00406	0.19244	0.20933	0.20016	0.19565	0.20473	0.21860	0.26181
80.1010	0.00419	0.19929	0.21556	0.20513	0.19807	0.20492	0.21348	0.24733
80.1510	0.00427	0.19779	0.21392	0.20540	0.20039	0.20895	0.21955	0.25936
80.2010	0.00403	0.18670	0.20343	0.19634	0.19333	0.20253	0.21522	0.25848
80.2510	0.00395	0.18704	0.20306	0.19515	0.19227	0.20124	0.21443	0.25666
80.3010	0.00394	0.19146	0.20601	0.19696	0.19289	0.20130	0.21429	0.25700
80.3510	0.00426	0.19871	0.21292	0.20523	0.20171	0.21053	0.22195	0.26351
80.4010	0.00396	0.19009	0.20458	0.19642	0.19340	0.20204	0.21603	0.26237
80.4510	0.00369	0.17612	0.19410	0.18877	0.18894	0.20003	0.21701	0.26576
80.5010	0.00350	0.17226	0.18922	0.18265	0.18300	0.19454	0.21430	0.26614
80.5510	0.00363	0.16755	0.18542	0.18017	0.18075	0.19125	0.20840	0.25842
80.6010	0.00360	0.17107	0.18886	0.18325	0.18264	0.19235	0.20888	0.25800
80.6510	0.00394	0.18803	0.20521	0.19819	0.19556	0.20423	0.21791	0.26441
80.7010	0.00395	0.19030	0.20951	0.20386	0.20157	0.21148	0.22805	0.28352
80.7510	0.00395	0.19327	0.21087	0.20320	0.20003	0.21036	0.22634	0.27981
80.8010	0.00438	0.21108	0.22719	0.21654	0.21065	0.21989	0.23392	0.28439
80.8510	0.00421	0.19909	0.21448	0.20602	0.20238	0.21359	0.23103	0.28560
80.9010	0.00403	0.19256	0.20750	0.19973	0.19605	0.20672	0.22242	0.27041
80.9510	0.00395	0.18705	0.20130	0.19380	0.19005	0.19907	0.21206	0.25640
81.0010	0.00361	0.17593	0.19299	0.18750	0.18626	0.19747	0.21529	0.26692
81.0510	0.00397	0.18256	0.19804	0.19188	0.18954	0.19892	0.21135	0.25435
81.1010	0.00399	0.18620	0.20132	0.19417	0.19118	0.19942	0.21055	0.24929
81.1510	0.00399	0.18683	0.20141	0.19430	0.19083	0.19842	0.20788	0.24452
81.2010	0.00364	0.17528	0.19065	0.18395	0.18166	0.19075	0.20412	0.24423
81.2510	0.00386	0.18751	0.20277	0.19448	0.19201	0.20240	0.21974	0.26742
81.3010	0.00386	0.18995	0.20605	0.19788	0.19516	0.20404	0.22094	0.27193
81.3510	0.00407	0.19429	0.20929	0.20006	0.19644	0.20388	0.21503	0.25589
81.4010	0.00429	0.19844	0.21387	0.20528	0.20119	0.20888	0.21803	0.25874
81.4510	0.00372	0.18555	0.20197	0.19376	0.19161	0.19974	0.21169	0.25495
81.5010	0.00427	0.20095	0.21565	0.20647	0.20172	0.20837	0.21511	0.25273
81.5510	0.00422	0.19599	0.21217	0.20478	0.20088	0.20819	0.21467	0.25126
81.6010	0.00428	0.20271	0.21927	0.20955	0.20405	0.20966	0.21715	0.25435
81.6510	0.00427	0.19604	0.21125	0.20280	0.19891	0.20600	0.21484	0.25031
81.7010	0.00411	0.19078	0.20590	0.19781	0.19441	0.20152	0.21096	0.24404
81.7510	0.00427	0.19583	0.21103	0.20345	0.20038	0.20839	0.21918	0.25323
81.8010	0.00410	0.19158	0.20581	0.19737	0.19348	0.20109	0.21400	0.25112
81.8510	0.00440	0.20483	0.21796	0.20780	0.20123	0.20744	0.21978	0.26068
81.9010	0.00433	0.20467	0.21939	0.20887	0.20180	0.20692	0.21728	0.25502
81.9510	0.00424	0.20637	0.22015	0.20923	0.20200	0.20585	0.21372	0.24657
82.0010	0.00389	0.18867	0.20487	0.19634	0.19200	0.19814	0.20927	0.24432
82.0510	0.00395	0.18744	0.20344	0.19503	0.19095	0.19707	0.20763	0.24064
82.1010	0.00398	0.18650	0.20252	0.19369	0.18999	0.19533	0.20585	0.23973
82.1510	0.00379	0.18565	0.20197	0.19260	0.18954	0.19647	0.21100	0.24863
82.2010	0.00399	0.18658	0.20188	0.19348	0.19031	0.19762	0.21152	0.25048
82.2510	0.00386	0.18588	0.20152	0.19372	0.19095	0.19897	0.21444	0.25913
82.3010	0.00412	0.19041	0.20495	0.19709	0.19408	0.20174	0.21441	0.25352
82.3510	0.00422	0.19619	0.21071	0.20204	0.19817	0.20637	0.21890	0.25451
82.4010	0.00415	0.18643	0.20058	0.19287	0.18958	0.19671	0.20708	0.24092
82.4510	0.00409	0.19141	0.20648	0.19825	0.19493	0.20354	0.21819	0.25744
82.5010	0.00393	0.18285	0.19879	0.19263	0.19100	0.20015	0.21563	0.26019
82.5510	0.00430	0.18926	0.20304	0.19554	0.19173	0.19939	0.20978	0.24535
82.6010	0.00391	0.18188	0.19578	0.18827	0.18481	0.19202	0.19962	0.22885
82.6510	0.00421	0.19075	0.20409	0.19524	0.19017	0.19668	0.20270	0.23035
82.7010	0.00409	0.18174	0.19593	0.18858	0.18548	0.19389	0.20252	0.23417
82.7510	0.00400	0.18510	0.20027	0.19244	0.18946	0.19853	0.20728	0.24107
82.8010	0.00371	0.17796	0.19407	0.18731	0.18606	0.19727	0.21014	0.25043
82.8510	0.00370	0.17704	0.19374	0.18633	0.18477	0.19559	0.20896	0.25054
82.9010	0.00361	0.17905	0.19529	0.18665	0.18368	0.19308	0.20659	0.24706
82.9510	0.00346	0.17063	0.18853	0.18250	0.18135	0.19055	0.20497	0.24444
83.0010	0.00362	0.17708	0.19441	0.18811	0.18689	0.19654	0.21090	0.25019
83.0510	0.00363	0.18155	0.19774	0.19052	0.18819	0.19762	0.21344	0.26050
83.1010	0.00375	0.18697	0.20351	0.19593	0.19281	0.20164	0.21611	0.26129
83.1510	0.00363	0.18442	0.20085	0.19254	0.18905	0.19725	0.21285	0.25851
83.2010	0.00361	0.18070	0.19616	0.18819	0.18500	0.19246	0.20595	0.24791
83.2510	0.00353	0.17892	0.19561	0.18853	0.18592	0.19375	0.20667	0.25250
83.3010	0.00393	0.18804	0.20476	0.19733	0.19352	0.20072	0.21126	0.25443
83.3510	0.00388	0.19373	0.21061	0.20167	0.19757	0.20481	0.21623	0.26213
83.4010	0.00357	0.18511	0.20251	0.19492	0.19162	0.19944	0.21304	0.25852
83.4510	0.00381	0.19039	0.20803	0.20199	0.20019	0.21103	0.22994	0.28505
83.5010	0.00405	0.19538	0.21243	0.20534	0.20267	0.21304	0.23073	0.28260
83.5510	0.00395	0.19499	0.21053	0.20259	0.20031	0.21175	0.23175	0.28630
83.6010	0.00383	0.19126	0.20586	0.19777	0.19475	0.20410	0.22106	0.27104
83.6510	0.00397	0.19239	0.20729	0.19967	0.19611	0.20382	0.21644	0.25836
83.7010	0.00424	0.20439	0.21661	0.20566	0.19928	0.20611	0.21822	0.25864
83.7510	0.00418	0.19817	0.20974	0.19952	0.19397	0.20074	0.21173	0.25294
83.8010	0.00426	0.19952	0.21258	0.20369	0.19867	0.20451	0.21293	0.25033
83.8510	0.00451	0.20828	0.22131	0.21098	0.20427	0.20976	0.21677	0.24696
83.9010	0.00436	0.20643	0.21773	0.20570	0.19761	0.20202	0.20831	0.23632
83.9510	0.00436	0.19980	0.21289	0.20297	0.19752	0.20364	0.21110	0.24517
84.0010	0.00452	0.20609	0.22083	0.21158	0.20665	0.21349	0.22160	0.25962
84.0510	0.00410	0.19834	0.21247	0.20229	0.19741	0.20361	0.21089	0.24251
84.1010	0.00390	0.18894	0.20342	0.19420	0.19030	0.19712	0.20422	0.23485
84.1510	0.00415	0.19740	0.21153	0.20165	0.19614	0.20248	0.20682	0.23463
84.2010	0.00418	0.19425	0.21154	0.20568	0.20282	0.21064	0.21937	0.25854
84.2510	0.00380	0.18196	0.19979	0.19495	0.19449	0.20283	0.21426	0.25628
84.3010	0.00398	0.18698	0.20296	0.19600	0.19341	0.19992	0.20767	0.24422
84.3510	0.00409	0.18917	0.20494	0.19808	0.19523	0.20150	0.20903	0.24497
84.4010	0.00382	0.18909	0.20423	0.19600	0.19231	0.19847	0.20855	0.24938
84.4510	0.00373	0.18496	0.20003	0.19192	0.18862	0.19538	0.20632	0.24823
84.5010	0.00384	0.18478	0.19903	0.19142	0.18830	0.19557	0.20632	0.24957
84.5510	0.00375	0.18172	0.19528	0.18758	0.18434	0.19043	0.19878	0.23604
84.6010	0.00357	0.17581	0.18990	0.18294	0.18019	0.18708	0.19675	0.23593
84.6510	0.00374	0.18413	0.19722	0.18802	0.18318	0.18839	0.19695	0.23655
84.7010	0.00390	0.18791	0.20062	0.19154	0.18640	0.19206	0.20150	0.24345
84.7510	0.00403	0.19235	0.20628	0.19725	0.19223	0.19725	0.20574	0.24472
84.8010	0.00376	0.18038	0.19347	0.18519	0.18127	0.18662	0.19496	0.22620
84.8510	0.00410	0.18669	0.20123	0.19502	0.19323	0.20091	0.21249	0.25202
84.9010	0.00397	0.18230	0.19732	0.19164	0.18978	0.19728	0.21235	0.25798
84.9510	0.00394	0.18559	0.20144	0.19397	0.19111	0.19796	0.21271	0.25933
85.0010	0.00421	0.19187	0.20809	0.20005	0.19686	0.20263	0.21484	0.26164
85.0510	0.00433	0.20209	0.21774	0.20821	0.20336	0.20846	0.22124	0.26966
85.1010	0.00428	0.19083	0.20589	0.19919	0.19612	0.20358	0.21587	0.26134
85.1510	0.00406	0.18592	0.20012	0.19334	0.19032	0.19742	0.20677	0.24759
85.2010	0.00365	0.17489	0.18993	0.18406	0.18300	0.19235	0.20533	0.25096
85.2510	0.00386	0.17803	0.19455	0.18985	0.18919	0.19923	0.21279	0.25833
85.3010	0.00427	0.19595	0.21026	0.20289	0.19907	0.20666	0.21482	0.25164
85.3510	0.00425	0.19879	0.21415	0.20645	0.20224	0.20968	0.21788	0.25520
85.4010	0.00409	0.20011	0.21571	0.20700	0.20239	0.20987	0.22165	0.26892
85.4510	0.00420	0.19741	0.21229	0.20368	0.19933	0.20750	0.21993	0.26746
85.5010	0.00426	0.19428	0.20938	0.20147	0.19685	0.20396	0.21192	0.25281
85.5510	0.00410	0.19200	0.20643	0.19709	0.19165	0.19767	0.20490	0.24186
85.6010	0.00380	0.18465	0.20119	0.19146	0.18693	0.19384	0.20291	0.24531
85.6510	0.00407	0.19719	0.21252	0.20130	0.19492	0.20091	0.20858	0.24784
85.7010	0.00415	0.19540	0.20993	0.19963	0.19337	0.19868	0.20484	0.24160
85.7510	0.00383	0.18126	0.19657	0.18816	0.18382	0.19053	0.19910	0.23714
85.8010	0.00369	0.17814	0.19409	0.18615	0.18228	0.18917	0.19966	0.24085
85.8510	0.00341	0.16278	0.17858	0.17284	0.17145	0.18063	0.19457	0.24179
85.9010	0.00403	0.18667	0.20041	0.19181	0.18704	0.19395	0.20396	0.24255
85.9510	0.00412	0.19159	0.20675	0.19750	0.19181	0.19783	0.20731	0.24692
86.0010	0.00406	0.18882	0.20484	0.19670	0.19192	0.19881	0.20973	0.25305
86.0510	0.00359	0.17296	0.18963	0.18244	0.17944	0.18659	0.19919	0.24714
86.1010	0.00387	0.18117	0.19659	0.18874	0.18451	0.19078	0.20095	0.24521
86.1510	0.00410	0.19025	0.20352	0.19388	0.18802	0.19315	0.20147	0.24024
86.2010	0.00419	0.19391	0.20731	0.19717	0.18982	0.19359	0.19997	0.23216
86.2510	0.00438	0.20312	0.21500	0.20287	0.19365	0.19646	0.20042	0.22807
86.3010	0.00411	0.19305	0.20470	0.19362	0.18635	0.19129	0.19968	0.23445
86.3510	0.00399	0.19194	0.20581	0.19543	0.18846	0.19348	0.20056	0.23504
86.4010	0.00403	0.20091	0.21560	0.20296	0.19628	0.20303	0.21499	0.25607
86.4510	0.00399	0.20481	0.21985	0.20639	0.19881	0.20442	0.21626	0.26045
86.5010	0.00359	0.18398	0.20030	0.19075	0.18698	0.19585	0.21233	0.26394
86.5510	0.00340	0.17305	0.19004	0.18205	0.17962	0.18915	0.20712	0.26486
86.6010	0.00365	0.18108	0.19642	0.18769	0.18339	0.19110	0.20590	0.25839
86.6510	0.00376	0.17754	0.19207	0.18463	0.18126	0.18947	0.20330	0.25241
86.7010	0.00363	0.17069	0.18636	0.18011	0.17767	0.18551	0.19927	0.25076
86.7510	0.00389	0.18881	0.20506	0.19658	0.19152	0.19827	0.20836	0.25493
86.8010	0.00393	0.18697	0.20171	0.19315	0.18817	0.19489	0.20269	0.24319
86.8510	0.00417	0.19514	0.20910	0.19838	0.19123	0.19708	0.20371	0.24470
86.9010	0.00390	0.18209	0.19629	0.18820	0.18320	0.19052	0.19847	0.24103
86.9510	0.00413	0.19039	0.20510	0.19680	0.19124	0.19890	0.20670	0.24890
87.0010	0.00421	0.19952	0.21382	0.20372	0.19682	0.20355	0.21234	0.25498
87.0510	0.00430	0.19652	0.21116	0.20178	0.19521	0.20114	0.20584	0.24165
87.1010	0.00423	0.20263	0.21708	0.20578	0.19842	0.20391	0.20811	0.24419
87.1510	0.00427	0.20104	0.21490	0.20391	0.19708	0.20336	0.20804	0.24612
87.2010	0.00416	0.20264	0.21674	0.20529	0.19886	0.20505	0.21041	0.25057
87.2510	0.00370	0.18647	0.20182	0.19285	0.18880	0.19563	0.20309	0.24844
87.3010	0.00437	0.20431	0.21917	0.20888	0.20301	0.20949	0.21480	0.25376
87.3510	0.00439	0.20752	0.22278	0.21190	0.20576	0.21258	0.21944	0.25917
87.4010	0.00407	0.18778	0.20418	0.19617	0.19282	0.20117	0.21250	0.25885
87.4510	0.00432	0.19147	0.20658	0.19894	0.19516	0.20405	0.21488	0.25933
87.5010	0.00435	0.19147	0.20610	0.19919	0.19628	0.20583	0.21387	0.25160
87.5510	0.00429	0.18700	0.20055	0.19312	0.19010	0.19852	0.20607	0.24290
87.6010	0.00417	0.19264	0.20535	0.19603	0.19171	0.19973	0.20840	0.24870
87.6510	0.00401	0.18705	0.20080	0.19157	0.18697	0.19359	0.19934	0.23058
87.7010	0.00375	0.17425	0.18820	0.18027	0.17668	0.18374	0.18978	0.21773
87.7510	0.00374	0.17981	0.19477	0.18683	0.18341	0.19170	0.20103	0.23503
87.8010	0.00385	0.18373	0.19904	0.19081	0.18729	0.19551	0.20300	0.23453
87.8510	0.00340	0.16585	0.18288	0.17726	0.17666	0.18720	0.20118	0.24252
87.9010	0.00384	0.18388	0.19847	0.19013	0.18602	0.19402	0.20495	0.24111
87.9510	0.00381	0.18661	0.20042	0.18976	0.18543	0.19470	0.21063	0.25554
88.0010	0.00412	0.19469	0.20835	0.19644	0.19088	0.19864	0.21295	0.25810
88.0510	0.00398	0.18946	0.20363	0.19240	0.18689	0.19339	0.20710	0.25200
88.1010	0.00401	0.19604	0.21061	0.19829	0.19223	0.19952	0.21441	0.26250
88.1510	0.00426	0.19545	0.20863	0.19707	0.19080	0.19673	0.20546	0.24129
88.2010	0.00433	0.20098	0.21407	0.20209	0.19468	0.19986	0.20720	0.24002
88.2510	0.00464	0.20861	0.22125	0.20937	0.20184	0.20723	0.21343	0.24687
88.3010	0.00452	0.20291	0.21672	0.20581	0.20036	0.20745	0.21885	0.26146
88.3510	0.00426	0.19685	0.21084	0.20012	0.19448	0.20104	0.21252	0.25528
88.4010	0.00419	0.19901	0.21226	0.20091	0.19439	0.20072	0.21086	0.24496
88.4510	0.00400	0.18937	0.20454	0.19560	0.19151	0.20040	0.21650	0.26132
88.5010	0.00421	0.19422	0.20835	0.19930	0.19477	0.20259	0.21364	0.25154
88.5510	0.00419	0.20499	0.21765	0.20525	0.19858	0.20498	0.21799	0.25813
88.6010	0.00423	0.20066	0.21476	0.20296	0.19751	0.20367	0.21555	0.25773
88.6510	0.00406	0.19347	0.20747	0.19663	0.19097	0.19694	0.20724	0.24519
88.7010	0.00398	0.18499	0.19921	0.18996	0.18603	0.19346	0.20562	0.24635
88.7510	0.00397	0.18143	0.19625	0.18824	0.18556	0.19447	0.20570	0.24272
88.8010	0.00390	0.18073	0.19499	0.18624	0.18360	0.19275	0.20469	0.24417
88.8510	0.00377	0.18177	0.19575	0.18552	0.18226	0.19099	0.20465	0.24819
88.9010	0.00393	0.19389	0.20890	0.19766	0.19386	0.20326	0.22013	0.26994
88.9510	0.00397	0.19258	0.20794	0.19611	0.19233	0.20227	0.21995	0.26923
89.0010	0.00397	0.19375	0.20940	0.19799	0.19380	0.20229	0.21927	0.26760
89.0510	0.00368	0.18097	0.19591	0.18543	0.18224	0.18996	0.20449	0.24527
89.1010	0.00356	0.17337	0.18744	0.17790	0.17439	0.18033	0.19041	0.22067
89.1510	0.00356	0.17865	0.19002	0.17811	0.17275	0.17723	0.18285	0.20271
89.2010	0.00345	0.17154	0.18455	0.17450	0.17038	0.17490	0.17935	0.19510
89.2510	0.00345	0.17239	0.18447	0.17409	0.16973	0.17387	0.17680	0.19010
89.3010	0.00357	0.17625	0.18826	0.17740	0.17232	0.17604	0.17812	0.19137
89.3510	0.00357	0.16889	0.18053	0.17143	0.16740	0.17146	0.17191	0.17900
89.4010	0.00369	0.18176	0.19207	0.18010	0.17417	0.17728	0.17767	0.18489
89.4510	0.00380	0.17780	0.18841	0.17834	0.17334	0.17624	0.17415	0.17750
89.5010	0.00395	0.18488	0.19542	0.18387	0.17767	0.18021	0.17761	0.18114
89.5510	0.00419	0.19152	0.20284	0.19150	0.18483	0.18739	0.18261	0.18235
89.6010	0.00415	0.18837	0.20016	0.19007	0.18417	0.18655	0.18056	0.18006
89.6510	0.00391	0.18254	0.19360	0.18361	0.17847	0.18135	0.17670	0.17724
89.7010	0.00395	0.18284	0.19477	0.18541	0.18072	0.18474	0.18065	0.18241
89.7510	0.00385	0.18408	0.19520	0.18424	0.17869	0.18215	0.17825	0.17927
89.8010	0.00385	0.17804	0.18956	0.18009	0.17543	0.17959	0.17589	0.17701
89.8510	0.00356	0.16578	0.17846	0.17076	0.16801	0.17224	0.16932	0.16993
89.9010	0.00360	0.16631	0.17905	0.17195	0.16938	0.17364	0.16918	0.16827
89.9510	0.00370	0.17615	0.18863	0.18019	0.17577	0.17938	0.17507	0.17367
90.0010	0.00379	0.17430	0.18665	0.17868	0.17420	0.17823	0.17552	0.17700
90.0510	0.00383	0.17595	0.18911	0.18092	0.17642	0.18000	0.17643	0.17736
90.1010	0.00394	0.16903	0.18204	0.17592	0.17300	0.17687	0.17178	0.16997
90.1510	0.00383	0.16453	0.17865	0.17382	0.17159	0.17547	0.17142	0.17268
90.2010	0.00408	0.17326	0.18615	0.18030	0.17649	0.17985	0.17477	0.17359
90.2510	0.00369	0.16633	0.17973	0.17321	0.16988	0.17409	0.17353	0.18087
90.3010	0.00387	0.17672	0.19046	0.18343	0.17921	0.18297	0.17927	0.18348
90.3510	0.00393	0.17250	0.18602	0.17950	0.17612	0.18014	0.17595	0.17718
90.4010	0.00393	0.17504	0.18753	0.17960	0.17482	0.17844	0.17420	0.17597
90.4510	0.00390	0.17518	0.18773	0.17967	0.17535	0.18014	0.17653	0.18023
90.5010	0.00387	0.18014	0.19256	0.18327	0.17813	0.18252	0.17989	0.18650
90.5510	0.00359	0.17090	0.18451	0.17657	0.17270	0.17731	0.17362	0.17446
90.6010	0.00378	0.18274	0.19589	0.18677	0.18166	0.18557	0.17893	0.17447
90.6510	0.00354	0.17210	0.18548	0.17716	0.17339	0.17847	0.17425	0.17681
90.7010	0.00401	0.18931	0.20166	0.19081	0.18421	0.18810	0.18127	0.18036
90.7510	0.00401	0.19643	0.20872	0.19611	0.18863	0.19189	0.18592	0.18693
