Epoch	P1	P2	P3	P4	P5	P6	P7	P8
249.1010	0.00355	0.18044	0.19311	0.18096	0.17274	0.17483	0.16384	0.14677
249.1510	0.00357	0.18171	0.19437	0.18205	0.17359	0.17557	0.16459	0.14793
249.2010	0.00354	0.18027	0.19299	0.18080	0.17249	0.17449	0.16370	0.14713
249.2510	0.00351	0.17971	0.19252	0.18032	0.17206	0.17405	0.16347	0.14727
249.3010	0.00352	0.18059	0.19344	0.18108	0.17265	0.17452	0.16378	0.14714
249.3510	0.00355	0.18068	0.19337	0.18105	0.17259	0.17441	0.16360	0.14689
249.4010	0.00355	0.18082	0.19377	0.18139	0.17289	0.17468	0.16398	0.14747
249.4510	0.00355	0.18027	0.19335	0.18110	0.17266	0.17442	0.16372	0.14718
249.5010	0.00358	0.18126	0.19422	0.18184	0.17326	0.17496	0.16414	0.14733
249.5510	0.00359	0.18290	0.19570	0.18295	0.17409	0.17571	0.16476	0.14759
249.6010	0.00360	0.18245	0.19514	0.18247	0.17369	0.17531	0.16429	0.14696
249.6510	0.00361	0.18248	0.19531	0.18282	0.17413	0.17569	0.16450	0.14694
249.7010	0.00364	0.18260	0.19543	0.18305	0.17434	0.17587	0.16462	0.14712
249.7510	0.00359	0.18015	0.19290	0.18083	0.17239	0.17404	0.16322	0.14645
249.8010	0.00356	0.17949	0.19240	0.18029	0.17189	0.17356	0.16279	0.14607
249.8510	0.00353	0.17820	0.19116	0.17912	0.17088	0.17270	0.16212	0.14555
249.9010	0.00355	0.17992	0.19281	0.18057	0.17211	0.17381	0.16315	0.14669
249.9510	0.00354	0.18025	0.19309	0.18086	0.17232	0.17402	0.16358	0.14775
250.0010	0.00354	0.17957	0.19250	0.18045	0.17209	0.17385	0.16347	0.14767
250.0510	0.00355	0.17977	0.19278	0.18067	0.17227	0.17410	0.16392	0.14858
250.1010	0.00352	0.17846	0.19147	0.17951	0.17125	0.17311	0.16313	0.14792
250.1510	0.00351	0.17833	0.19132	0.17928	0.17102	0.17294	0.16305	0.14797
250.2010	0.00354	0.17891	0.19201	0.17998	0.17162	0.17343	0.16329	0.14803
250.2510	0.00350	0.17766	0.19100	0.17925	0.17109	0.17303	0.16317	0.14852
250.3010	0.00349	0.17767	0.19098	0.17928	0.17128	0.17330	0.16333	0.14836
250.3510	0.00348	0.17690	0.19033	0.17869	0.17079	0.17287	0.16291	0.14783
250.4010	0.00349	0.17723	0.19045	0.17877	0.17085	0.17287	0.16275	0.14762
250.4510	0.00353	0.17834	0.19148	0.17960	0.17150	0.17347	0.16311	0.14762
250.5010	0.00354	0.17905	0.19209	0.18007	0.17187	0.17380	0.16338	0.14812
250.5510	0.00358	0.18066	0.19385	0.18169	0.17330	0.17512	0.16458	0.14911
250.6010	0.00361	0.18229	0.19518	0.18265	0.17397	0.17576	0.16513	0.14943
250.6510	0.00360	0.18225	0.19494	0.18232	0.17358	0.17540	0.16489	0.14909
250.7010	0.00357	0.18155	0.19422	0.18163	0.17302	0.17484	0.16451	0.14907
250.7510	0.00357	0.18047	0.19321	0.18079	0.17229	0.17415	0.16381	0.14823
250.8010	0.00356	0.18011	0.19279	0.18034	0.17185	0.17373	0.16338	0.14748
250.8510	0.00355	0.18003	0.19268	0.18028	0.17185	0.17374	0.16336	0.14725
250.9010	0.00354	0.17855	0.19113	0.17896	0.17072	0.17271	0.16250	0.14636
250.9510	0.00355	0.17833	0.19079	0.17873	0.17054	0.17248	0.16207	0.14565
251.0010	0.00359	0.18029	0.19279	0.18055	0.17217	0.17396	0.16322	0.14632
251.0510	0.00359	0.18017	0.19270	0.18053	0.17221	0.17402	0.16339	0.14690
251.1010	0.00360	0.17952	0.19209	0.18016	0.17204	0.17387	0.16304	0.14627
251.1510	0.00356	0.17869	0.19131	0.17939	0.17133	0.17319	0.16255	0.14592
251.2010	0.00359	0.17928	0.19192	0.18006	0.17200	0.17376	0.16281	0.14565
251.2510	0.00355	0.17790	0.19049	0.17885	0.17109	0.17294	0.16208	0.14501
251.3010	0.00351	0.17700	0.18973	0.17815	0.17054	0.17249	0.16184	0.14481
251.3510	0.00348	0.17614	0.18888	0.17730	0.16977	0.17182	0.16142	0.14467
251.4010	0.00347	0.17611	0.18880	0.17718	0.16973	0.17185	0.16156	0.14496
251.4510	0.00347	0.17636	0.18903	0.17741	0.16992	0.17202	0.16175	0.14556
251.5010	0.00348	0.17701	0.18974	0.17798	0.17039	0.17245	0.16214	0.14595
251.5510	0.00347	0.17602	0.18866	0.17699	0.16949	0.17156	0.16125	0.14494
251.6010	0.00350	0.17712	0.18965	0.17788	0.17022	0.17230	0.16203	0.14609
251.6510	0.00346	0.17611	0.18860	0.17692	0.16939	0.17155	0.16152	0.14593
251.7010	0.00346	0.17604	0.18859	0.17688	0.16931	0.17146	0.16126	0.14514
251.7510	0.00347	0.17643	0.18890	0.17723	0.16966	0.17179	0.16135	0.14467
251.8010	0.00347	0.17646	0.18894	0.17730	0.16979	0.17197	0.16139	0.14444
251.8510	0.00347	0.17642	0.18881	0.17718	0.16970	0.17192	0.16133	0.14423
251.9010	0.00345	0.17608	0.18863	0.17707	0.16967	0.17188	0.16134	0.14414
251.9510	0.00347	0.17591	0.18852	0.17716	0.16984	0.17202	0.16129	0.14380
252.0010	0.00343	0.17458	0.18702	0.17568	0.16838	0.17060	0.16026	0.14320
252.0510	0.00343	0.17436	0.18703	0.17582	0.16857	0.17083	0.16046	0.14345
252.1010	0.00345	0.17429	0.18703	0.17584	0.16861	0.17086	0.16042	0.14371
252.1510	0.00346	0.17465	0.18732	0.17599	0.16860	0.17080	0.16027	0.14343
252.2010	0.00346	0.17519	0.18776	0.17643	0.16907	0.17136	0.16076	0.14363
252.2510	0.00344	0.17496	0.18763	0.17632	0.16900	0.17127	0.16075	0.14386
252.3010	0.00342	0.17463	0.18735	0.17614	0.16888	0.17126	0.16092	0.14437
252.3510	0.00341	0.17475	0.18743	0.17607	0.16870	0.17111	0.16080	0.14418
252.4010	0.00345	0.17543	0.18811	0.17678	0.16931	0.17171	0.16113	0.14400
252.4510	0.00342	0.17445	0.18713	0.17577	0.16834	0.17085	0.16054	0.14417
252.5010	0.00342	0.17490	0.18779	0.17641	0.16902	0.17160	0.16116	0.14483
252.5510	0.00343	0.17460	0.18709	0.17564	0.16819	0.17083	0.16053	0.14438
252.6010	0.00338	0.17259	0.18514	0.17395	0.16682	0.16958	0.15948	0.14339
252.6510	0.00334	0.17153	0.18414	0.17302	0.16599	0.16880	0.15904	0.14349
252.7010	0.00334	0.17073	0.18340	0.17243	0.16548	0.16829	0.15846	0.14279
252.7510	0.00337	0.17187	0.18436	0.17323	0.16608	0.16884	0.15893	0.14321
252.8010	0.00338	0.17142	0.18406	0.17298	0.16589	0.16863	0.15871	0.14329
252.8510	0.00337	0.17211	0.18450	0.17323	0.16605	0.16870	0.15875	0.14317
252.9010	0.00337	0.17218	0.18449	0.17320	0.16602	0.16866	0.15873	0.14320
252.9510	0.00337	0.17208	0.18458	0.17343	0.16633	0.16890	0.15889	0.14321
253.0010	0.00336	0.17234	0.18491	0.17358	0.16641	0.16898	0.15898	0.14315
253.0510	0.00338	0.17266	0.18523	0.17396	0.16673	0.16923	0.15904	0.14301
253.1010	0.00343	0.17401	0.18662	0.17534	0.16797	0.17032	0.15966	0.14311
253.1510	0.00341	0.17352	0.18606	0.17473	0.16730	0.16965	0.15906	0.14259
253.2010	0.00344	0.17494	0.18752	0.17600	0.16836	0.17065	0.16009	0.14364
253.2510	0.00343	0.17506	0.18755	0.17584	0.16811	0.17041	0.16006	0.14396
253.3010	0.00339	0.17405	0.18669	0.17502	0.16741	0.16978	0.15957	0.14358
253.3510	0.00339	0.17397	0.18657	0.17490	0.16734	0.16977	0.15966	0.14406
253.4010	0.00340	0.17409	0.18667	0.17503	0.16748	0.16989	0.15967	0.14410
253.4510	0.00336	0.17316	0.18580	0.17413	0.16668	0.16916	0.15921	0.14399
253.5010	0.00332	0.17127	0.18384	0.17242	0.16526	0.16786	0.15826	0.14346
253.5510	0.00336	0.17245	0.18490	0.17332	0.16597	0.16853	0.15878	0.14385
253.6010	0.00338	0.17282	0.18504	0.17344	0.16604	0.16860	0.15875	0.14363
253.6510	0.00341	0.17383	0.18606	0.17449	0.16701	0.16950	0.15932	0.14375
253.7010	0.00340	0.17352	0.18570	0.17411	0.16669	0.16919	0.15890	0.14316
253.7510	0.00342	0.17520	0.18743	0.17562	0.16795	0.17033	0.15990	0.14432
253.8010	0.00343	0.17508	0.18720	0.17533	0.16765	0.17002	0.15959	0.14396
253.8510	0.00343	0.17515	0.18736	0.17556	0.16789	0.17025	0.15992	0.14452
253.9010	0.00343	0.17539	0.18757	0.17573	0.16807	0.17043	0.16005	0.14478
253.9510	0.00345	0.17608	0.18812	0.17606	0.16827	0.17062	0.16005	0.14448
254.0010	0.00346	0.17715	0.18911	0.17691	0.16895	0.17126	0.16063	0.14509
254.0510	0.00347	0.17715	0.18925	0.17718	0.16926	0.17148	0.16066	0.14487
254.1010	0.00348	0.17674	0.18883	0.17692	0.16909	0.17131	0.16042	0.14452
254.1510	0.00348	0.17676	0.18887	0.17692	0.16905	0.17121	0.16036	0.14426
254.2010	0.00350	0.17729	0.18944	0.17745	0.16954	0.17169	0.16073	0.14453
254.2510	0.00349	0.17599	0.18804	0.17626	0.16856	0.17076	0.15996	0.14391
254.3010	0.00351	0.17700	0.18921	0.17729	0.16941	0.17153	0.16051	0.14441
254.3510	0.00352	0.17698	0.18865	0.17662	0.16861	0.17064	0.15963	0.14337
254.4010	0.00354	0.17789	0.18958	0.17740	0.16928	0.17123	0.16001	0.14347
254.4510	0.00357	0.17873	0.19031	0.17791	0.16955	0.17144	0.16010	0.14338
254.5010	0.00355	0.17745	0.18912	0.17700	0.16883	0.17078	0.15943	0.14282
254.5510	0.00356	0.17710	0.18858	0.17660	0.16850	0.17048	0.15915	0.14256
254.6010	0.00355	0.17613	0.18788	0.17609	0.16816	0.17021	0.15899	0.14262
254.6510	0.00357	0.17723	0.18890	0.17701	0.16901	0.17098	0.15958	0.14314
254.7010	0.00357	0.17771	0.18946	0.17748	0.16945	0.17135	0.15982	0.14311
254.7510	0.00357	0.17753	0.18937	0.17748	0.16953	0.17142	0.15980	0.14294
254.8010	0.00358	0.17749	0.18923	0.17731	0.16931	0.17122	0.15968	0.14302
254.8510	0.00358	0.17755	0.18927	0.17732	0.16932	0.17119	0.15964	0.14327
254.9010	0.00356	0.17677	0.18854	0.17658	0.16865	0.17060	0.15912	0.14280
254.9510	0.00349	0.17437	0.18640	0.17475	0.16709	0.16913	0.15809	0.14242
255.0010	0.00349	0.17424	0.18641	0.17478	0.16714	0.16916	0.15815	0.14246
255.0510	0.00347	0.17390	0.18625	0.17462	0.16703	0.16911	0.15824	0.14255
255.1010	0.00354	0.17622	0.18820	0.17629	0.16835	0.17035	0.15923	0.14348
255.1510	0.00356	0.17550	0.18753	0.17589	0.16810	0.17010	0.15885	0.14301
255.2010	0.00359	0.17707	0.18886	0.17693	0.16885	0.17084	0.15970	0.14433
255.2510	0.00361	0.17755	0.18943	0.17757	0.16945	0.17133	0.15985	0.14405
255.3010	0.00358	0.17711	0.18887	0.17697	0.16891	0.17090	0.15958	0.14381
255.3510	0.00358	0.17645	0.18827	0.17646	0.16851	0.17054	0.15926	0.14356
255.4010	0.00357	0.17661	0.18837	0.17652	0.16855	0.17056	0.15937	0.14404
255.4510	0.00355	0.17612	0.18793	0.17617	0.16833	0.17041	0.15926	0.14371
255.5010	0.00357	0.17620	0.18794	0.17623	0.16838	0.17043	0.15916	0.14348
255.5510	0.00357	0.17637	0.18808	0.17642	0.16851	0.17055	0.15909	0.14291
255.6010	0.00355	0.17545	0.18733	0.17586	0.16813	0.17022	0.15874	0.14243
255.6510	0.00353	0.17527	0.18728	0.17577	0.16805	0.17015	0.15875	0.14249
255.7010	0.00353	0.17590	0.18790	0.17631	0.16859	0.17070	0.15925	0.14292
255.7510	0.00349	0.17503	0.18719	0.17570	0.16809	0.17023	0.15885	0.14281
255.8010	0.00351	0.17508	0.18733	0.17588	0.16823	0.17032	0.15882	0.14263
255.8510	0.00351	0.17467	0.18701	0.17565	0.16808	0.17028	0.15882	0.14261
255.9010	0.00351	0.17505	0.18743	0.17595	0.16838	0.17059	0.15909	0.14253
255.9510	0.00353	0.17606	0.18839	0.17678	0.16906	0.17118	0.15958	0.14300
256.0010	0.00350	0.17478	0.18720	0.17575	0.16809	0.17018	0.15863	0.14205
256.0510	0.00348	0.17437	0.18674	0.17530	0.16763	0.16971	0.15830	0.14194
256.1010	0.00350	0.17523	0.18777	0.17626	0.16856	0.17054	0.15892	0.14230
256.1510	0.00348	0.17470	0.18722	0.17571	0.16806	0.17011	0.15869	0.14230
256.2010	0.00347	0.17431	0.18678	0.17518	0.16754	0.16960	0.15827	0.14183
256.2510	0.00344	0.17329	0.18579	0.17427	0.16674	0.16885	0.15782	0.14174
256.3010	0.00346	0.17406	0.18641	0.17473	0.16706	0.16910	0.15793	0.14178
256.3510	0.00348	0.17504	0.18741	0.17566	0.16789	0.16987	0.15847	0.14190
256.4010	0.00346	0.17447	0.18690	0.17523	0.16754	0.16960	0.15826	0.14155
256.4510	0.00346	0.17458	0.18703	0.17537	0.16770	0.16975	0.15834	0.14156
256.5010	0.00350	0.17511	0.18746	0.17580	0.16810	0.17022	0.15875	0.14197
256.5510	0.00347	0.17518	0.18750	0.17563	0.16784	0.16989	0.15855	0.14185
256.6010	0.00344	0.17426	0.18671	0.17496	0.16729	0.16938	0.15820	0.14168
256.6510	0.00348	0.17551	0.18776	0.17593	0.16810	0.17001	0.15845	0.14157
256.7010	0.00348	0.17519	0.18743	0.17564	0.16780	0.16975	0.15822	0.14151
256.7510	0.00347	0.17612	0.18825	0.17610	0.16802	0.16992	0.15846	0.14176
256.8010	0.00347	0.17643	0.18856	0.17632	0.16829	0.17026	0.15880	0.14204
256.8510	0.00345	0.17531	0.18755	0.17552	0.16771	0.16982	0.15852	0.14218
256.9010	0.00350	0.17692	0.18922	0.17712	0.16916	0.17124	0.15987	0.14390
256.9510	0.00352	0.17843	0.19074	0.17841	0.17030	0.17231	0.16078	0.14463
257.0010	0.00356	0.17928	0.19139	0.17899	0.17073	0.17264	0.16090	0.14445
257.0510	0.00355	0.17921	0.19146	0.17917	0.17100	0.17291	0.16109	0.14434
257.1010	0.00358	0.17998	0.19203	0.17961	0.17127	0.17309	0.16113	0.14421
257.1510	0.00357	0.17975	0.19177	0.17934	0.17094	0.17269	0.16063	0.14337
257.2010	0.00357	0.17989	0.19202	0.17953	0.17110	0.17287	0.16082	0.14361
257.2510	0.00355	0.17893	0.19106	0.17862	0.17024	0.17205	0.15998	0.14265
257.3010	0.00352	0.17858	0.19089	0.17830	0.16987	0.17174	0.15988	0.14256
257.3510	0.00352	0.17781	0.19015	0.17772	0.16939	0.17134	0.15943	0.14205
257.4010	0.00350	0.17678	0.18921	0.17706	0.16895	0.17090	0.15888	0.14123
257.4510	0.00349	0.17669	0.18918	0.17694	0.16877	0.17081	0.15917	0.14228
257.5010	0.00348	0.17633	0.18897	0.17679	0.16876	0.17091	0.15952	0.14319
257.5510	0.00346	0.17557	0.18826	0.17621	0.16838	0.17069	0.15965	0.14404
257.6010	0.00344	0.17561	0.18816	0.17606	0.16818	0.17053	0.15972	0.14465
257.6510	0.00344	0.17642	0.18899	0.17679	0.16881	0.17109	0.16037	0.14525
257.7010	0.00340	0.17470	0.18732	0.17538	0.16763	0.16995	0.15927	0.14399
257.7510	0.00338	0.17414	0.18664	0.17471	0.16695	0.16924	0.15870	0.14337
257.8010	0.00338	0.17426	0.18682	0.17498	0.16722	0.16945	0.15879	0.14331
257.8510	0.00341	0.17468	0.18732	0.17557	0.16773	0.16989	0.15916	0.14381
257.9010	0.00341	0.17563	0.18831	0.17627	0.16825	0.17033	0.15966	0.14428
257.9510	0.00341	0.17601	0.18848	0.17636	0.16823	0.17026	0.15953	0.14402
258.0010	0.00343	0.17737	0.18983	0.17754	0.16928	0.17129	0.16034	0.14472
258.0510	0.00340	0.17526	0.18772	0.17576	0.16782	0.16993	0.15911	0.14359
258.1010	0.00338	0.17497	0.18729	0.17531	0.16739	0.16947	0.15875	0.14349
258.1510	0.00343	0.17763	0.18969	0.17727	0.16887	0.17072	0.15971	0.14385
258.2010	0.00342	0.17731	0.18963	0.17740	0.16913	0.17101	0.15998	0.14422
258.2510	0.00341	0.17735	0.18956	0.17721	0.16891	0.17076	0.15991	0.14434
258.3010	0.00341	0.17658	0.18879	0.17654	0.16831	0.17021	0.15948	0.14422
258.3510	0.00340	0.17660	0.18882	0.17653	0.16827	0.17014	0.15953	0.14466
258.4010	0.00340	0.17671	0.18884	0.17654	0.16831	0.17015	0.15937	0.14417
258.4510	0.00342	0.17712	0.18935	0.17716	0.16897	0.17081	0.15980	0.14421
258.5010	0.00340	0.17595	0.18818	0.17622	0.16830	0.17029	0.15949	0.14395
258.5510	0.00345	0.17627	0.18857	0.17677	0.16886	0.17080	0.15962	0.14366
258.6010	0.00342	0.17537	0.18776	0.17597	0.16814	0.17006	0.15910	0.14353
258.6510	0.00342	0.17503	0.18765	0.17605	0.16834	0.17028	0.15924	0.14377
258.7010	0.00343	0.17518	0.18759	0.17596	0.16818	0.17014	0.15933	0.14417
258.7510	0.00339	0.17351	0.18608	0.17465	0.16705	0.16918	0.15882	0.14440
258.8010	0.00341	0.17466	0.18717	0.17566	0.16797	0.17001	0.15955	0.14529
258.8510	0.00342	0.17505	0.18757	0.17596	0.16816	0.17014	0.15975	0.14589
258.9010	0.00339	0.17467	0.18717	0.17548	0.16773	0.16976	0.15951	0.14558
258.9510	0.00339	0.17489	0.18741	0.17566	0.16793	0.16997	0.15967	0.14570
259.0010	0.00341	0.17428	0.18670	0.17513	0.16748	0.16954	0.15922	0.14528
259.0510	0.00340	0.17480	0.18706	0.17537	0.16764	0.16970	0.15933	0.14542
259.1010	0.00341	0.17511	0.18715	0.17537	0.16753	0.16957	0.15913	0.14506
259.1510	0.00343	0.17512	0.18729	0.17559	0.16774	0.16988	0.15936	0.14544
259.2010	0.00342	0.17482	0.18691	0.17520	0.16741	0.16964	0.15923	0.14541
259.2510	0.00344	0.17546	0.18768	0.17595	0.16813	0.17035	0.15985	0.14603
259.3010	0.00346	0.17638	0.18876	0.17704	0.16919	0.17143	0.16071	0.14673
259.3510	0.00349	0.17805	0.19032	0.17849	0.17044	0.17253	0.16150	0.14692
259.4010	0.00349	0.17841	0.19063	0.17870	0.17062	0.17266	0.16164	0.14714
259.4510	0.00345	0.17737	0.18963	0.17758	0.16950	0.17156	0.16093	0.14671
259.5010	0.00349	0.17815	0.19042	0.17839	0.17018	0.17213	0.16117	0.14661
259.5510	0.00345	0.17663	0.18903	0.17718	0.16915	0.17113	0.16025	0.14574
259.6010	0.00345	0.17662	0.18891	0.17699	0.16890	0.17083	0.15991	0.14522
259.6510	0.00344	0.17688	0.18929	0.17741	0.16941	0.17134	0.16034	0.14554
259.7010	0.00344	0.17683	0.18928	0.17743	0.16951	0.17146	0.16047	0.14592
259.7510	0.00346	0.17758	0.18985	0.17784	0.16978	0.17165	0.16068	0.14620
259.8010	0.00349	0.17820	0.19046	0.17843	0.17043	0.17237	0.16116	0.14636
259.8510	0.00347	0.17773	0.19015	0.17812	0.17017	0.17211	0.16104	0.14630
259.9010	0.00347	0.17788	0.19047	0.17838	0.17042	0.17233	0.16124	0.14641
259.9510	0.00350	0.17869	0.19119	0.17907	0.17111	0.17303	0.16168	0.14639
260.0010	0.00350	0.17997	0.19242	0.18013	0.17204	0.17388	0.16236	0.14667
260.0510	0.00351	0.17983	0.19228	0.18008	0.17203	0.17391	0.16236	0.14652
260.1010	0.00352	0.18078	0.19312	0.18062	0.17237	0.17420	0.16271	0.14685
260.1510	0.00353	0.18043	0.19287	0.18055	0.17229	0.17410	0.16244	0.14637
260.2010	0.00351	0.18055	0.19289	0.18052	0.17225	0.17408	0.16260	0.14690
260.2510	0.00353	0.18066	0.19296	0.18061	0.17236	0.17428	0.16275	0.14697
260.3010	0.00351	0.18014	0.19238	0.18005	0.17189	0.17386	0.16238	0.14669
260.3510	0.00353	0.18132	0.19328	0.18068	0.17232	0.17421	0.16263	0.14694
260.4010	0.00353	0.18097	0.19295	0.18044	0.17210	0.17396	0.16228	0.14647
260.4510	0.00353	0.18087	0.19285	0.18034	0.17199	0.17380	0.16197	0.14581
260.5010	0.00351	0.18037	0.19230	0.17972	0.17141	0.17326	0.16156	0.14525
260.5510	0.00346	0.17887	0.19083	0.17841	0.17031	0.17224	0.16086	0.14481
260.6010	0.00349	0.17942	0.19119	0.17864	0.17042	0.17231	0.16080	0.14454
260.6510	0.00350	0.17813	0.19011	0.17793	0.16997	0.17184	0.16021	0.14379
260.7010	0.00352	0.17904	0.19112	0.17882	0.17072	0.17256	0.16083	0.14437
260.7510	0.00356	0.18087	0.19268	0.18015	0.17179	0.17352	0.16148	0.14467
260.8010	0.00352	0.17977	0.19153	0.17906	0.17085	0.17274	0.16102	0.14450
260.8510	0.00354	0.18058	0.19244	0.17990	0.17161	0.17351	0.16170	0.14517
260.9010	0.00355	0.18096	0.19292	0.18034	0.17197	0.17382	0.16197	0.14560
260.9510	0.00356	0.18083	0.19280	0.18032	0.17201	0.17382	0.16179	0.14519
261.0010	0.00355	0.18088	0.19297	0.18049	0.17221	0.17407	0.16214	0.14546
261.0510	0.00353	0.18097	0.19301	0.18039	0.17206	0.17391	0.16201	0.14550
261.1010	0.00353	0.17996	0.19221	0.17997	0.17191	0.17380	0.16177	0.14516
261.1510	0.00353	0.18043	0.19259	0.18024	0.17210	0.17393	0.16178	0.14494
261.2010	0.00348	0.17783	0.18997	0.17796	0.17015	0.17212	0.16031	0.14389
261.2510	0.00350	0.17778	0.18968	0.17764	0.16975	0.17170	0.15992	0.14366
261.3010	0.00346	0.17674	0.18863	0.17662	0.16884	0.17091	0.15944	0.14367
261.3510	0.00344	0.17633	0.18843	0.17654	0.16887	0.17094	0.15952	0.14414
261.4010	0.00343	0.17665	0.18908	0.17716	0.16945	0.17160	0.16032	0.14526
261.4510	0.00345	0.17693	0.18934	0.17749	0.16978	0.17189	0.16041	0.14505
261.5010	0.00347	0.17766	0.19012	0.17811	0.17020	0.17219	0.16059	0.14520
261.5510	0.00345	0.17694	0.18948	0.17756	0.16973	0.17175	0.16022	0.14465
261.6010	0.00344	0.17695	0.18955	0.17759	0.16973	0.17175	0.16028	0.14464
261.6510	0.00345	0.17772	0.19041	0.17830	0.17038	0.17244	0.16088	0.14525
261.7010	0.00344	0.17738	0.18998	0.17784	0.16995	0.17207	0.16066	0.14498
261.7510	0.00341	0.17603	0.18863	0.17660	0.16882	0.17100	0.15989	0.14435
261.8010	0.00342	0.17624	0.18884	0.17685	0.16910	0.17132	0.16021	0.14511
261.8510	0.00342	0.17596	0.18857	0.17673	0.16898	0.17113	0.15994	0.14471
261.9010	0.00343	0.17633	0.18901	0.17714	0.16934	0.17145	0.16020	0.14494
261.9510	0.00342	0.17557	0.18839	0.17666	0.16892	0.17105	0.15988	0.14462
262.0010	0.00341	0.17635	0.18913	0.17728	0.16944	0.17153	0.16028	0.14502
262.0510	0.00343	0.17706	0.18972	0.17784	0.16995	0.17203	0.16069	0.14545
262.1010	0.00343	0.17669	0.18942	0.17765	0.16987	0.17201	0.16067	0.14526
262.1510	0.00345	0.17671	0.18941	0.17766	0.16989	0.17208	0.16061	0.14508
262.2010	0.00343	0.17604	0.18878	0.17718	0.16952	0.17180	0.16049	0.14527
262.2510	0.00344	0.17678	0.18961	0.17787	0.17016	0.17244	0.16090	0.14530
262.3010	0.00344	0.17710	0.18994	0.17813	0.17031	0.17257	0.16106	0.14553
262.3510	0.00344	0.17754	0.19055	0.17865	0.17076	0.17301	0.16162	0.14635
262.4010	0.00344	0.17811	0.19144	0.17932	0.17127	0.17346	0.16212	0.14690
262.4510	0.00342	0.17744	0.19072	0.17850	0.17040	0.17261	0.16141	0.14615
262.5010	0.00341	0.17802	0.19146	0.17908	0.17097	0.17316	0.16182	0.14623
262.5510	0.00344	0.17815	0.19134	0.17891	0.17072	0.17292	0.16151	0.14551
262.6010	0.00344	0.17807	0.19132	0.17894	0.17090	0.17319	0.16183	0.14607
262.6510	0.00346	0.18001	0.19319	0.18054	0.17232	0.17453	0.16302	0.14716
262.7010	0.00346	0.17990	0.19307	0.18043	0.17224	0.17446	0.16297	0.14742
262.7510	0.00348	0.18030	0.19330	0.18059	0.17232	0.17453	0.16298	0.14715
262.8010	0.00348	0.18012	0.19305	0.18033	0.17204	0.17427	0.16281	0.14718
262.8510	0.00351	0.18206	0.19479	0.18171	0.17310	0.17522	0.16355	0.14746
262.9010	0.00347	0.18031	0.19320	0.18023	0.17183	0.17404	0.16271	0.14723
262.9510	0.00345	0.18038	0.19338	0.18037	0.17201	0.17411	0.16281	0.14760
263.0010	0.00347	0.18019	0.19308	0.18013	0.17174	0.17379	0.16237	0.14701
263.0510	0.00350	0.18055	0.19334	0.18047	0.17200	0.17394	0.16228	0.14661
263.1010	0.00352	0.18032	0.19303	0.18023	0.17178	0.17369	0.16201	0.14634
263.1510	0.00353	0.18127	0.19386	0.18093	0.17234	0.17414	0.16244	0.14674
263.2010	0.00353	0.18089	0.19338	0.18053	0.17200	0.17384	0.16212	0.14637
263.2510	0.00350	0.17960	0.19202	0.17930	0.17083	0.17270	0.16115	0.14538
263.3010	0.00349	0.17998	0.19217	0.17926	0.17069	0.17259	0.16111	0.14498
263.3510	0.00352	0.18240	0.19454	0.18111	0.17211	0.17384	0.16207	0.14560
263.4010	0.00351	0.18189	0.19415	0.18085	0.17197	0.17378	0.16195	0.14525
263.4510	0.00349	0.18085	0.19304	0.17982	0.17101	0.17287	0.16129	0.14476
263.5010	0.00349	0.18011	0.19235	0.17936	0.17067	0.17254	0.16091	0.14429
263.5510	0.00348	0.18002	0.19216	0.17909	0.17034	0.17222	0.16067	0.14389
263.6010	0.00347	0.17975	0.19192	0.17894	0.17033	0.17231	0.16063	0.14341
263.6510	0.00349	0.18010	0.19222	0.17923	0.17058	0.17254	0.16075	0.14329
263.7010	0.00349	0.17897	0.19138	0.17880	0.17037	0.17241	0.16050	0.14296
263.7510	0.00353	0.18066	0.19285	0.18013	0.17150	0.17347	0.16135	0.14353
263.8010	0.00352	0.17989	0.19212	0.17961	0.17119	0.17326	0.16121	0.14343
263.8510	0.00353	0.18078	0.19299	0.18037	0.17178	0.17380	0.16168	0.14394
263.9010	0.00351	0.18058	0.19294	0.18036	0.17188	0.17398	0.16204	0.14452
263.9510	0.00351	0.18134	0.19361	0.18085	0.17224	0.17428	0.16245	0.14497
264.0010	0.00352	0.18178	0.19386	0.18101	0.17236	0.17439	0.16253	0.14503
264.0510	0.00353	0.18154	0.19356	0.18077	0.17217	0.17420	0.16223	0.14445
264.1010	0.00352	0.18079	0.19269	0.17999	0.17144	0.17352	0.16179	0.14405
264.1510	0.00353	0.18108	0.19283	0.18006	0.17144	0.17349	0.16190	0.14433
264.2010	0.00352	0.18099	0.19293	0.18011	0.17146	0.17353	0.16202	0.14445
264.2510	0.00354	0.18052	0.19248	0.17978	0.17117	0.17323	0.16160	0.14388
264.3010	0.00352	0.17966	0.19160	0.17889	0.17039	0.17247	0.16109	0.14344
264.3510	0.00350	0.17972	0.19194	0.17920	0.17075	0.17299	0.16189	0.14491
264.4010	0.00348	0.17917	0.19130	0.17857	0.17011	0.17236	0.16129	0.14418
264.4510	0.00350	0.17826	0.19032	0.17787	0.16956	0.17182	0.16060	0.14349
264.5010	0.00347	0.17735	0.18941	0.17706	0.16887	0.17117	0.15995	0.14274
264.5510	0.00348	0.17969	0.19148	0.17862	0.17019	0.17252	0.16132	0.14407
