Epoch	GAN	Discriminative
95.9010	0.95859	1.52606
95.9510	0.96024	1.56555
96.0010	0.97920	1.61927
96.0510	0.97903	1.56431
96.1010	0.88028	1.71753
96.1510	0.92100	1.67026
96.2010	0.90998	1.61836
96.2510	0.87092	1.67380
96.3010	0.95457	1.57143
96.3510	0.99845	1.49722
96.4010	0.98343	1.52898
96.4510	1.00007	1.57103
96.5010	1.00938	1.58499
96.5510	0.98799	1.59294
96.6010	0.92294	1.61487
96.6510	0.97731	1.52177
96.7010	0.93927	1.59808
96.7510	0.96085	1.54291
96.8010	0.97915	1.51300
96.8510	0.97336	1.51201
96.9010	0.89942	1.58926
96.9510	0.89140	1.69520
97.0010	0.88356	1.64885
97.0510	0.86281	1.66744
97.1010	0.82672	1.69487
97.1510	0.86384	1.63719
97.2010	0.84264	1.73068
97.2510	0.86629	1.67615
97.3010	0.89059	1.58863
97.3510	0.89587	1.59278
97.4010	0.89967	1.64116
97.4510	0.96967	1.55851
97.5010	0.99160	1.55687
97.5510	0.99353	1.59476
97.6010	0.96216	1.57735
97.6510	0.98653	1.58032
97.7010	0.99034	1.58380
97.7510	1.02387	1.53023
97.8010	0.95926	1.56437
97.8510	0.94954	1.57070
97.9010	0.89546	1.66779
97.9510	0.95457	1.64336
98.0010	0.98763	1.65317
98.0510	0.90841	1.69143
98.1010	0.94217	1.60157
98.1510	0.93452	1.56127
98.2010	0.88830	1.69339
98.2510	0.90225	1.65022
98.3010	0.93541	1.67407
98.3510	0.97925	1.57585
98.4010	0.92057	1.66975
98.4510	0.92505	1.63715
98.5010	0.88717	1.66821
98.5510	0.88792	1.69205
98.6010	0.95559	1.56976
98.6510	0.97394	1.53735
98.7010	0.96497	1.57247
98.7510	0.98418	1.53310
98.8010	0.95721	1.56703
98.8510	0.88253	1.67685
98.9010	0.93559	1.58444
98.9510	0.93913	1.64329
99.0010	0.89901	1.69048
99.0510	0.89146	1.69725
99.1010	0.94595	1.58179
99.1510	0.94904	1.53174
99.2010	0.92377	1.53011
99.2510	0.92190	1.55329
99.3010	0.92782	1.58553
99.3510	0.96527	1.49694
99.4010	0.92361	1.59135
99.4510	0.93600	1.59199
99.5010	0.97284	1.59270
99.5510	1.02563	1.45513
99.6010	0.99850	1.57449
99.6510	0.91397	1.64436
99.7010	0.91983	1.63301
99.7510	0.89486	1.64113
99.8010	0.90759	1.63102
99.8510	0.97919	1.54890
99.9010	0.96032	1.60600
99.9510	0.92219	1.65007
100.0010	0.94340	1.66985
100.0510	0.91701	1.66922
100.1010	0.93303	1.64514
100.1510	0.96957	1.58960
100.2010	0.96184	1.64035
100.2510	1.03285	1.56323
100.3010	1.05068	1.49297
100.3510	0.98140	1.60997
100.4010	0.89121	1.68305
100.4510	0.95044	1.62554
100.5010	0.91351	1.60338
100.5510	0.91925	1.56718
100.6010	0.97834	1.54318
100.6510	1.06521	1.46955
100.7010	0.99599	1.53483
100.7510	0.97294	1.53217
100.8010	0.93247	1.58761
100.8510	0.94442	1.56529
100.9010	0.93767	1.55509
100.9510	0.94534	1.56733
101.0010	0.94758	1.54355
101.0510	0.98625	1.52405
101.1010	0.96388	1.58175
101.1510	0.95654	1.61731
101.2010	0.95002	1.65933
101.2510	0.98144	1.49593
101.3010	0.98927	1.53094
101.3510	1.02036	1.46549
101.4010	0.97618	1.56935
101.4510	0.93582	1.54988
101.5010	0.97315	1.49671
101.5510	0.90081	1.66081
101.6010	0.91156	1.63682
101.6510	0.94761	1.54213
101.7010	0.93312	1.58325
101.7510	0.93541	1.60265
101.8010	0.92572	1.59979
101.8510	0.94713	1.49869
101.9010	0.93149	1.50741
101.9510	0.91430	1.55098
102.0010	0.93400	1.67231
102.0510	0.98755	1.55127
102.1010	0.97842	1.54712
102.1510	0.94795	1.66126
102.2010	0.93675	1.64589
102.2510	0.94916	1.57372
102.3010	0.95836	1.52922
102.3510	0.99434	1.44784
102.4010	1.02919	1.51366
102.4510	0.98287	1.57272
102.5010	0.96632	1.58718
102.5510	0.94303	1.58167
102.6010	0.98018	1.56276
102.6510	0.96680	1.53934
102.7010	0.96034	1.53284
102.7510	0.99953	1.57964
102.8010	1.02532	1.46833
102.8510	1.04676	1.55187
102.9010	1.02247	1.48507
102.9510	1.00457	1.48739
103.0010	0.98400	1.56742
103.0510	1.01099	1.51277
103.1010	0.99118	1.51447
103.1510	0.97437	1.54569
103.2010	1.00363	1.48405
103.2510	1.01485	1.47967
103.3010	0.91240	1.59471
103.3510	0.92225	1.55782
103.4010	0.95011	1.61119
103.4510	0.93581	1.67900
103.5010	0.94330	1.55325
103.5510	0.92065	1.55710
103.6010	1.02030	1.53293
103.6510	1.01126	1.51577
103.7010	0.99500	1.46353
103.7510	0.96120	1.49352
103.8010	0.94951	1.54056
103.8510	0.97098	1.51383
103.9010	0.98629	1.51882
103.9510	0.95106	1.60674
104.0010	0.97160	1.53542
104.0510	0.98157	1.46574
104.1010	0.94934	1.46644
104.1510	0.95520	1.44499
104.2010	0.90862	1.66448
104.2510	0.90801	1.60591
104.3010	0.87692	1.68593
104.3510	0.91015	1.58845
104.4010	0.90066	1.63414
104.4510	0.88049	1.57084
104.5010	0.93350	1.66401
104.5510	0.96911	1.59610
104.6010	0.97360	1.49019
104.6510	0.97975	1.54390
104.7010	0.94991	1.60484
104.7510	0.92055	1.59062
104.8010	0.95522	1.60032
104.8510	0.97657	1.44793
104.9010	0.99347	1.49596
104.9510	0.96356	1.56650
105.0010	1.00865	1.52965
105.0510	0.98337	1.51080
105.1010	0.98140	1.53754
105.1510	1.02845	1.45372
105.2010	1.02601	1.44528
105.2510	0.98585	1.48884
105.3010	0.96113	1.52225
105.3510	1.00126	1.45027
105.4010	1.02457	1.39435
105.4510	1.00408	1.41944
105.5010	0.97792	1.59934
105.5510	0.97222	1.57007
105.6010	0.98879	1.51653
105.6510	0.94971	1.54058
105.7010	0.94611	1.53159
105.7510	0.99241	1.56938
105.8010	0.95079	1.60665
105.8510	1.02953	1.53358
105.9010	1.04171	1.54252
105.9510	1.03461	1.48331
106.0010	1.04530	1.47234
106.0510	0.99859	1.48960
106.1010	0.94602	1.55035
106.1510	0.92009	1.56567
106.2010	0.89711	1.60496
106.2510	0.92725	1.54523
106.3010	0.98566	1.43857
106.3510	1.00109	1.48522
106.4010	0.97417	1.48468
106.4510	0.99808	1.48154
106.5010	0.93554	1.59141
106.5510	0.91941	1.62824
106.6010	0.90002	1.58445
106.6510	0.93632	1.58033
106.7010	0.88693	1.70074
106.7510	0.93911	1.64778
106.8010	0.95629	1.54051
106.8510	0.99173	1.60908
106.9010	0.91852	1.61951
106.9510	0.94787	1.57322
107.0010	0.92623	1.64549
107.0510	0.94219	1.70753
107.1010	0.95158	1.57860
107.1510	0.92294	1.60005
107.2010	0.86040	1.68591
107.2510	0.97201	1.57744
107.3010	0.98666	1.60591
107.3510	0.95650	1.57158
107.4010	0.97487	1.54930
107.4510	1.00732	1.45145
107.5010	0.97039	1.51766
107.5510	0.98217	1.57873
107.6010	0.97446	1.58079
107.6510	0.96150	1.56193
107.7010	0.90043	1.60864
107.7510	0.97680	1.54494
107.8010	1.06205	1.46768
107.8510	1.08365	1.42609
107.9010	1.01697	1.47799
107.9510	0.96767	1.59301
108.0010	0.95898	1.62360
108.0510	0.96763	1.48572
108.1010	0.98847	1.49430
108.1510	0.95280	1.57037
108.2010	0.98385	1.47003
108.2510	0.96624	1.41856
108.3010	0.99048	1.47168
108.3510	0.92815	1.55686
108.4010	0.89186	1.64204
108.4510	0.87171	1.72496
108.5010	0.89667	1.68008
108.5510	0.87648	1.65582
108.6010	0.94810	1.51738
108.6510	0.95898	1.47612
108.7010	0.90373	1.59166
108.7510	0.97269	1.43890
108.8010	0.99720	1.46040
108.8510	1.02842	1.44316
108.9010	0.97882	1.45201
108.9510	1.00092	1.51704
109.0010	1.00259	1.47695
109.0510	0.96513	1.53673
109.1010	0.97337	1.55031
109.1510	0.97370	1.55869
109.2010	0.95009	1.57148
109.2510	0.95298	1.59672
109.3010	0.95181	1.62113
109.3510	0.93176	1.59717
109.4010	0.93799	1.53005
109.4510	0.92550	1.54756
109.5010	0.98417	1.52963
109.5510	1.01736	1.47497
109.6010	1.04999	1.48345
109.6510	1.05644	1.51490
109.7010	1.00933	1.55131
109.7510	1.06312	1.48062
109.8010	1.05943	1.46462
109.8510	1.03891	1.47403
109.9010	0.93770	1.66182
109.9510	1.01384	1.55143
110.0010	1.02939	1.58938
110.0510	1.00723	1.57240
110.1010	0.98646	1.53900
110.1510	0.96334	1.62695
110.2010	0.98320	1.58865
110.2510	0.92488	1.62354
110.3010	0.94674	1.55177
110.3510	0.94341	1.60659
110.4010	0.99015	1.52448
110.4510	0.99880	1.46650
110.5010	1.01935	1.48513
110.5510	1.06795	1.45239
110.6010	1.00152	1.51788
110.6510	0.97848	1.48742
110.7010	0.98302	1.55002
110.7510	0.94974	1.60512
110.8010	0.96615	1.51716
110.8510	0.98124	1.50337
110.9010	0.96990	1.56602
110.9510	0.94793	1.57972
111.0010	0.94035	1.55863
111.0510	0.94908	1.60709
111.1010	0.97516	1.53534
111.1510	0.95169	1.55461
111.2010	0.99772	1.47824
111.2510	1.05428	1.44653
111.3010	1.05339	1.46481
111.3510	1.02801	1.52127
111.4010	0.96801	1.54485
111.4510	0.99269	1.49057
111.5010	0.96108	1.55257
111.5510	0.94713	1.57142
111.6010	0.89732	1.67272
111.6510	0.90878	1.66288
111.7010	0.88546	1.67700
111.7510	0.85091	1.70190
111.8010	0.86986	1.69893
111.8510	0.88858	1.59919
111.9010	0.92069	1.56096
111.9510	0.94382	1.53325
112.0010	0.95726	1.52417
112.0510	0.93908	1.52640
112.1010	0.92056	1.60832
112.1510	0.96647	1.55864
112.2010	1.02895	1.52578
112.2510	1.00193	1.51071
112.3010	0.96186	1.58958
112.3510	0.97892	1.57557
112.4010	0.97859	1.52723
112.4510	0.93833	1.54126
112.5010	0.95681	1.53367
112.5510	0.95507	1.52593
112.6010	0.93548	1.57135
112.6510	0.92298	1.58547
112.7010	0.96201	1.54316
112.7510	0.95498	1.48485
112.8010	0.93166	1.59724
112.8510	0.96165	1.64453
112.9010	0.93080	1.59144
112.9510	0.98565	1.54740
113.0010	0.96386	1.59208
113.0510	0.95910	1.52045
113.1010	1.00348	1.47506
113.1510	1.03262	1.42261
113.2010	1.00591	1.50465
113.2510	0.97868	1.52758
113.3010	0.95876	1.61843
113.3510	0.99015	1.55943
113.4010	0.97970	1.55306
113.4510	0.96025	1.51664
113.5010	0.92922	1.60855
113.5510	0.93924	1.55072
113.6010	0.97634	1.55187
113.6510	0.97173	1.53237
113.7010	0.94972	1.55081
113.7510	0.94883	1.48343
113.8010	0.94199	1.56946
113.8510	0.98182	1.57306
113.9010	1.00636	1.51610
113.9510	1.02586	1.40093
114.0010	1.06898	1.37533
114.0510	1.01989	1.45995
114.1010	0.94141	1.50257
114.1510	0.96159	1.52404
114.2010	0.94615	1.51339
114.2510	0.93246	1.48981
114.3010	0.99793	1.46635
114.3510	0.87061	1.67522
114.4010	0.88586	1.68126
114.4510	0.94931	1.67880
114.5010	0.98398	1.63834
114.5510	1.00855	1.56028
114.6010	0.94248	1.61527
114.6510	0.91062	1.61016
114.7010	0.99811	1.52843
114.7510	1.02458	1.46497
114.8010	0.99855	1.52931
114.8510	1.03196	1.49382
114.9010	1.04149	1.46869
114.9510	1.04270	1.44770
115.0010	1.01599	1.48927
115.0510	1.00660	1.51941
115.1010	0.95549	1.65283
115.1510	1.02754	1.54963
115.2010	1.00324	1.59661
115.2510	0.97102	1.55613
115.3010	0.96056	1.53645
115.3510	0.99777	1.56593
115.4010	1.00685	1.47705
115.4510	1.00517	1.45201
115.5010	1.02313	1.47157
115.5510	1.03060	1.42436
115.6010	1.03909	1.41815
115.6510	1.03528	1.44510
115.7010	1.02492	1.46753
115.7510	0.99281	1.49735
115.8010	0.95569	1.51904
115.8510	0.93579	1.57133
115.9010	0.94102	1.53538
115.9510	0.92370	1.52226
116.0010	0.94284	1.56490
116.0510	0.98880	1.53564
116.1010	0.94348	1.63342
116.1510	0.90153	1.70051
116.2010	0.96464	1.62165
116.2510	1.00015	1.58719
116.3010	0.99630	1.57486
116.3510	1.07197	1.41937
116.4010	1.05663	1.44393
116.4510	1.06396	1.46531
116.5010	1.00596	1.52560
116.5510	1.03486	1.46818
116.6010	1.00473	1.47875
116.6510	0.95845	1.52453
116.7010	0.93912	1.58000
116.7510	0.95538	1.46016
116.8010	0.97578	1.47580
116.8510	0.95673	1.47533
116.9010	0.98771	1.44923
116.9510	0.93011	1.50943
117.0010	0.89932	1.57412
117.0510	0.90280	1.55950
117.1010	0.93023	1.51702
117.1510	0.94499	1.57509
117.2010	0.94441	1.54974
117.2510	0.92156	1.56158
117.3010	0.93909	1.65303
117.3510	0.98598	1.52918
117.4010	0.95653	1.56279
117.4510	0.90206	1.59912
117.5010	0.93993	1.53411
117.5510	0.96018	1.51656
117.6010	0.99574	1.50790
117.6510	0.99632	1.48995
117.7010	0.98948	1.49053
117.7510	1.03832	1.50422
117.8010	0.98559	1.47318
117.8510	1.02191	1.45825
117.9010	0.96397	1.49057
117.9510	0.96137	1.46602
118.0010	1.01632	1.52814
118.0510	0.97892	1.49155
118.1010	0.93196	1.52778
118.1510	0.88841	1.63822
118.2010	0.91324	1.58168
118.2510	1.00741	1.56240
118.3010	0.97587	1.49788
118.3510	1.03263	1.53126
118.4010	1.01479	1.59879
118.4510	0.99635	1.54540
118.5010	0.96708	1.56627
118.5510	0.98541	1.53473
118.6010	0.94144	1.54433
118.6510	0.94355	1.58710
118.7010	0.91498	1.58376
118.7510	0.93717	1.57796
118.8010	0.96988	1.48563
118.8510	1.03135	1.45755
118.9010	1.01887	1.55863
118.9510	0.98416	1.55049
119.0010	0.97002	1.49834
119.0510	0.95858	1.50113
119.1010	0.95142	1.42954
119.1510	0.95244	1.45529
119.2010	0.99548	1.49766
119.2510	1.00751	1.50151
119.3010	1.00713	1.40752
119.3510	1.05396	1.47276
119.4010	1.02813	1.51673
119.4510	1.02293	1.52593
119.5010	1.00542	1.49943
119.5510	1.01001	1.49933
119.6010	1.00496	1.46221
119.6510	1.02675	1.40156
119.7010	1.04545	1.44192
119.7510	1.02645	1.50682
119.8010	1.03295	1.48965
119.8510	1.01639	1.41306
119.9010	1.02039	1.48593
119.9510	1.00837	1.53449
120.0010	0.97865	1.53775
120.0510	0.95922	1.49594
120.1010	0.97335	1.45780
120.1510	0.96948	1.51631
120.2010	1.00802	1.46882
120.2510	0.97313	1.51023
120.3010	0.94395	1.54360
120.3510	0.93127	1.54884
120.4010	0.95996	1.53537
120.4510	1.00991	1.42013
120.5010	1.02270	1.38680
120.5510	1.02443	1.37600
120.6010	0.93352	1.50574
120.6510	0.94217	1.56750
120.7010	0.97821	1.45407
120.7510	0.97381	1.39985
120.8010	1.00787	1.40263
120.8510	1.03185	1.37908
120.9010	1.00802	1.35708
120.9510	0.98919	1.44642
121.0010	1.04052	1.37304
121.0510	0.96212	1.53233
121.1010	1.01917	1.46108
121.1510	0.97742	1.53189
121.2010	0.98680	1.44477
121.2510	1.00335	1.41251
121.3010	0.95767	1.43537
121.3510	0.93522	1.49242
121.4010	0.96719	1.50201
121.4510	0.92171	1.58535
121.5010	0.92079	1.61213
121.5510	0.96039	1.55874
121.6010	0.94500	1.56970
121.6510	1.01883	1.47678
121.7010	1.01242	1.48283
121.7510	1.00852	1.44345
121.8010	1.02733	1.32831
121.8510	0.96787	1.37148
121.9010	0.99587	1.39530
121.9510	0.93004	1.50859
122.0010	1.00344	1.45452
122.0510	1.04200	1.45500
122.1010	1.03664	1.42593
122.1510	1.06395	1.32012
122.2010	1.04078	1.40323
122.2510	1.02040	1.39381
122.3010	1.05653	1.40519
122.3510	0.99332	1.44208
122.4010	0.99134	1.42243
122.4510	0.97157	1.44946
122.5010	0.94091	1.50433
122.5510	0.90275	1.52630
122.6010	0.94595	1.46349
122.6510	0.97486	1.38950
122.7010	0.99115	1.43928
122.7510	0.99367	1.49721
122.8010	1.03274	1.42449
122.8510	1.03807	1.42110
122.9010	1.06099	1.39795
122.9510	1.07798	1.42642
123.0010	1.07143	1.38852
123.0510	0.99021	1.47878
123.1010	0.96666	1.52533
123.1510	1.01798	1.47769
123.2010	0.95997	1.59918
123.2510	0.91269	1.57930
123.3010	0.98633	1.51986
123.3510	0.96900	1.48408
123.4010	1.02942	1.47958
123.4510	1.00793	1.48843
123.5010	1.01369	1.45101
123.5510	1.05827	1.40795
123.6010	1.05547	1.34809
123.6510	1.03420	1.44778
123.7010	1.02588	1.48711
123.7510	1.06641	1.40906
123.8010	0.99401	1.44487
123.8510	0.99556	1.42548
123.9010	1.02761	1.42455
123.9510	1.06396	1.47597
124.0010	1.07505	1.42419
124.0510	1.05890	1.43842
124.1010	1.04604	1.44078
124.1510	1.02319	1.46505
124.2010	1.05317	1.43150
124.2510	1.01776	1.50853
124.3010	1.01875	1.43332
124.3510	1.06058	1.44702
124.4010	1.01539	1.45410
124.4510	1.00062	1.47303
124.5010	1.01547	1.52335
124.5510	1.02701	1.48384
124.6010	1.00812	1.52132
124.6510	0.99919	1.48935
124.7010	1.01296	1.52798
124.7510	0.97659	1.57393
124.8010	0.98849	1.47137
124.8510	0.97369	1.41880
124.9010	0.99664	1.38494
124.9510	0.96338	1.37191
125.0010	0.93130	1.42219
125.0510	0.91123	1.48232
125.1010	0.92997	1.50340
125.1510	0.96876	1.43098
125.2010	0.99533	1.45287
125.2510	1.06094	1.38189
125.3010	1.03199	1.42193
125.3510	1.04209	1.39421
125.4010	1.06241	1.39561
125.4510	1.05717	1.42196
125.5010	1.03485	1.45662
125.5510	1.05102	1.41602
125.6010	1.01888	1.45268
125.6510	0.93771	1.53121
125.7010	0.98286	1.47555
125.7510	0.99406	1.57930
125.8010	1.01545	1.43611
125.8510	1.02593	1.46068
125.9010	1.05116	1.45333
125.9510	1.02642	1.50762
126.0010	1.03646	1.44140
126.0510	1.02550	1.42049
126.1010	1.00134	1.42902
126.1510	0.97325	1.45536
126.2010	0.95365	1.41021
126.2510	0.96501	1.42287
126.3010	0.95372	1.45487
126.3510	0.96477	1.51703
126.4010	0.96847	1.57742
126.4510	0.96673	1.55520
126.5010	0.99761	1.46467
126.5510	0.98225	1.50750
126.6010	1.00600	1.48669
126.6510	0.99564	1.45672
126.7010	0.93589	1.46020
126.7510	0.94966	1.49298
126.8010	0.97125	1.47128
126.8510	1.00669	1.42200
126.9010	1.02459	1.37645
126.9510	0.96046	1.42428
127.0010	0.95798	1.43004
127.0510	0.95217	1.45596
127.1010	0.88044	1.57509
127.1510	1.00263	1.54962
127.2010	0.99289	1.48332
127.2510	0.95835	1.45829
127.3010	0.99912	1.52107
127.3510	1.03993	1.46659
127.4010	1.00746	1.45665
127.4510	0.99219	1.53665
127.5010	1.00188	1.57776
127.5510	0.99669	1.56295
127.6010	0.93149	1.57250
127.6510	0.94612	1.60056
127.7010	0.96200	1.54124
127.7510	0.98004	1.51376
127.8010	0.98006	1.47182
127.8510	0.95271	1.52473
127.9010	0.94189	1.50869
127.9510	0.94507	1.51520
128.0010	0.97425	1.47568
128.0510	0.99518	1.47383
128.1010	0.98408	1.43631
128.1510	0.95304	1.45857
128.2010	0.98269	1.40510
128.2510	1.00633	1.40981
128.3010	1.03092	1.47461
128.3510	1.00167	1.50679
128.4010	0.99370	1.49893
128.4510	1.01994	1.36055
128.5010	0.99377	1.45113
128.5510	0.99521	1.47834
128.6010	1.01726	1.46428
128.6510	1.00160	1.42901
128.7010	0.98292	1.47977
128.7510	0.96623	1.54611
128.8010	0.92372	1.58841
128.8510	0.93394	1.54505
128.9010	0.96515	1.54094
128.9510	0.96518	1.56764
129.0010	0.99205	1.46732
129.0510	1.02651	1.47568
129.1010	0.99065	1.51378
129.1510	0.96827	1.47602
129.2010	1.03989	1.47460
129.2510	0.97964	1.45676
129.3010	0.99228	1.40878
129.3510	0.96772	1.51069
129.4010	1.00115	1.46445
129.4510	1.00292	1.43540
129.5010	1.03274	1.44973
129.5510	0.99580	1.53805
129.6010	1.02642	1.52827
129.6510	1.01288	1.45904
129.7010	1.02305	1.44462
129.7510	1.03450	1.44195
129.8010	1.04014	1.36407
129.8510	1.01287	1.45130
129.9010	0.98596	1.47167
129.9510	1.02635	1.46159
130.0010	0.98970	1.45177
130.0510	1.00339	1.45855
130.1010	1.03184	1.45115
130.1510	0.97723	1.50013
130.2010	0.97116	1.48092
130.2510	1.04271	1.40367
130.3010	1.03697	1.38904
130.3510	1.02316	1.42139
130.4010	1.02344	1.31775
130.4510	1.05788	1.36093
130.5010	1.00686	1.46075
130.5510	0.99144	1.43828
130.6010	1.02880	1.39091
130.6510	0.97208	1.51411
130.7010	1.00822	1.43898
130.7510	1.09827	1.38479
130.8010	1.05781	1.47896
130.8510	1.02046	1.50078
130.9010	1.01345	1.49048
130.9510	1.00360	1.50473
131.0010	0.94474	1.56797
131.0510	0.97521	1.50031
131.1010	0.99189	1.51596
131.1510	0.98856	1.55642
131.2010	1.04532	1.55170
131.2510	1.05607	1.54517
131.3010	1.04640	1.48265
131.3510	1.00105	1.46344
131.4010	1.03604	1.43376
131.4510	0.99970	1.45309
131.5010	0.96956	1.48075
131.5510	0.97157	1.44009
131.6010	0.98713	1.50346
131.6510	0.99641	1.50584
131.7010	1.03605	1.47543
131.7510	1.00937	1.57029
131.8010	1.02183	1.45408
131.8510	0.99974	1.53105
131.9010	0.98858	1.48419
131.9510	1.00482	1.49633
132.0010	1.00487	1.50780
132.0510	1.00568	1.50412
132.1010	1.00870	1.49403
132.1510	1.00379	1.49326
132.2010	1.01092	1.47932
132.2510	1.00742	1.48273
132.3010	1.00913	1.48378
132.3510	1.00592	1.48579
132.4010	1.00321	1.47991
132.4510	1.00903	1.46934
132.5010	1.00729	1.46881
132.5510	1.00906	1.46365
132.6010	1.00947	1.46647
132.6510	1.01281	1.45231
132.7010	1.01054	1.45224
132.7510	1.01126	1.44986
132.8010	1.00703	1.44988
132.8510	1.01022	1.44609
132.9010	1.00622	1.46174
132.9510	1.01226	1.45463
133.0010	1.01111	1.45315
133.0510	1.00142	1.47156
133.1010	1.00555	1.46149
133.1510	1.00831	1.45801
133.2010	1.00836	1.46197
133.2510	1.01086	1.45843
133.3010	1.01544	1.45407
133.3510	1.01728	1.44358
133.4010	1.01704	1.43786
133.4510	1.01782	1.44070
133.5010	1.01523	1.44329
133.5510	1.02206	1.43368
133.6010	1.02075	1.42468
133.6510	1.01689	1.42116
133.7010	1.00872	1.43228
133.7510	1.01598	1.43223
133.8010	1.01954	1.43569
133.8510	1.00931	1.44329
133.9010	1.00528	1.44417
133.9510	1.00832	1.44291
134.0010	1.01406	1.43926
134.0510	1.01194	1.43681
134.1010	1.01280	1.43508
134.1510	1.01134	1.43536
134.2010	1.00705	1.43951
134.2510	1.00792	1.44270
134.3010	1.00796	1.44562
134.3510	1.00395	1.44588
134.4010	1.01061	1.44586
134.4510	1.01051	1.44580
134.5010	1.00909	1.44633
134.5510	1.01084	1.43730
134.6010	1.01027	1.44400
134.6510	1.01260	1.43956
134.7010	1.01955	1.43805
134.7510	1.01677	1.43368
134.8010	1.01484	1.43167
134.8510	1.01520	1.43294
134.9010	1.02152	1.42697
134.9510	1.01860	1.42934
135.0010	1.01604	1.42628
135.0510	1.01397	1.43449
135.1010	1.01845	1.42965
135.1510	1.01949	1.42624
135.2010	1.01863	1.42631
135.2510	1.01307	1.43044
135.3010	1.01593	1.42903
135.3510	1.01627	1.43113
135.4010	1.01957	1.42809
135.4510	1.02491	1.42486
135.5010	1.02222	1.42385
135.5510	1.02073	1.42901
135.6010	1.02247	1.43008
135.6510	1.01645	1.43530
135.7010	1.01503	1.43364
135.7510	1.02175	1.42908
135.8010	1.01282	1.43707
135.8510	1.02007	1.43663
135.9010	1.02271	1.43371
135.9510	1.01589	1.44144
136.0010	1.01719	1.43789
136.0510	1.01796	1.43372
136.1010	1.01966	1.43058
136.1510	1.02205	1.43447
136.2010	1.02596	1.43435
136.2510	1.02389	1.44036
136.3010	1.02471	1.44155
136.3510	1.02042	1.43878
136.4010	1.02593	1.43782
136.4510	1.02981	1.44193
136.5010	1.02764	1.44129
136.5510	1.02371	1.44908
136.6010	1.02463	1.44638
136.6510	1.02339	1.44288
136.7010	1.02708	1.43672
136.7510	1.02544	1.43409
136.8010	1.02715	1.42868
136.8510	1.02752	1.42590
136.9010	1.02445	1.42961
136.9510	1.02380	1.43007
137.0010	1.02324	1.42716
137.0510	1.02482	1.42602
137.1010	1.02884	1.42299
137.1510	1.02938	1.42477
137.2010	1.02734	1.41850
137.2510	1.03007	1.42198
137.3010	1.03655	1.41731
137.3510	1.03488	1.42119
137.4010	1.03326	1.42682
137.4510	1.03507	1.44203
137.5010	1.03835	1.44281
137.5510	1.02604	1.45256
137.6010	1.02384	1.45646
137.6510	1.02609	1.46086
137.7010	1.01580	1.47724
137.7510	1.01325	1.47838
137.8010	1.01243	1.48397
137.8510	1.01564	1.48467
137.9010	1.01764	1.47505
137.9510	1.01785	1.47821
138.0010	1.01464	1.48390
138.0510	1.01849	1.47668
138.1010	1.01547	1.46895
138.1510	1.01427	1.47258
138.2010	1.00985	1.48222
138.2510	1.00696	1.48542
138.3010	1.00519	1.48501
138.3510	1.00252	1.48378
138.4010	1.00254	1.47956
138.4510	1.00673	1.47260
138.5010	1.00871	1.47466
138.5510	1.00940	1.47084
138.6010	1.00210	1.47793
138.6510	0.99897	1.47860
138.7010	0.99941	1.47681
138.7510	1.00426	1.47766
138.8010	1.00602	1.47559
138.8510	1.01029	1.46866
138.9010	1.01105	1.46693
138.9510	1.01761	1.46166
139.0010	1.01596	1.45744
139.0510	1.01574	1.45978
139.1010	1.00600	1.47092
139.1510	1.00531	1.45991
139.2010	1.00061	1.46079
139.2510	1.00134	1.45567
139.3010	1.00366	1.45790
139.3510	1.00177	1.46962
139.4010	1.00467	1.46371
139.4510	1.00305	1.46392
139.5010	1.00542	1.45243
139.5510	1.00256	1.46008
139.6010	1.00683	1.45092
139.6510	1.01225	1.45001
139.7010	1.00806	1.45371
139.7510	1.00961	1.44533
139.8010	1.00880	1.45502
139.8510	1.01104	1.45860
139.9010	1.00545	1.46411
139.9510	1.00856	1.46173
140.0010	1.00862	1.46262
140.0510	1.00514	1.46791
140.1010	1.00853	1.46482
140.1510	1.00448	1.47373
140.2010	0.99921	1.47418
140.2510	0.99393	1.47048
140.3010	0.99503	1.47349
140.3510	0.99549	1.47016
140.4010	0.99770	1.47190
140.4510	0.99413	1.47079
140.5010	0.98467	1.47608
140.5510	0.99085	1.48229
140.6010	0.99170	1.47548
140.6510	0.99045	1.47834
140.7010	0.99217	1.47004
140.7510	0.98906	1.46700
140.8010	0.99399	1.46147
140.8510	0.99523	1.46084
140.9010	0.99519	1.46634
140.9510	0.99998	1.46664
141.0010	0.99418	1.47128
141.0510	0.99263	1.46709
141.1010	0.99622	1.46489
141.1510	1.00386	1.46923
141.2010	1.00445	1.47130
141.2510	1.00226	1.46985
141.3010	0.99915	1.47371
141.3510	0.99353	1.47739
141.4010	0.99988	1.46995
141.4510	0.99992	1.47199
141.5010	0.99842	1.46617
141.5510	1.00069	1.47988
141.6010	0.99691	1.48305
141.6510	0.99619	1.47182
141.7010	1.00185	1.47048
141.7510	1.00529	1.46362
141.8010	1.01256	1.46153
141.8510	1.00887	1.46089
141.9010	1.00170	1.46654
141.9510	1.00251	1.46135
142.0010	1.00420	1.45861
142.0510	1.00414	1.45085
142.1010	1.00301	1.44901
142.1510	1.00600	1.44472
142.2010	1.00765	1.43876
142.2510	1.01367	1.43278
142.3010	1.00954	1.43863
142.3510	1.00825	1.42993
142.4010	1.00469	1.43548
142.4510	1.00452	1.43626
