Epoch	L1_loss (x100)
131.5510	1.09693
131.6010	1.07557
131.6510	1.12862
131.7010	1.05957
131.7510	1.03410
131.8010	1.04936
131.8510	1.02473
131.9010	1.03638
131.9510	0.99332
132.0010	1.11116
132.0510	1.11805
132.1010	1.11590
132.1510	1.11105
132.2010	1.10579
132.2510	1.10943
132.3010	1.11608
132.3510	1.09917
132.4010	1.10994
132.4510	1.10296
132.5010	1.11102
132.5510	1.11353
132.6010	1.11674
132.6510	1.10693
132.7010	1.10339
132.7510	1.10010
132.8010	1.10275
132.8510	1.09784
132.9010	1.08629
132.9510	1.08049
133.0010	1.08496
133.0510	1.08967
133.1010	1.09220
133.1510	1.09269
133.2010	1.08310
133.2510	1.09120
133.3010	1.09734
133.3510	1.09403
133.4010	1.09352
133.4510	1.09816
133.5010	1.10068
133.5510	1.09344
133.6010	1.09253
133.6510	1.10123
133.7010	1.10180
133.7510	1.09486
133.8010	1.10139
133.8510	1.11091
133.9010	1.09581
133.9510	1.09234
134.0010	1.08909
134.0510	1.09368
134.1010	1.08464
134.1510	1.08083
134.2010	1.08024
134.2510	1.08140
134.3010	1.07709
134.3510	1.07822
134.4010	1.07095
134.4510	1.07176
134.5010	1.07082
134.5510	1.08115
134.6010	1.07735
134.6510	1.07804
134.7010	1.07288
134.7510	1.07472
134.8010	1.07580
134.8510	1.07393
134.9010	1.06546
134.9510	1.06631
135.0010	1.06861
135.0510	1.06276
135.1010	1.06815
135.1510	1.06806
135.2010	1.06480
135.2510	1.05860
135.3010	1.06769
135.3510	1.08176
135.4010	1.07462
135.4510	1.06429
135.5010	1.06814
135.5510	1.06238
135.6010	1.06038
135.6510	1.06058
135.7010	1.07018
135.7510	1.07116
135.8010	1.06244
135.8510	1.05421
135.9010	1.05440
135.9510	1.06051
136.0010	1.06490
136.0510	1.06161
136.1010	1.05807
136.1510	1.04442
136.2010	1.04736
136.2510	1.05645
136.3010	1.05624
136.3510	1.05875
136.4010	1.05969
136.4510	1.05191
136.5010	1.05327
136.5510	1.07016
136.6010	1.06260
136.6510	1.05972
136.7010	1.06119
136.7510	1.06522
136.8010	1.06943
136.8510	1.07400
136.9010	1.07102
136.9510	1.07388
137.0010	1.07490
137.0510	1.07405
137.1010	1.07604
137.1510	1.07918
137.2010	1.08280
137.2510	1.07569
137.3010	1.07165
137.3510	1.06333
137.4010	1.06243
137.4510	1.05528
137.5010	1.05275
137.5510	1.06520
137.6010	1.07641
137.6510	1.06870
137.7010	1.07572
137.7510	1.07458
137.8010	1.07327
137.8510	1.06772
137.9010	1.07337
137.9510	1.06680
138.0010	1.07650
138.0510	1.08454
138.1010	1.09530
138.1510	1.09625
138.2010	1.08668
138.2510	1.07419
138.3010	1.07790
138.3510	1.08785
138.4010	1.09541
138.4510	1.09223
138.5010	1.09254
138.5510	1.09263
138.6010	1.08885
138.6510	1.08686
138.7010	1.09775
138.7510	1.09893
138.8010	1.10179
138.8510	1.10254
138.9010	1.10592
138.9510	1.10812
139.0010	1.11369
139.0510	1.11049
139.1010	1.10876
139.1510	1.11586
139.2010	1.10996
139.2510	1.09816
139.3010	1.09843
139.3510	1.09907
139.4010	1.09636
139.4510	1.09948
139.5010	1.09237
139.5510	1.08561
139.6010	1.08515
139.6510	1.08448
139.7010	1.09035
139.7510	1.09246
139.8010	1.09128
139.8510	1.08007
139.9010	1.07875
139.9510	1.08945
140.0010	1.08934
140.0510	1.08868
140.1010	1.09192
140.1510	1.09087
140.2010	1.08615
140.2510	1.09329
140.3010	1.09418
140.3510	1.09100
140.4010	1.08732
140.4510	1.09408
140.5010	1.10128
140.5510	1.09660
140.6010	1.09857
140.6510	1.09124
140.7010	1.08960
140.7510	1.10172
140.8010	1.10275
140.8510	1.10142
140.9010	1.09559
140.9510	1.09661
141.0010	1.08718
141.0510	1.08608
141.1010	1.09541
141.1510	1.09744
141.2010	1.09766
141.2510	1.09376
141.3010	1.08088
141.3510	1.08191
141.4010	1.09365
141.4510	1.09012
141.5010	1.09108
141.5510	1.08544
141.6010	1.09743
141.6510	1.09742
141.7010	1.08663
141.7510	1.10072
141.8010	1.09274
141.8510	1.08885
141.9010	1.09261
141.9510	1.09426
142.0010	1.08911
142.0510	1.09314
142.1010	1.09913
142.1510	1.10650
142.2010	1.11167
142.2510	1.11781
142.3010	1.11782
142.3510	1.12149
142.4010	1.11206
142.4510	1.11416
142.5010	1.11389
142.5510	1.11249
142.6010	1.10787
142.6510	1.10539
142.7010	1.10762
142.7510	1.10450
142.8010	1.09584
142.8510	1.09044
142.9010	1.10076
142.9510	1.09665
143.0010	1.10066
143.0510	1.09095
143.1010	1.09226
143.1510	1.08209
143.2010	1.07791
143.2510	1.07081
143.3010	1.07039
143.3510	1.06707
143.4010	1.06603
143.4510	1.07021
143.5010	1.07351
143.5510	1.07335
143.6010	1.07952
143.6510	1.08561
143.7010	1.10178
143.7510	1.09861
143.8010	1.08798
143.8510	1.09459
143.9010	1.09492
143.9510	1.10396
144.0010	1.10676
144.0510	1.10807
144.1010	1.10481
144.1510	1.11051
144.2010	1.10397
144.2510	1.11059
144.3010	1.10598
144.3510	1.11832
144.4010	1.12355
144.4510	1.12872
144.5010	1.13070
144.5510	1.12273
144.6010	1.12591
144.6510	1.12484
144.7010	1.12380
144.7510	1.12579
144.8010	1.12352
144.8510	1.11937
144.9010	1.12585
144.9510	1.11919
145.0010	1.12217
145.0510	1.12452
145.1010	1.11654
145.1510	1.11595
145.2010	1.10402
145.2510	1.10017
145.3010	1.09878
145.3510	1.09816
145.4010	1.09674
145.4510	1.10014
145.5010	1.10161
145.5510	1.10024
145.6010	1.09428
145.6510	1.09069
145.7010	1.08909
145.7510	1.08636
145.8010	1.08355
145.8510	1.08959
145.9010	1.08680
145.9510	1.08935
146.0010	1.09277
146.0510	1.09275
146.1010	1.09832
146.1510	1.10793
146.2010	1.11442
146.2510	1.12410
146.3010	1.12852
146.3510	1.12076
146.4010	1.12163
146.4510	1.11437
146.5010	1.10306
146.5510	1.08922
146.6010	1.08931
146.6510	1.07994
146.7010	1.07996
146.7510	1.07804
146.8010	1.07816
146.8510	1.07308
146.9010	1.07026
146.9510	1.07139
147.0010	1.06622
147.0510	1.06254
147.1010	1.06628
147.1510	1.06176
147.2010	1.06325
147.2510	1.06179
147.3010	1.06654
147.3510	1.06393
147.4010	1.05246
147.4510	1.05215
147.5010	1.04291
147.5510	1.04079
147.6010	1.03854
147.6510	1.04623
147.7010	1.04206
147.7510	1.05384
147.8010	1.04602
147.8510	1.04443
147.9010	1.05211
147.9510	1.05278
148.0010	1.04315
148.0510	1.03893
148.1010	1.04197
148.1510	1.03526
148.2010	1.04175
148.2510	1.04342
148.3010	1.03382
148.3510	1.04300
148.4010	1.04204
148.4510	1.04282
148.5010	1.04095
148.5510	1.03820
148.6010	1.03233
148.6510	1.04008
148.7010	1.04448
148.7510	1.05128
148.8010	1.05963
148.8510	1.05933
148.9010	1.06459
148.9510	1.06195
149.0010	1.05934
149.0510	1.06861
149.1010	1.06303
149.1510	1.05208
149.2010	1.05798
149.2510	1.05766
149.3010	1.06023
149.3510	1.06162
149.4010	1.07010
149.4510	1.07541
149.5010	1.07245
149.5510	1.07444
149.6010	1.07389
149.6510	1.06966
149.7010	1.06841
149.7510	1.07620
149.8010	1.07337
149.8510	1.07246
149.9010	1.07658
149.9510	1.07308
150.0010	1.07418
150.0510	1.08686
150.1010	1.08595
150.1510	1.08049
150.2010	1.07722
150.2510	1.07230
150.3010	1.07345
150.3510	1.08251
150.4010	1.07787
150.4510	1.07295
150.5010	1.08144
150.5510	1.08671
150.6010	1.09236
150.6510	1.08600
150.7010	1.08787
150.7510	1.08340
150.8010	1.08482
150.8510	1.07739
150.9010	1.07191
150.9510	1.07778
151.0010	1.07313
151.0510	1.06785
151.1010	1.06460
151.1510	1.07120
151.2010	1.07388
151.2510	1.07035
151.3010	1.06842
151.3510	1.06881
151.4010	1.07637
151.4510	1.08574
151.5010	1.08143
151.5510	1.08796
151.6010	1.08356
151.6510	1.09699
151.7010	1.09113
151.7510	1.08628
151.8010	1.08736
151.8510	1.08642
151.9010	1.08534
151.9510	1.08558
152.0010	1.07883
152.0510	1.07881
152.1010	1.09169
152.1510	1.08253
152.2010	1.08107
152.2510	1.07991
152.3010	1.07102
152.3510	1.06764
152.4010	1.07218
152.4510	1.07187
152.5010	1.07723
152.5510	1.07767
152.6010	1.08288
152.6510	1.07607
152.7010	1.08211
152.7510	1.08700
152.8010	1.07011
152.8510	1.06439
152.9010	1.05822
152.9510	1.05207
153.0010	1.05863
153.0510	1.06181
153.1010	1.06860
153.1510	1.07985
153.2010	1.08205
153.2510	1.06684
153.3010	1.06727
153.3510	1.06460
153.4010	1.05956
153.4510	1.05933
153.5010	1.06183
153.5510	1.06206
153.6010	1.05976
153.6510	1.05764
153.7010	1.06002
153.7510	1.05829
153.8010	1.05904
153.8510	1.06032
153.9010	1.05253
153.9510	1.05764
154.0010	1.06255
154.0510	1.06139
154.1010	1.05826
154.1510	1.07247
154.2010	1.06628
154.2510	1.06616
154.3010	1.06557
154.3510	1.06090
154.4010	1.06557
154.4510	1.07673
154.5010	1.08043
154.5510	1.08577
154.6010	1.08144
154.6510	1.07019
154.7010	1.07151
154.7510	1.07646
154.8010	1.07901
154.8510	1.07654
154.9010	1.07134
154.9510	1.07278
155.0010	1.08844
155.0510	1.09675
155.1010	1.08950
155.1510	1.08867
155.2010	1.08622
155.2510	1.10375
155.3010	1.10932
155.3510	1.11940
155.4010	1.11008
155.4510	1.11921
155.5010	1.12638
155.5510	1.13612
155.6010	1.14406
155.6510	1.13944
155.7010	1.13941
155.7510	1.12818
155.8010	1.12321
155.8510	1.11660
155.9010	1.10211
155.9510	1.10682
156.0010	1.11182
156.0510	1.10037
156.1010	1.09581
156.1510	1.09771
156.2010	1.09580
156.2510	1.09282
156.3010	1.09055
156.3510	1.09380
156.4010	1.09560
156.4510	1.10155
156.5010	1.10180
156.5510	1.10105
156.6010	1.10762
156.6510	1.10250
156.7010	1.10458
156.7510	1.10585
156.8010	1.10534
156.8510	1.10303
156.9010	1.10120
156.9510	1.10570
157.0010	1.10707
157.0510	1.11187
157.1010	1.11188
157.1510	1.09649
157.2010	1.09792
157.2510	1.09723
157.3010	1.09677
157.3510	1.09271
157.4010	1.08226
157.4510	1.07795
157.5010	1.07880
157.5510	1.07835
157.6010	1.06831
157.6510	1.07582
157.7010	1.08647
157.7510	1.08911
157.8010	1.08840
157.8510	1.09464
157.9010	1.09106
157.9510	1.09065
158.0010	1.09719
158.0510	1.09886
158.1010	1.09546
158.1510	1.09112
158.2010	1.07834
158.2510	1.07047
158.3010	1.08108
158.3510	1.07969
158.4010	1.07974
158.4510	1.07061
158.5010	1.07697
158.5510	1.07329
158.6010	1.08078
158.6510	1.08144
158.7010	1.06854
158.7510	1.06836
158.8010	1.06685
158.8510	1.06451
158.9010	1.07817
158.9510	1.07822
159.0010	1.07211
159.0510	1.07095
159.1010	1.06731
159.1510	1.06765
159.2010	1.07608
159.2510	1.07738
159.3010	1.07995
159.3510	1.09130
159.4010	1.09575
159.4510	1.09221
159.5010	1.08441
159.5510	1.07687
159.6010	1.07480
159.6510	1.07604
159.7010	1.08032
159.7510	1.07959
159.8010	1.09234
159.8510	1.08786
159.9010	1.09196
159.9510	1.08340
160.0010	1.08871
160.0510	1.09012
160.1010	1.08738
160.1510	1.08448
160.2010	1.07818
160.2510	1.07601
160.3010	1.06716
160.3510	1.07169
160.4010	1.07709
160.4510	1.07617
160.5010	1.08515
160.5510	1.09062
160.6010	1.08794
160.6510	1.08961
160.7010	1.09640
160.7510	1.10200
160.8010	1.10320
160.8510	1.10419
160.9010	1.10690
160.9510	1.10849
161.0010	1.11103
161.0510	1.10464
161.1010	1.10708
161.1510	1.10730
161.2010	1.11299
161.2510	1.11522
161.3010	1.11364
161.3510	1.11397
161.4010	1.11033
161.4510	1.12309
161.5010	1.12341
161.5510	1.11557
161.6010	1.11568
161.6510	1.11430
161.7010	1.11759
161.7510	1.11269
161.8010	1.10721
161.8510	1.10738
161.9010	1.10728
161.9510	1.10280
162.0010	1.08929
162.0510	1.09793
162.1010	1.11555
162.1510	1.10826
162.2010	1.10072
162.2510	1.10153
162.3010	1.10060
162.3510	1.09974
162.4010	1.09957
162.4510	1.08985
162.5010	1.09202
162.5510	1.09551
162.6010	1.09625
162.6510	1.08867
162.7010	1.10417
162.7510	1.09655
162.8010	1.09047
162.8510	1.09134
162.9010	1.09726
162.9510	1.08305
163.0010	1.07656
163.0510	1.08567
163.1010	1.09326
163.1510	1.08463
163.2010	1.08096
163.2510	1.08828
163.3010	1.08099
163.3510	1.07246
163.4010	1.07414
163.4510	1.07799
163.5010	1.08098
163.5510	1.08132
163.6010	1.07921
163.6510	1.07815
163.7010	1.08142
163.7510	1.08772
163.8010	1.09103
163.8510	1.08882
163.9010	1.08807
163.9510	1.09595
164.0010	1.10029
164.0510	1.09680
164.1010	1.08956
164.1510	1.07592
164.2010	1.07604
164.2510	1.07929
164.3010	1.07790
164.3510	1.07858
164.4010	1.08680
164.4510	1.08753
164.5010	1.08677
164.5510	1.09486
164.6010	1.08926
164.6510	1.09466
164.7010	1.08487
164.7510	1.09410
164.8010	1.09522
164.8510	1.10262
164.9010	1.10973
164.9510	1.10118
165.0010	1.08817
165.0510	1.09347
165.1010	1.09659
165.1510	1.10387
165.2010	1.09997
165.2510	1.09597
165.3010	1.08760
165.3510	1.08857
165.4010	1.08027
165.4510	1.07622
165.5010	1.08273
165.5510	1.07742
165.6010	1.07529
165.6510	1.07347
165.7010	1.06903
165.7510	1.07204
165.8010	1.07331
165.8510	1.06515
165.9010	1.06323
165.9510	1.06265
166.0010	1.06964
166.0510	1.05691
166.1010	1.05260
166.1510	1.05621
166.2010	1.05049
166.2510	1.05548
166.3010	1.04900
166.3510	1.03932
166.4010	1.03805
166.4510	1.03838
166.5010	1.03657
166.5510	1.05320
166.6010	1.05300
166.6510	1.05891
166.7010	1.05535
166.7510	1.06687
166.8010	1.06819
166.8510	1.06827
166.9010	1.07057
166.9510	1.07400
167.0010	1.07372
167.0510	1.07155
167.1010	1.07522
167.1510	1.07358
167.2010	1.07702
167.2510	1.09349
167.3010	1.09758
167.3510	1.10233
167.4010	1.11528
167.4510	1.10294
167.5010	1.10447
167.5510	1.10348
167.6010	1.10010
167.6510	1.09837
167.7010	1.10003
167.7510	1.09557
167.8010	1.10532
167.8510	1.09888
167.9010	1.09656
167.9510	1.09225
168.0010	1.07799
168.0510	1.08283
168.1010	1.07608
168.1510	1.07981
168.2010	1.07316
168.2510	1.06824
168.3010	1.06671
168.3510	1.06139
168.4010	1.07910
168.4510	1.07707
168.5010	1.07829
168.5510	1.07666
168.6010	1.08021
168.6510	1.07258
168.7010	1.06722
168.7510	1.06815
168.8010	1.06715
168.8510	1.06936
168.9010	1.08449
168.9510	1.09051
169.0010	1.09709
169.0510	1.10954
169.1010	1.11114
169.1510	1.10936
169.2010	1.13185
169.2510	1.13512
169.3010	1.13770
169.3510	1.13254
169.4010	1.12944
169.4510	1.11878
169.5010	1.12594
169.5510	1.11574
169.6010	1.13270
169.6510	1.14510
169.7010	1.14455
169.7510	1.13553
169.8010	1.13162
169.8510	1.13132
169.9010	1.12524
169.9510	1.12928
170.0010	1.13140
170.0510	1.13664
170.1010	1.13716
170.1510	1.13809
170.2010	1.14682
170.2510	1.14875
170.3010	1.14916
170.3510	1.15409
170.4010	1.15384
170.4510	1.14539
170.5010	1.13996
170.5510	1.13910
170.6010	1.14625
170.6510	1.13756
170.7010	1.14309
170.7510	1.13964
170.8010	1.13805
170.8510	1.13785
170.9010	1.14901
170.9510	1.14093
171.0010	1.14007
171.0510	1.14184
171.1010	1.13696
171.1510	1.13194
171.2010	1.12728
171.2510	1.12606
171.3010	1.12830
171.3510	1.13089
171.4010	1.14292
171.4510	1.14955
171.5010	1.15694
171.5510	1.14034
171.6010	1.13054
171.6510	1.13156
171.7010	1.12930
171.7510	1.11853
171.8010	1.11963
171.8510	1.11705
171.9010	1.12178
171.9510	1.12688
172.0010	1.12928
172.0510	1.12551
172.1010	1.13410
172.1510	1.12836
172.2010	1.12470
172.2510	1.10607
172.3010	1.11943
172.3510	1.10976
172.4010	1.10804
172.4510	1.12390
172.5010	1.12776
172.5510	1.12567
172.6010	1.13024
172.6510	1.12554
172.7010	1.12679
172.7510	1.12507
172.8010	1.12255
172.8510	1.12506
172.9010	1.12142
172.9510	1.11863
173.0010	1.11441
173.0510	1.11433
173.1010	1.11201
173.1510	1.10305
173.2010	1.11044
173.2510	1.10588
173.3010	1.09465
173.3510	1.09493
173.4010	1.07567
173.4510	1.08179
173.5010	1.07247
173.5510	1.07409
173.6010	1.06899
173.6510	1.06949
173.7010	1.08073
173.7510	1.07923
173.8010	1.08493
173.8510	1.08312
173.9010	1.07661
173.9510	1.08451
174.0010	1.07928
174.0510	1.08229
174.1010	1.08218
174.1510	1.07267
174.2010	1.07408
174.2510	1.07044
174.3010	1.07456
174.3510	1.08827
174.4010	1.09569
174.4510	1.10048
174.5010	1.11225
174.5510	1.10442
174.6010	1.10976
174.6510	1.12712
174.7010	1.12842
174.7510	1.13776
174.8010	1.13025
174.8510	1.13543
174.9010	1.13284
174.9510	1.13005
175.0010	1.13365
175.0510	1.12509
175.1010	1.12089
175.1510	1.11799
175.2010	1.11818
175.2510	1.11674
175.3010	1.12512
175.3510	1.13253
175.4010	1.12913
175.4510	1.13610
175.5010	1.13080
175.5510	1.12268
175.6010	1.11410
175.6510	1.12788
175.7010	1.11652
175.7510	1.12458
175.8010	1.12042
175.8510	1.12150
175.9010	1.12644
175.9510	1.13232
176.0010	1.12329
176.0510	1.12812
176.1010	1.13142
176.1510	1.11975
176.2010	1.12334
176.2510	1.12681
176.3010	1.12542
176.3510	1.13328
176.4010	1.13112
176.4510	1.12926
176.5010	1.12589
176.5510	1.12432
176.6010	1.12454
176.6510	1.11692
176.7010	1.10876
176.7510	1.11565
176.8010	1.12016
176.8510	1.11058
176.9010	1.09949
176.9510	1.10678
177.0010	1.10282
177.0510	1.09514
177.1010	1.08995
177.1510	1.09050
177.2010	1.08666
177.2510	1.08047
177.3010	1.07523
177.3510	1.08531
177.4010	1.07979
177.4510	1.08330
177.5010	1.08466
177.5510	1.08080
177.6010	1.08402
177.6510	1.08424
177.7010	1.09479
177.7510	1.08510
177.8010	1.08077
177.8510	1.07324
177.9010	1.07665
177.9510	1.07606
178.0010	1.08909
178.0510	1.08277
178.1010	1.08081
178.1510	1.08590
178.2010	1.08858
178.2510	1.10495
178.3010	1.09064
178.3510	1.08657
178.4010	1.08797
178.4510	1.07880
178.5010	1.08405
178.5510	1.08998
178.6010	1.08836
178.6510	1.08261
178.7010	1.07082
178.7510	1.08321
178.8010	1.08275
178.8510	1.07416
178.9010	1.06903
178.9510	1.06588
179.0010	1.05779
179.0510	1.06109
179.1010	1.05367
179.1510	1.05066
179.2010	1.04104
179.2510	1.04891
179.3010	1.04277
179.3510	1.03374
179.4010	1.02335
179.4510	1.03993
179.5010	1.04759
179.5510	1.05362
179.6010	1.04425
179.6510	1.04510
179.7010	1.05486
179.7510	1.05988
179.8010	1.06321
179.8510	1.05228
179.9010	1.05906
179.9510	1.05945
180.0010	1.04560
180.0510	1.04233
180.1010	1.03803
180.1510	1.04177
180.2010	1.04096
180.2510	1.03345
180.3010	1.03482
180.3510	1.02874
180.4010	1.03708
180.4510	1.03694
180.5010	1.02793
180.5510	1.02950
180.6010	1.02974
180.6510	1.02132
180.7010	1.01920
180.7510	1.02255
180.8010	1.02084
180.8510	1.01739
180.9010	1.01257
180.9510	1.00381
181.0010	0.99822
181.0010	0.99802
181.0010	0.99910
181.0010	0.99845
181.0010	0.99861
181.0510	0.99928
181.1010	1.00024
181.1510	1.00867
181.0010	0.99845
181.0510	0.99857
181.1010	1.00506
181.1510	1.00470
181.2010	1.00762
181.2510	1.00603
181.3010	1.01386
181.3510	1.02087
181.4010	1.01479
181.4510	1.01404
181.5010	1.01250
181.5510	1.01894
181.6010	1.01041
181.6510	1.00829
181.7010	1.00636
181.7510	1.00765
181.8010	1.00762
181.8510	0.99684
181.9010	0.99785
181.9510	1.00085
182.0010	1.00696
182.0510	1.01439
182.1010	1.01690
182.1510	1.02119
182.2010	1.03351
182.2510	1.04260
182.3010	1.02441
182.3510	1.01877
182.4010	1.01126
182.4510	1.01624
182.5010	1.02076
182.5510	1.00978
182.6010	1.01622
182.6510	1.01158
182.7010	1.00060
182.7510	1.00950
182.8010	1.00408
182.8510	1.01258
182.9010	1.00631
182.9510	1.01363
183.0010	1.01062
183.0510	1.02895
183.1010	1.03517
183.1510	1.04033
183.2010	1.03041
183.2510	1.03246
183.3010	1.02998
183.3510	1.02208
183.4010	1.02159
183.4510	1.02088
183.5010	1.01790
183.5510	1.01436
183.6010	0.99889
183.6510	0.99665
183.7010	1.00252
183.7510	0.99940
183.8010	0.99176
183.8510	1.00898
183.9010	1.00711
183.9510	1.01206
184.0010	1.01472
184.0510	1.02313
184.1010	1.02901
184.1510	1.05315
184.2010	1.05170
184.2510	1.05541
184.3010	1.05804
184.3510	1.05430
184.4010	1.05581
184.4510	1.05581
184.5010	1.04511
184.5510	1.03680
184.6010	1.02721
184.6510	1.02386
184.7010	1.03024
184.7510	1.05497
184.8010	1.05044
184.8510	1.04042
184.9010	1.05574
184.9510	1.05198
185.0010	1.04694
185.0510	1.04040
185.1010	1.03866
185.1510	1.03220
185.2010	1.02621
185.2510	1.02768
185.3010	1.03012
185.3510	1.03421
185.4010	1.04399
185.4510	1.03930
185.5010	1.03788
185.5510	1.04095
185.6010	1.04904
185.6510	1.04784
185.7010	1.04503
185.7510	1.04009
185.8010	1.04417
185.8510	1.04287
185.9010	1.04592
185.9510	1.04796
186.0010	1.05263
186.0510	1.04605
186.1010	1.05633
186.1510	1.05324
186.2010	1.05893
186.2510	1.06089
186.3010	1.05659
186.3510	1.05410
186.4010	1.05948
186.4510	1.06071
186.5010	1.06126
186.5510	1.06309
186.6010	1.04831
186.6510	1.04225
186.7010	1.03740
186.7510	1.03116
186.8010	1.03725
186.8510	1.03830
186.9010	1.02959
186.9510	1.03027
187.0010	1.02308
187.0510	1.02931
187.1010	1.02852
187.1510	1.03094
187.2010	1.04234
187.2510	1.03818
187.3010	1.04775
187.3510	1.05612
187.4010	1.05338
187.4510	1.05234
187.5010	1.04278
187.5510	1.04387
187.6010	1.04664
187.6510	1.04399
187.7010	1.04668
187.7510	1.04381
187.8010	1.05045
187.8510	1.04972
187.9010	1.05143
187.9510	1.05948
188.0010	1.06726
188.0510	1.06193
188.1010	1.05756
188.1510	1.06038
188.2010	1.06023
188.2510	1.05439
188.3010	1.07114
188.3510	1.06773
188.4010	1.07751
188.4510	1.07276
188.5010	1.06456
188.5510	1.04966
188.6010	1.05175
188.6510	1.04497
188.7010	1.04371
188.7510	1.05271
188.8010	1.05145
188.8510	1.06977
188.9010	1.07749
188.9510	1.07908
189.0010	1.07613
189.0510	1.07272
189.1010	1.07657
189.1510	1.07386
189.2010	1.06638
189.2510	1.07319
189.3010	1.06920
189.3510	1.05530
189.4010	1.05387
189.4510	1.04817
189.5010	1.04462
189.5510	1.06262
189.6010	1.05988
189.6510	1.05664
189.7010	1.05090
189.7510	1.04894
189.8010	1.05012
189.8510	1.05231
189.9010	1.06074
189.9510	1.05096
190.0010	1.05444
190.0510	1.05023
190.1010	1.04391
190.1510	1.03239
190.2010	1.03194
190.2510	1.03432
190.3010	1.04016
190.3510	1.03516
190.4010	1.02911
190.4510	1.02448
190.5010	1.02723
190.5510	1.03032
190.6010	1.02500
190.6510	1.01706
190.7010	1.00761
190.7510	0.99811
190.8010	1.00139
190.8510	1.00676
190.9010	1.00280
190.9510	1.01718
191.0010	1.00814
191.0510	1.02037
191.1010	1.01968
191.1510	1.01384
191.2010	1.00544
191.2510	1.00019
191.3010	0.99638
191.3510	1.00724
191.4010	1.00779
191.4510	1.00732
191.5010	1.01503
191.5510	1.02054
191.6010	1.01137
191.6510	1.01351
191.7010	1.01893
191.7510	1.02909
191.8010	1.02459
191.8510	1.03189
191.9010	1.03718
191.9510	1.03265
192.0010	1.03048
192.0510	1.02070
192.1010	1.02312
192.1510	1.00976
192.2010	1.01012
192.2510	1.01831
192.3010	1.01580
192.3510	1.02028
192.4010	1.01858
192.4510	1.00995
192.5010	1.00821
192.5510	1.00747
192.6010	1.00148
192.6510	1.01634
192.7010	1.01346
192.7510	1.01485
192.8010	1.01059
192.8510	1.01373
192.9010	1.01041
192.9510	1.01860
193.0010	1.01850
193.0510	1.03486
193.1010	1.03538
193.1510	1.03834
193.2010	1.04249
193.2510	1.03378
193.3010	1.02695
193.3510	1.01936
193.4010	1.01963
193.4510	1.00764
193.5010	1.00948
193.5510	1.01635
193.6010	1.02399
193.6510	1.02925
193.7010	1.02053
193.7510	1.02323
193.8010	1.02173
193.8510	1.02134
193.9010	1.03486
193.9510	1.03395
194.0010	1.03677
194.0510	1.04126
194.1010	1.03856
194.1510	1.03575
194.2010	1.03129
194.2510	1.02955
194.3010	1.05366
194.3510	1.04678
194.4010	1.04298
194.4510	1.04089
194.5010	1.02873
194.5510	1.04123
194.6010	1.04940
194.6510	1.04970
194.7010	1.04300
194.7510	1.03475
194.8010	1.03110
194.8510	1.02705
194.9010	1.03529
194.9510	1.04484
195.0010	1.04147
195.0510	1.03453
195.1010	1.02499
195.1510	1.01912
195.2010	1.01837
195.2510	1.01668
195.3010	1.02336
195.3510	1.02168
195.4010	1.02107
195.4510	1.02025
195.5010	1.02601
195.5510	1.01850
195.6010	1.01733
195.6510	1.02145
195.7010	1.02107
195.7510	1.02746
195.8010	1.02406
195.8510	1.02299
195.9010	1.01230
195.9510	1.01819
196.0010	1.02179
196.0510	1.03192
196.1010	1.03113
196.1510	1.03737
196.2010	1.02896
196.2510	1.02924
196.3010	1.02972
196.3510	1.02244
196.4010	1.02748
196.4510	1.01381
196.5010	1.00218
196.5510	1.00227
196.6010	1.00661
196.6510	1.00177
196.7010	0.99910
196.7510	0.99703
196.8010	1.00409
196.8510	1.00009
196.9010	1.00178
196.9510	1.00001
197.0010	1.00695
197.0510	1.00117
197.1010	0.99390
197.1510	0.99980
197.2010	0.99628
197.2510	1.00211
197.3010	1.00249
197.3510	1.00840
197.4010	1.00775
197.4510	1.01377
197.5010	1.02369
197.5510	1.01907
197.6010	1.02651
197.6510	1.02964
197.7010	1.02256
197.7510	1.02177
197.8010	1.01592
197.8510	1.01737
197.9010	1.02008
197.9510	1.02251
198.0010	1.01739
198.0510	1.01512
198.1010	1.00566
198.1510	1.00069
198.2010	1.00475
198.2510	0.99840
198.3010	0.99835
198.3510	1.00329
198.4010	1.00916
198.4510	1.01143
198.5010	1.01590
198.5510	1.01499
198.6010	1.02381
198.6510	1.02329
198.7010	1.02734
198.7510	1.02886
198.8010	1.02842
198.8510	1.03029
198.9010	1.03893
198.9510	1.03857
199.0010	1.04863
199.0510	1.04537
199.1010	1.04658
199.1510	1.05245
199.2010	1.05423
199.2510	1.05286
199.3010	1.05563
199.3510	1.06096
199.4010	1.05837
199.4510	1.05347
199.5010	1.05005
199.5510	1.03883
199.6010	1.03563
199.6510	1.04403
199.7010	1.04422
199.7510	1.04031
199.8010	1.03928
199.8510	1.03060
199.9010	1.02160
199.9510	1.00718
200.0010	1.01541
200.0510	1.01054
200.1010	1.01233
200.1510	1.00472
200.2010	0.99680
200.2510	0.99753
200.3010	0.99587
200.3510	0.99578
200.4010	0.99844
200.4510	0.99955
200.5010	1.00800
200.5510	1.01010
200.6010	1.01248
200.6510	1.01586
200.7010	1.02523
200.7510	1.02314
200.8010	1.02996
200.8510	1.03256
200.9010	1.02920
200.9510	1.03038
201.0010	1.02996
