Epoch	L1_loss (x100)
18.4010	1.27982
18.4510	1.21848
18.5010	1.16916
18.5510	1.28744
18.6010	1.24915
18.6510	1.30691
18.7010	1.27378
18.7510	1.21238
18.8010	1.12407
18.8510	1.18340
18.9010	1.19057
18.9510	1.18548
19.0010	1.27637
19.0510	1.28442
19.1010	1.26530
19.1510	1.51793
19.2010	1.45428
19.2510	1.46705
19.3010	1.39156
19.3510	1.41578
19.4010	1.36857
19.4510	1.37310
19.5010	1.44112
19.5510	1.46752
19.6010	1.48606
19.6510	1.41504
19.7010	1.35871
19.7510	1.38419
19.8010	1.35759
19.8510	1.44454
19.9010	1.40482
19.9510	1.28571
20.0010	1.19847
20.0510	1.17435
20.1010	1.19621
20.1510	1.18823
20.2010	1.25016
20.2510	1.26875
20.3010	1.29654
20.3510	1.36427
20.4010	1.22309
20.4510	1.29859
20.5010	1.22424
20.5510	1.27863
20.6010	1.24865
20.6510	1.23505
20.7010	1.15695
20.7510	1.17378
20.8010	1.22497
20.8510	1.29550
20.9010	1.24076
20.9510	1.26222
21.0010	1.30319
21.0510	1.35406
21.1010	1.23126
21.1510	1.26426
21.2010	1.25287
21.2510	1.29824
21.3010	1.37363
21.3510	1.32534
21.4010	1.32015
21.4510	1.28216
21.5010	1.26080
21.5510	1.30254
21.6010	1.41270
21.6510	1.24158
21.7010	1.27541
21.7510	1.25092
21.8010	1.22381
21.8510	1.26759
21.9010	1.25297
21.9510	1.21980
22.0010	1.29880
22.0510	1.27058
22.1010	1.36452
22.1510	1.30121
22.2010	1.28204
22.2510	1.29592
22.3010	1.49532
22.3510	1.42147
22.4010	1.22635
22.4510	1.10606
22.5010	1.11761
22.5510	1.19105
22.6010	1.18136
22.6510	1.16766
22.7010	1.10274
22.7510	1.16846
22.8010	1.37479
22.8510	1.32845
22.9010	1.31741
22.9510	1.20841
23.0010	1.22437
23.0510	1.21927
23.1010	1.20973
23.1510	1.15998
23.2010	1.24703
23.2510	1.29741
23.3010	1.22134
23.3510	1.24341
23.4010	1.33671
23.4510	1.27886
23.5010	1.17343
23.5510	1.15265
23.6010	1.22642
23.6510	1.30964
23.7010	1.34580
23.7510	1.31293
23.8010	1.31183
23.8510	1.20177
23.9010	1.18375
23.9510	1.31556
24.0010	1.29048
24.0510	1.23736
24.1010	1.19120
24.1510	1.33647
24.2010	1.32535
24.2510	1.25332
24.3010	1.22031
24.3510	1.22572
24.4010	1.27161
24.4510	1.21612
24.5010	1.22730
24.5510	1.13064
24.6010	1.16043
24.6510	1.18475
24.7010	1.15986
24.7510	1.17056
24.8010	1.18381
24.8510	1.18455
24.9010	1.06795
24.9510	1.07658
25.0010	1.14409
25.0510	1.21096
25.1010	1.19175
25.1510	1.19522
25.2010	1.22026
25.2510	1.22197
25.3010	1.13810
25.3510	1.14716
25.4010	1.15631
25.4510	1.23588
25.5010	1.32577
25.5510	1.17233
25.6010	1.18358
25.6510	1.19377
25.7010	1.19779
25.7510	1.25772
25.8010	1.28655
25.8510	1.23514
25.9010	1.18988
25.9510	1.23555
26.0010	1.08979
26.0510	1.19823
26.1010	1.24137
26.1510	1.27998
26.2010	1.30646
26.2510	1.24920
26.3010	1.25014
26.3510	1.26160
26.4010	1.28081
26.4510	1.32325
26.5010	1.27671
26.5510	1.31602
26.6010	1.37693
26.6510	1.38300
26.7010	1.35868
26.7510	1.24080
26.8010	1.29539
26.8510	1.20847
26.9010	1.16285
26.9510	1.02954
27.0010	1.07273
27.0510	1.15958
27.1010	1.23721
27.1510	1.18004
27.2010	1.19607
27.2510	1.20735
27.3010	1.27043
27.3510	1.17341
27.4010	1.22070
27.4510	1.19469
27.5010	1.27712
27.5510	1.32637
27.6010	1.36503
27.6510	1.28370
27.7010	1.28073
27.7510	1.22992
27.8010	1.24291
27.8510	1.25448
27.9010	1.25087
27.9510	1.23631
28.0010	1.33547
28.0510	1.28978
28.1010	1.35083
28.1510	1.22603
28.2010	1.30644
28.2510	1.32431
28.3010	1.27016
28.3510	1.19748
28.4010	1.31033
28.4510	1.32701
28.5010	1.18974
28.5510	1.29583
28.6010	1.27590
28.6510	1.32522
28.7010	1.38298
28.7510	1.32831
28.8010	1.37814
28.8510	1.27472
28.9010	1.31384
28.9510	1.41925
29.0010	1.35644
29.0510	1.38396
29.1010	1.26409
29.1510	1.25971
29.2010	1.38273
29.2510	1.31285
29.3010	1.27873
29.3510	1.30557
29.4010	1.31742
29.4510	1.27983
29.5010	1.22658
29.5510	1.20330
29.6010	1.28148
29.6510	1.34144
29.7010	1.30835
29.7510	1.35255
29.8010	1.21573
29.8510	1.26601
29.9010	1.25202
29.9510	1.28446
30.0010	1.29245
30.0510	1.36701
30.1010	1.27384
30.1510	1.29123
30.2010	1.41041
30.2510	1.38724
30.3010	1.35129
30.3510	1.37509
30.4010	1.29117
30.4510	1.29819
30.5010	1.40064
30.5510	1.30792
30.6010	1.28455
30.6510	1.24694
30.7010	1.25551
30.7510	1.39657
30.8010	1.24805
30.8510	1.20905
30.9010	1.21320
30.9510	1.28340
31.0010	1.29652
31.0510	1.44038
31.1010	1.43013
31.1510	1.33539
31.2010	1.39054
31.2510	1.51865
31.3010	1.41196
31.3510	1.41118
31.4010	1.24857
31.4510	1.33676
31.5010	1.28277
31.5510	1.30305
31.6010	1.29278
31.6510	1.24252
31.7010	1.23977
31.7510	1.24860
31.8010	1.37196
31.8510	1.39152
31.9010	1.28952
31.9510	1.34495
32.0010	1.34647
32.0510	1.32277
32.1010	1.20860
32.1510	1.25888
32.2010	1.37685
32.2510	1.39592
32.3010	1.41319
32.3510	1.41741
32.4010	1.42742
32.4510	1.52808
32.5010	1.48695
32.5510	1.43388
32.6010	1.41712
32.6510	1.32461
32.7010	1.32161
32.7510	1.26458
32.8010	1.30851
32.8510	1.34446
32.9010	1.41086
32.9510	1.39381
33.0010	1.29237
33.0510	1.36304
33.1010	1.46871
33.1510	1.52703
33.2010	1.39402
33.2510	1.40082
33.3010	1.30843
33.3510	1.21388
33.4010	1.31747
33.4510	1.33211
33.5010	1.21556
33.5510	1.21816
33.6010	1.30410
33.6510	1.34089
33.7010	1.36171
33.7510	1.25891
33.8010	1.27659
33.8510	1.28453
33.9010	1.31815
33.9510	1.29733
34.0010	1.32524
34.0510	1.38458
34.1010	1.32266
34.1510	1.31230
34.2010	1.27366
34.2510	1.34013
34.3010	1.38934
34.3510	1.43650
34.4010	1.45823
34.4510	1.39714
34.5010	1.29655
34.5510	1.34001
34.6010	1.36309
34.6510	1.39000
34.7010	1.50014
34.7510	1.42755
34.8010	1.34155
34.8510	1.31979
34.9010	1.33966
34.9510	1.42938
35.0010	1.26141
35.0510	1.20455
35.1010	1.29173
35.1510	1.34157
35.2010	1.35926
35.2510	1.29426
35.3010	1.30808
35.3510	1.28469
35.4010	1.30776
35.4510	1.30936
35.5010	1.38273
35.5510	1.43048
35.6010	1.36194
35.6510	1.35638
35.7010	1.19427
35.7510	1.24357
35.8010	1.29033
35.8510	1.35068
35.9010	1.35694
35.9510	1.32052
36.0010	1.24892
36.0510	1.31048
36.1010	1.32320
36.1510	1.38861
36.2010	1.37914
36.2510	1.34302
36.3010	1.32646
36.3510	1.29251
36.4010	1.32122
36.4510	1.39320
36.5010	1.39810
36.5510	1.40759
36.6010	1.43738
36.6510	1.36780
36.7010	1.31462
36.7510	1.34734
36.8010	1.37184
36.8510	1.34977
36.9010	1.31650
36.9510	1.41955
37.0010	1.35912
37.0510	1.36815
37.1010	1.39330
37.1510	1.33552
37.2010	1.36607
37.2510	1.28899
37.3010	1.33467
37.3510	1.28917
37.4010	1.28494
37.4510	1.24835
37.5010	1.35291
37.5510	1.40094
37.6010	1.37776
37.6510	1.28594
37.7010	1.30159
37.7510	1.24556
37.8010	1.29551
37.8510	1.32176
37.9010	1.30373
37.9510	1.31227
38.0010	1.34834
38.0510	1.32967
38.1010	1.26594
38.1510	1.23627
38.2010	1.26314
38.2510	1.23816
38.3010	1.24859
38.3510	1.25396
38.4010	1.20257
38.4510	1.25993
38.5010	1.26417
38.5510	1.23587
38.6010	1.19005
38.6510	1.29778
38.7010	1.36013
38.7510	1.38270
38.8010	1.34267
38.8510	1.32438
38.9010	1.39763
38.9510	1.39435
39.0010	1.30789
39.0510	1.22416
39.1010	1.22764
39.1510	1.32470
39.2010	1.30203
39.2510	1.32059
39.3010	1.19880
39.3510	1.21946
39.4010	1.36173
39.4510	1.23801
39.5010	1.22736
39.5510	1.19126
39.6010	1.21233
39.6510	1.18597
39.7010	1.16060
39.7510	1.19746
39.8010	1.10672
39.8510	1.17773
39.9010	1.09582
39.9510	1.19113
40.0010	1.17512
40.0510	1.24016
40.1010	1.35392
40.1510	1.31774
40.2010	1.26566
40.2510	1.22460
40.3010	1.24228
40.3510	1.31214
40.4010	1.27399
40.4510	1.23090
40.5010	1.24797
40.5510	1.26287
40.6010	1.16728
40.6510	1.21875
40.7010	1.21249
40.7510	1.19652
40.8010	1.35467
40.8510	1.36638
40.9010	1.40524
40.9510	1.54936
41.0010	1.40840
41.0510	1.38732
41.1010	1.33104
41.1510	1.25915
41.2010	1.24197
41.2510	1.22947
41.3010	1.22058
41.3510	1.27669
41.4010	1.19284
41.4510	1.21371
41.5010	1.28736
41.5510	1.24511
41.6010	1.16877
41.6510	1.19499
41.7010	1.28207
41.7510	1.39052
41.8010	1.31905
41.8510	1.28942
41.9010	1.33686
41.9510	1.35512
42.0010	1.27222
42.0510	1.29786
42.1010	1.29761
42.1510	1.44656
42.2010	1.36295
42.2510	1.39230
42.3010	1.45518
42.3510	1.37484
42.4010	1.32535
42.4510	1.21875
42.5010	1.25449
42.5510	1.41226
42.6010	1.44736
42.6510	1.34202
42.7010	1.30937
42.7510	1.26391
42.8010	1.40598
42.8510	1.40440
42.9010	1.26491
42.9510	1.25489
43.0010	1.15140
43.0510	1.17299
43.1010	1.26540
43.1510	1.13700
43.2010	1.25441
43.2510	1.33024
43.3010	1.31511
43.3510	1.35898
43.4010	1.26149
43.4510	1.26532
43.5010	1.33190
43.5510	1.33202
43.6010	1.36199
43.6510	1.30052
43.7010	1.23155
43.7510	1.23149
43.8010	1.29419
43.8510	1.35553
43.9010	1.24424
43.9510	1.19550
44.0010	1.24838
44.0510	1.17782
44.1010	1.27348
44.1510	1.21520
44.2010	1.18510
44.2510	1.30031
44.3010	1.27597
44.3510	1.21050
44.4010	1.29009
44.4510	1.42174
44.5010	1.27921
44.5510	1.27486
44.6010	1.27992
44.6510	1.32909
44.7010	1.36877
44.7510	1.31582
44.8010	1.26463
44.8510	1.31341
44.9010	1.28735
44.9510	1.33746
45.0010	1.23342
45.0510	1.22470
45.1010	1.24538
45.1510	1.21997
45.2010	1.19489
45.2510	1.28594
45.3010	1.32663
45.3510	1.20309
45.4010	1.22012
45.4510	1.26435
45.5010	1.23066
45.5510	1.27113
45.6010	1.22348
45.6510	1.27236
45.7010	1.26636
45.7510	1.23423
45.8010	1.21528
45.8510	1.28084
45.9010	1.25691
45.9510	1.23005
46.0010	1.32815
46.0510	1.24885
46.1010	1.36653
46.1510	1.28456
46.2010	1.22230
46.2510	1.28630
46.3010	1.25017
46.3510	1.37183
46.4010	1.32801
46.4510	1.33797
46.5010	1.40462
46.5510	1.41068
46.6010	1.37742
46.6510	1.36778
46.7010	1.36031
46.7510	1.28489
46.8010	1.24183
46.8510	1.37884
46.9010	1.34796
46.9510	1.36930
47.0010	1.21611
47.0510	1.13159
47.1010	1.14970
47.1510	1.11828
47.2010	1.19950
47.2510	1.32209
47.3010	1.35318
47.3510	1.26786
47.4010	1.29332
47.4510	1.34058
47.5010	1.28968
47.5510	1.34697
47.6010	1.28405
47.6510	1.29260
47.7010	1.31672
47.7510	1.34003
47.8010	1.26482
47.8510	1.33504
47.9010	1.29171
47.9510	1.32377
48.0010	1.26052
48.0510	1.14092
48.1010	1.17632
48.1510	1.30836
48.2010	1.27468
48.2510	1.36526
48.3010	1.30611
48.3510	1.38021
48.4010	1.29656
48.4510	1.32212
48.5010	1.44919
48.5510	1.23424
48.6010	1.27739
48.6510	1.24427
48.7010	1.12867
48.7510	1.25943
48.8010	1.32509
48.8510	1.15384
48.9010	1.10643
48.9510	1.26928
49.0010	1.27446
49.0510	1.25453
49.1010	1.17647
49.1510	1.21377
49.2010	1.21734
49.2510	1.17513
49.3010	1.13622
49.3510	1.15722
49.4010	1.15600
49.4510	1.15258
49.5010	1.18527
49.5510	1.22378
49.6010	1.26885
49.6510	1.23459
49.7010	1.22368
49.7510	1.24500
49.8010	1.27230
49.8510	1.30158
49.9010	1.33497
49.9510	1.32836
50.0010	1.37563
50.0510	1.33583
50.1010	1.33981
50.1510	1.28975
50.2010	1.28259
50.2510	1.30593
50.3010	1.21187
50.3510	1.31564
50.4010	1.30349
50.4510	1.29793
50.5010	1.25119
50.5510	1.16065
50.6010	1.17552
50.6510	1.21463
50.7010	1.22012
50.7510	1.20816
50.8010	1.19661
50.8510	1.26371
50.9010	1.11471
50.9510	1.08320
51.0010	1.12588
51.0510	1.03494
51.1010	1.08301
51.1510	1.17081
51.2010	1.18924
51.2510	1.24327
51.3010	1.28905
51.3510	1.19945
51.4010	1.23714
51.4510	1.31056
51.5010	1.36070
51.5510	1.35637
51.6010	1.34135
51.6510	1.35463
51.7010	1.30439
51.7510	1.29270
51.8010	1.21053
51.8510	1.11010
51.9010	1.24513
51.9510	1.18644
52.0010	1.24607
52.0510	1.23681
52.1010	1.26630
52.1510	1.18401
52.2010	1.23280
52.2510	1.20496
52.3010	1.25175
52.3510	1.37204
52.4010	1.30150
52.4510	1.24017
52.5010	1.25767
52.5510	1.30519
52.6010	1.35039
52.6510	1.26346
52.7010	1.31059
52.7510	1.23784
52.8010	1.24253
52.8510	1.18945
52.9010	1.20558
52.9510	1.19333
53.0010	1.25699
53.0510	1.30337
53.1010	1.25148
53.1510	1.31965
53.2010	1.36414
53.2510	1.34380
53.3010	1.30983
53.3510	1.22711
53.4010	1.28033
53.4510	1.31481
53.5010	1.33123
53.5510	1.15720
53.6010	1.17384
53.6510	1.17459
53.7010	1.17111
53.7510	1.07733
53.8010	1.16395
53.8510	1.14114
53.9010	1.15896
53.9510	1.15929
54.0010	1.12552
54.0510	1.17478
54.1010	1.19697
54.1510	1.26579
54.2010	1.19068
54.2510	1.25949
54.3010	1.17853
54.3510	1.26197
54.4010	1.21943
54.4510	1.32528
54.5010	1.32481
54.5510	1.35110
54.6010	1.28577
54.6510	1.31105
54.7010	1.33565
54.7510	1.35580
54.8010	1.37966
54.8510	1.42954
54.9010	1.37979
54.9510	1.41742
55.0010	1.29749
55.0510	1.24073
55.1010	1.28879
55.1510	1.18435
55.2010	1.30348
55.2510	1.28477
55.3010	1.19195
55.3510	1.18735
55.4010	1.24737
55.4510	1.27548
55.5010	1.24107
55.5510	1.24914
55.6010	1.26814
55.6510	1.28882
55.7010	1.29559
55.7510	1.40149
55.8010	1.39729
55.8510	1.31332
55.9010	1.30385
55.9510	1.40141
56.0010	1.35514
56.0510	1.21878
56.1010	1.13187
56.1510	1.17116
56.2010	1.18217
56.2510	1.22219
56.3010	1.16816
56.3510	1.27503
56.4010	1.30935
56.4510	1.27345
56.5010	1.31391
56.5510	1.27971
56.6010	1.30247
56.6510	1.28545
56.7010	1.19986
56.7510	1.22354
56.8010	1.19674
56.8510	1.23672
56.9010	1.14831
56.9510	1.16598
57.0010	1.44395
57.0510	1.39164
57.1010	1.32801
57.1510	1.33456
57.2010	1.24303
57.2510	1.28633
57.3010	1.32607
57.3510	1.37620
57.4010	1.34262
57.4510	1.25853
57.5010	1.33816
57.5510	1.29369
57.6010	1.20791
57.6510	1.16792
57.7010	1.08365
57.7510	1.15649
57.8010	1.05488
57.8510	1.05372
57.9010	1.17651
57.9510	1.19059
58.0010	1.19770
58.0510	1.14835
58.1010	1.15584
58.1510	1.12628
58.2010	1.20526
58.2510	1.34190
58.3010	1.40572
58.3510	1.37484
58.4010	1.31035
58.4510	1.28448
58.5010	1.34042
58.5510	1.24464
58.6010	1.22498
58.6510	1.16174
58.7010	1.08624
58.7510	1.06436
58.8010	1.01399
58.8510	1.10084
58.9010	1.13695
58.9510	1.16095
59.0010	1.14935
59.0510	1.20876
59.1010	1.28493
59.1510	1.34585
59.2010	1.21508
59.2510	1.15328
59.3010	1.13332
59.3510	1.15474
59.4010	1.21210
59.4510	1.15282
59.5010	1.16370
59.5510	1.10595
59.6010	1.10658
59.6510	1.14349
59.7010	1.24681
59.7510	1.22511
59.8010	1.27135
59.8510	1.23676
59.9010	1.15451
59.9510	1.14024
60.0010	1.20077
60.0510	1.27741
60.1010	1.28833
60.1510	1.37374
60.2010	1.33369
60.2510	1.33897
60.3010	1.27437
60.3510	1.25994
60.4010	1.25025
60.4510	1.18464
60.5010	1.27039
60.5510	1.21158
60.6010	1.20060
60.6510	1.18328
60.7010	1.18679
60.7510	1.29405
60.8010	1.40751
60.8510	1.36719
60.9010	1.30519
60.9510	1.29611
61.0010	1.29367
61.0510	1.28226
61.1010	1.32464
61.1510	1.29576
61.2010	1.24148
61.2510	1.19057
61.3010	1.11836
61.3510	1.20920
61.4010	1.26040
61.4510	1.27011
61.5010	1.22216
61.5510	1.17238
61.6010	1.24652
61.6510	1.29821
61.7010	1.32604
61.7510	1.25464
61.8010	1.24639
61.8510	1.22737
61.9010	1.20827
61.9510	1.30885
62.0010	1.23974
62.0510	1.23585
62.1010	1.15024
62.1510	1.20838
62.2010	1.13469
62.2510	1.08499
62.3010	1.11444
62.3510	1.11877
62.4010	1.17729
62.4510	1.15856
62.5010	1.22246
62.5510	1.27141
62.6010	1.31190
62.6510	1.30482
62.7010	1.23087
62.7510	1.17616
62.8010	1.13698
62.8510	1.18527
62.9010	1.17253
62.9510	1.19576
63.0010	1.13324
63.0510	1.23738
63.1010	1.16891
63.1510	1.24625
63.2010	1.27969
63.2510	1.23548
63.3010	1.24114
63.3510	1.02619
63.4010	1.22357
63.4510	1.19474
63.5010	1.15761
63.5510	1.17871
63.6010	1.29796
63.6510	1.33743
63.7010	1.30639
63.7510	1.36418
63.8010	1.34450
63.8510	1.33557
63.9010	1.30457
63.9510	1.32164
64.0010	1.26414
64.0510	1.27644
64.1010	1.22906
64.1510	1.21091
64.2010	1.35758
64.2510	1.26178
64.3010	1.27761
64.3510	1.24856
64.4010	1.31347
64.4510	1.32109
64.5010	1.34514
64.5510	1.33976
64.6010	1.20321
64.6510	1.28117
64.7010	1.24841
64.7510	1.26412
64.8010	1.25486
64.8510	1.23152
64.9010	1.23037
64.9510	1.15564
65.0010	1.21548
65.0510	1.22173
65.1010	1.24044
65.1510	1.20683
65.2010	1.26701
65.2510	1.14055
65.3010	1.24791
65.3510	1.28622
65.4010	1.15787
65.4510	1.11504
65.5010	1.23609
65.5510	1.17472
65.6010	1.15135
65.6510	1.17416
65.7010	1.14492
65.7510	1.22303
65.8010	1.22631
65.8510	1.18030
65.9010	1.26116
65.9510	1.37190
66.0010	1.27616
66.0510	1.27368
66.1010	1.33115
66.1510	1.28604
66.2010	1.19471
66.2510	1.13448
66.3010	1.17380
66.3510	1.32608
66.4010	1.31695
66.4510	1.29282
66.5010	1.27888
66.5510	1.33047
66.6010	1.21792
66.6510	1.21177
66.7010	1.20216
66.7510	1.22326
66.8010	1.16748
66.8510	1.20577
66.9010	1.10002
66.9510	1.12800
67.0010	1.10987
67.0510	1.15799
67.1010	1.09595
67.1510	1.15763
67.2010	1.18397
67.2510	1.18905
67.3010	1.25726
67.3510	1.24153
67.4010	1.20518
67.4510	1.22671
67.5010	1.29394
67.5510	1.16410
67.6010	1.17213
67.6510	1.23601
67.7010	1.27225
67.7510	1.30453
67.8010	1.35774
67.8510	1.34675
67.9010	1.40076
67.9510	1.27592
68.0010	1.33467
68.0510	1.16256
68.1010	1.19660
68.1510	1.23263
68.2010	1.22377
68.2510	1.19550
68.3010	1.21752
68.3510	1.21245
68.4010	1.30203
68.4510	1.21800
68.5010	1.18539
68.5510	1.12747
68.6010	1.11410
68.6510	1.16478
68.7010	1.23106
68.7510	1.28699
68.8010	1.30540
68.8510	1.26634
68.9010	1.22698
68.9510	1.30811
69.0010	1.32303
69.0510	1.17725
69.1010	1.30545
69.1510	1.35668
69.2010	1.25492
69.2510	1.27715
69.3010	1.17222
69.3510	1.25653
69.4010	1.28507
69.4510	1.25281
69.5010	1.32882
69.5510	1.35688
69.6010	1.36293
69.6510	1.34937
69.7010	1.35308
69.7510	1.21130
69.8010	1.15731
69.8510	1.21156
69.9010	1.20306
69.9510	1.11778
70.0010	1.03930
70.0510	1.10649
70.1010	1.09281
70.1510	1.24714
70.2010	1.17940
70.2510	1.27074
70.3010	1.20811
