Epoch	Accuracy %
129.2510	67.92721
129.3010	68.57633
129.3510	68.37236
129.4010	70.30811
129.4510	72.51596
129.5010	72.93358
129.5510	72.08143
129.6010	71.70529
129.6510	71.62279
129.7010	73.66112
129.7510	73.38987
129.8010	71.07929
129.8510	70.88582
129.9010	68.56812
129.9510	70.06850
130.0010	71.00090
130.0510	70.69715
130.1010	72.45526
130.1510	72.49354
130.2010	70.50800
130.2510	70.74820
130.3010	71.51272
130.3510	71.14797
130.4010	71.04138
130.4510	70.49339
130.5010	68.82556
130.5510	70.17518
130.6010	71.87331
130.6510	69.64224
130.7010	69.92872
130.7510	70.71986
130.8010	71.18011
130.8510	69.50323
130.9010	69.34193
130.9510	69.49455
131.0010	70.10438
131.0510	71.60407
131.1010	70.77729
131.1510	72.02346
131.2010	71.88215
131.2510	73.12607
131.3010	73.85533
131.3510	72.49672
131.4010	70.84079
131.4510	70.58533
131.5010	69.90535
131.5510	71.10859
131.6010	71.29980
131.6510	71.37713
131.7010	71.94135
131.7510	71.69248
131.8010	71.93906
131.8510	72.68860
131.9010	71.89752
131.9510	73.61399
132.0010	71.36306
132.0510	71.19831
132.1010	71.31860
132.1510	71.25480
132.2010	71.33293
132.2510	71.21304
132.3010	71.12675
132.3510	71.37533
132.4010	71.11238
132.4510	71.25680
132.5010	71.17475
132.5510	71.15110
132.6010	70.99080
132.6510	71.15064
132.7010	70.95133
132.7510	71.05517
132.8010	70.94283
132.8510	71.07278
132.9010	71.26474
132.9510	71.29010
133.0010	71.17379
133.0510	70.94663
133.1010	70.95686
133.1510	70.88599
133.2010	70.94804
133.2510	70.85331
133.3010	70.66591
133.3510	70.71222
133.4010	70.66761
133.4510	70.68548
133.5010	70.53306
133.5510	70.78570
133.6010	70.86948
133.6510	70.73843
133.7010	70.71968
133.7510	70.78901
133.8010	70.66945
133.8510	70.56894
133.9010	70.79794
133.9510	70.87731
134.0010	70.95438
134.0510	70.90018
134.1010	71.12767
134.1510	71.18163
134.2010	71.17836
134.2510	71.17926
134.3010	71.30623
134.3510	71.36828
134.4010	71.42841
134.4510	71.36040
134.5010	71.40130
134.5510	71.07521
134.6010	71.10807
134.6510	71.16672
134.7010	71.21745
134.7510	71.16522
134.8010	71.16022
134.8510	71.25496
134.9010	71.39953
134.9510	71.36161
135.0010	71.36648
135.0510	71.52011
135.1010	71.52736
135.1510	71.35255
135.2010	71.40342
135.2510	71.51589
135.3010	71.37069
135.3510	71.06369
135.4010	71.20286
135.4510	71.37122
135.5010	71.38145
135.5510	71.51171
135.6010	71.53149
135.6510	71.46975
135.7010	71.21142
135.7510	71.28853
135.8010	71.41113
135.8510	71.54023
135.9010	71.47673
135.9510	71.40619
136.0010	71.31667
136.0510	71.45084
136.1010	71.56888
136.1510	71.84647
136.2010	71.89624
136.2510	71.65235
136.3010	71.78313
136.3510	71.70255
136.4010	71.76027
136.4510	71.97049
136.5010	71.85113
136.5510	71.47107
136.6010	71.62946
136.6510	71.57324
136.7010	71.54768
136.7510	71.40283
136.8010	71.29856
136.8510	71.19102
136.9010	71.12859
136.9510	71.04824
137.0010	71.13330
137.0510	71.25090
137.1010	71.27147
137.1510	71.13667
137.2010	71.09091
137.2510	71.12880
137.3010	71.24590
137.3510	71.41913
137.4010	71.46620
137.4510	71.64807
137.5010	71.75559
137.5510	71.55463
137.6010	71.41854
137.6510	71.64810
137.7010	71.54392
137.7510	71.56230
137.8010	71.56606
137.8510	71.75701
137.9010	71.52470
137.9510	71.64857
138.0010	71.47617
138.0510	71.33347
138.1010	71.13041
138.1510	71.00047
138.2010	71.16160
138.2510	71.52885
138.3010	71.33574
138.3510	71.21466
138.4010	71.13121
138.4510	71.19229
138.5010	71.17470
138.5510	71.12134
138.6010	71.04580
138.6510	71.01491
138.7010	70.75571
138.7510	70.71298
138.8010	70.70194
138.8510	70.61496
138.9010	70.64378
138.9510	70.64624
139.0010	70.50862
139.0510	70.61946
139.1010	70.65364
139.1510	70.66244
139.2010	70.77966
139.2510	71.01187
139.3010	70.96822
139.3510	71.03232
139.4010	71.13472
139.4510	71.04371
139.5010	71.21404
139.5510	71.33756
139.6010	71.34314
139.6510	71.36485
139.7010	71.22965
139.7510	71.25673
139.8010	71.31134
139.8510	71.43942
139.9010	71.43533
139.9510	71.30090
140.0010	71.22890
140.0510	71.34510
140.1010	71.31349
140.1510	71.32707
140.2010	71.37648
140.2510	71.15262
140.3010	71.08715
140.3510	71.12805
140.4010	71.16255
140.4510	71.06740
140.5010	70.85097
140.5510	71.01668
140.6010	71.02955
140.6510	71.10914
140.7010	71.12256
140.7510	70.84297
140.8010	70.85708
140.8510	70.86777
140.9010	70.92128
140.9510	70.89968
141.0010	71.08737
141.0510	71.13703
141.1010	70.95429
141.1510	70.90065
141.2010	70.86587
141.2510	70.92009
141.3010	71.17637
141.3510	71.14943
141.4010	70.91511
141.4510	71.04170
141.5010	70.92001
141.5510	70.86926
141.6010	70.66767
141.6510	70.73605
141.7010	71.05828
141.7510	70.78429
141.8010	71.00464
141.8510	71.04718
141.9010	70.92627
141.9510	70.99090
142.0010	71.00480
142.0510	70.94898
142.1010	70.72695
142.1510	70.46398
142.2010	70.48449
142.2510	70.42751
142.3010	70.54815
142.3510	70.43901
142.4010	70.53377
142.4510	70.45568
142.5010	70.46061
142.5510	70.53713
142.6010	70.69629
142.6510	70.73495
142.7010	70.60775
142.7510	70.74409
142.8010	70.91944
142.8510	71.11263
142.9010	70.92798
142.9510	70.92087
143.0010	70.99692
143.0510	71.03599
143.1010	70.98352
143.1510	71.24923
143.2010	71.21807
143.2510	71.41891
143.3010	71.40496
143.3510	71.51927
143.4010	71.54769
143.4510	71.55328
143.5010	71.48587
143.5510	71.50294
143.6010	71.43582
143.6510	71.28831
143.7010	70.96030
143.7510	71.12538
143.8010	71.25803
143.8510	71.19408
143.9010	71.22496
143.9510	71.07993
144.0010	71.00543
144.0510	70.96331
144.1010	70.94403
144.1510	70.84785
144.2010	70.93642
144.2510	70.71381
144.3010	70.85449
144.3510	70.62628
144.4010	70.58725
144.4510	70.47556
144.5010	70.42770
144.5510	70.60750
144.6010	70.60465
144.6510	70.59484
144.7010	70.57129
144.7510	70.54674
144.8010	70.66315
144.8510	70.71558
144.9010	70.41580
144.9510	70.65756
145.0010	70.62278
145.0510	70.57965
145.1010	70.78767
145.1510	70.77947
145.2010	71.00076
145.2510	71.03708
145.3010	71.01111
145.3510	71.08366
145.4010	71.04681
145.4510	70.93280
145.5010	70.83999
145.5510	70.99496
145.6010	71.17804
145.6510	71.26666
145.7010	71.13276
145.7510	71.20951
145.8010	71.17758
145.8510	71.02529
145.9010	71.15667
145.9510	71.15247
146.0010	71.10863
146.0510	71.23883
146.1010	71.18036
146.1510	71.07057
146.2010	70.83483
146.2510	70.55582
146.3010	70.62945
146.3510	70.76938
146.4010	70.77813
146.4510	70.97095
146.5010	71.17832
146.5510	71.47730
146.6010	71.44466
146.6510	71.60493
146.7010	71.51765
146.7510	71.46661
146.8010	71.44430
146.8510	71.54792
146.9010	71.66596
146.9510	71.69009
147.0010	71.85304
147.0510	71.82544
147.1010	71.64642
147.1510	71.73101
147.2010	71.70190
147.2510	71.61252
147.3010	71.63600
147.3510	71.72949
147.4010	72.03960
147.4510	72.05415
147.5010	72.26074
147.5510	72.25286
147.6010	72.28907
147.6510	72.14104
147.7010	72.12840
147.7510	71.86177
147.8010	72.00273
147.8510	72.24635
147.9010	72.02528
147.9510	72.01265
148.0010	72.17515
148.0510	72.24343
148.1010	72.19058
148.1510	72.30623
148.2010	72.21507
148.2510	72.27588
148.3010	72.43670
148.3510	72.38441
148.4010	72.42371
148.4510	72.40742
148.5010	72.23356
148.5510	72.21503
148.6010	72.41643
148.6510	72.21268
148.7010	72.14066
148.7510	72.03291
148.8010	71.85674
148.8510	71.91265
148.9010	71.74614
148.9510	71.78041
149.0010	71.76480
149.0510	71.56448
149.1010	71.65481
149.1510	71.90754
149.2010	71.65835
149.2510	71.70717
149.3010	71.71749
149.3510	71.63035
149.4010	71.46713
149.4510	71.39385
149.5010	71.40250
149.5510	71.24658
149.6010	71.41388
149.6510	71.55066
149.7010	71.64430
149.7510	71.54487
149.8010	71.41451
149.8510	71.46150
149.9010	71.34883
149.9510	71.50103
150.0010	71.42553
150.0510	71.18501
150.1010	71.25366
150.1510	71.43625
150.2010	71.52584
150.2510	71.75002
150.3010	71.74320
150.3510	71.54136
150.4010	71.64219
150.4510	71.69868
150.5010	71.52975
150.5510	71.48039
150.6010	71.35274
150.6510	71.53210
150.7010	71.33762
150.7510	71.39285
150.8010	71.39109
150.8510	71.55975
150.9010	71.61625
150.9510	71.55974
151.0010	71.67311
151.0510	71.81376
151.1010	71.91471
151.1510	71.79787
151.2010	71.51769
151.2510	71.78712
151.3010	71.91978
151.3510	71.80463
151.4010	71.59685
151.4510	71.47842
151.5010	71.53962
151.5510	71.41039
151.6010	71.39048
151.6510	71.23943
151.7010	71.47522
151.7510	71.59336
151.8010	71.62425
151.8510	71.61777
151.9010	71.66430
151.9510	71.63423
152.0010	71.84737
152.0510	71.81157
152.1010	71.47912
152.1510	71.67385
152.2010	71.71987
152.2510	71.74585
152.3010	71.90520
152.3510	71.90926
152.4010	71.84966
152.4510	71.86636
152.5010	71.80876
152.5510	71.81893
152.6010	71.68903
152.6510	71.77007
152.7010	71.61925
152.7510	71.51844
152.8010	71.94112
152.8510	72.13907
152.9010	72.10543
152.9510	72.22249
153.0010	72.03369
153.0510	71.94172
153.1010	71.74496
153.1510	71.45601
153.2010	71.35393
153.2510	71.81428
153.3010	71.73563
153.3510	71.82624
153.4010	71.86381
153.4510	71.85939
153.5010	71.68239
153.5510	71.65176
153.6010	71.73480
153.6510	71.80518
153.7010	71.85672
153.7510	71.93015
153.8010	71.94994
153.8510	71.96703
153.9010	72.18707
153.9510	71.86706
154.0010	71.78461
154.0510	71.94571
154.1010	72.08200
154.1510	71.82073
154.2010	71.95243
154.2510	71.93506
154.3010	71.96527
154.3510	72.12643
154.4010	72.05278
154.4510	71.93422
154.5010	71.81641
154.5510	71.67084
154.6010	71.70276
154.6510	71.89444
154.7010	71.76499
154.7510	71.56230
154.8010	71.54270
154.8510	71.62808
154.9010	71.73253
154.9510	71.85359
155.0010	71.46351
155.0510	71.26564
155.1010	71.27764
155.1510	71.31978
155.2010	71.40194
155.2510	71.06187
155.3010	70.95864
155.3510	70.70282
155.4010	70.88097
155.4510	70.73187
155.5010	70.70538
155.5510	70.62611
155.6010	70.43935
155.6510	70.31119
155.7010	70.29469
155.7510	70.57253
155.8010	70.62903
155.8510	70.65737
155.9010	70.91323
155.9510	70.85508
156.0010	70.80325
156.0510	71.09258
156.1010	71.13654
156.1510	71.09504
156.2010	71.18372
156.2510	71.24515
156.3010	71.27729
156.3510	71.31850
156.4010	71.36310
156.4510	71.27037
156.5010	71.26570
156.5510	71.30629
156.6010	71.20886
156.6510	71.33952
156.7010	71.27143
156.7510	71.23777
156.8010	71.35711
156.8510	71.31560
156.9010	71.33812
156.9510	71.13031
157.0010	71.05575
157.0510	70.98783
157.1010	71.04083
157.1510	71.29844
157.2010	71.14184
157.2510	71.18182
157.3010	71.18945
157.3510	71.32147
157.4010	71.48594
157.4510	71.60180
157.5010	71.65064
157.5510	71.72896
157.6010	71.92440
157.6510	71.79805
157.7010	71.58753
157.7510	71.54956
157.8010	71.53952
157.8510	71.52261
157.9010	71.61595
157.9510	71.57533
158.0010	71.45617
158.0510	71.41742
158.1010	71.48494
158.1510	71.69569
158.2010	72.06363
158.2510	72.03543
158.3010	71.81813
158.3510	71.88968
158.4010	72.03903
158.4510	72.17597
158.5010	72.02827
158.5510	72.00953
158.6010	71.93181
158.6510	71.88414
158.7010	72.22483
158.7510	72.21575
158.8010	72.26557
158.8510	72.30417
158.9010	72.03966
158.9510	72.06064
159.0010	72.18847
159.0510	72.22275
159.1010	72.16171
159.1510	72.13961
159.2010	71.91772
159.2510	71.86032
159.3010	71.78245
159.3510	71.58441
159.4010	71.46440
159.4510	71.50766
159.5010	71.70789
159.5510	71.91176
159.6010	71.93611
159.6510	71.86219
159.7010	71.86425
159.7510	71.91679
159.8010	71.71994
159.8510	71.85560
159.9010	71.76717
159.9510	72.09941
160.0010	71.91716
160.0510	71.87849
160.1010	71.87878
160.1510	71.96189
160.2010	71.96284
160.2510	72.13581
160.3010	72.22104
160.3510	72.06244
160.4010	71.89491
160.4510	71.92514
160.5010	71.79818
160.5510	71.69471
160.6010	71.89019
160.6510	71.92707
160.7010	71.77086
160.7510	71.48209
160.8010	71.41050
160.8510	71.45512
160.9010	71.47899
160.9510	71.44335
161.0010	71.29626
161.0510	71.38037
161.1010	71.36647
161.1510	71.35773
161.2010	71.17521
161.2510	71.11261
161.3010	71.17817
161.3510	71.21966
161.4010	71.13155
161.4510	70.89210
161.5010	71.03552
161.5510	71.14708
161.6010	70.99234
161.6510	71.05714
161.7010	71.04357
161.7510	71.15524
161.8010	71.30187
161.8510	71.23269
161.9010	71.19948
161.9510	71.33337
162.0010	71.60075
162.0510	71.35207
162.1010	71.07344
162.1510	71.36860
162.2010	71.52550
162.2510	71.51793
162.3010	71.50665
162.3510	71.54496
162.4010	71.44978
162.4510	71.52119
162.5010	71.47427
162.5510	71.37631
162.6010	71.38147
162.6510	71.43437
162.7010	71.16956
162.7510	71.33113
162.8010	71.52810
162.8510	71.50630
162.9010	71.36337
162.9510	71.66609
163.0010	71.87881
163.0510	71.71028
163.1010	71.62321
163.1510	71.75108
163.2010	71.83803
163.2510	71.69728
163.3010	71.82120
163.3510	71.95433
163.4010	71.84535
163.4510	71.70571
163.5010	71.56661
163.5510	71.62083
163.6010	71.61404
163.6510	71.72197
163.7010	71.50250
163.7510	71.50002
163.8010	71.45681
163.8510	71.44790
163.9010	71.51247
163.9510	71.34363
164.0010	71.31682
164.0510	71.36738
164.1010	71.53976
164.1510	71.83057
164.2010	71.77240
164.2510	71.69369
164.3010	71.55343
164.3510	71.51606
164.4010	71.36428
164.4510	71.42701
164.5010	71.47034
164.5510	71.26806
164.6010	71.39674
164.6510	71.17934
164.7010	71.37764
164.7510	71.00344
164.8010	70.95018
164.8510	70.84300
164.9010	70.69557
164.9510	70.72014
165.0010	70.99203
165.0510	70.90886
165.1010	70.82587
165.1510	70.75227
165.2010	70.74270
165.2510	70.70498
165.3010	70.96701
165.3510	71.07140
165.4010	71.22524
165.4510	71.41110
165.5010	71.39004
165.5510	71.46009
165.6010	71.40086
165.6510	71.47143
165.7010	71.53957
165.7510	71.55114
165.8010	71.55880
165.8510	71.69251
165.9010	71.74861
165.9510	71.85542
166.0010	71.67529
166.0510	71.94804
166.1010	71.98032
166.1510	71.81987
166.2010	72.02687
166.2510	71.98843
166.3010	72.06740
166.3510	72.20060
166.4010	72.30305
166.4510	72.31022
166.5010	72.40646
166.5510	72.13357
166.6010	72.14999
166.6510	72.05495
166.7010	72.04980
166.7510	71.74942
166.8010	71.63429
166.8510	71.60625
166.9010	71.56404
166.9510	71.59608
167.0010	71.55044
167.0510	71.59772
167.1010	71.56101
167.1510	71.52673
167.2010	71.50342
167.2510	71.18574
167.3010	71.13613
167.3510	71.05239
167.4010	70.78454
167.4510	71.03602
167.5010	71.01955
167.5510	71.02069
167.6010	71.04166
167.6510	71.04348
167.7010	70.97710
167.7510	70.97749
167.8010	70.80618
167.8510	70.93526
167.9010	70.89343
167.9510	70.99816
168.0010	71.33425
168.0510	71.27813
168.1010	71.42517
168.1510	71.19503
168.2010	71.33716
168.2510	71.50066
168.3010	71.50410
168.3510	71.70135
168.4010	71.16140
168.4510	71.30474
168.5010	71.27007
168.5510	71.29670
168.6010	71.27243
168.6510	71.39103
168.7010	71.56546
168.7510	71.53637
168.8010	71.58233
168.8510	71.63104
168.9010	71.09012
168.9510	71.03660
169.0010	70.87069
169.0510	70.81432
169.1010	71.12044
169.1510	71.44669
169.2010	71.28556
169.2510	71.36937
169.3010	71.52826
169.3510	71.77578
169.4010	71.94327
169.4510	72.26236
169.5010	72.31407
169.5510	72.76237
169.6010	72.64740
169.6510	72.60295
169.7010	72.70458
169.7510	73.02378
169.8010	73.19936
169.8510	73.24071
169.9010	73.41194
169.9510	73.51248
170.0010	73.58887
170.0510	73.53885
170.1010	73.58316
170.1510	73.55308
170.2010	73.43485
170.2510	73.50488
170.3010	73.59583
170.3510	73.53013
170.4010	73.72133
170.4510	73.93477
170.5010	74.05886
170.5510	74.13681
170.6010	73.95352
170.6510	74.16285
170.7010	74.17108
170.7510	74.19012
170.8010	74.22587
170.8510	74.15892
170.9010	73.96089
170.9510	74.07734
171.0010	74.05589
171.0510	73.88111
171.1010	73.97582
171.1510	73.93911
171.2010	73.86319
171.2510	73.90690
171.3010	73.77287
171.3510	73.54481
171.4010	73.37046
171.4510	73.27294
171.5010	72.99996
171.5510	73.26727
171.6010	73.32990
171.6510	73.37136
171.7010	73.40480
171.7510	73.43202
171.8010	73.37933
171.8510	73.36308
171.9010	73.24054
171.9510	73.02011
172.0010	73.00168
172.0510	72.96612
172.1010	72.69427
172.1510	72.65518
172.2010	72.58383
172.2510	72.86419
172.3010	72.62928
172.3510	72.88356
172.4010	72.88408
172.4510	72.68625
172.5010	72.59167
172.5510	72.61306
172.6010	72.53150
172.6510	72.44279
172.7010	72.44677
172.7510	72.45263
172.8010	72.52046
172.8510	72.32502
172.9010	72.39757
172.9510	72.36685
173.0010	72.41873
173.0510	72.36990
173.1010	72.35734
173.1510	72.61935
173.2010	72.39456
173.2510	72.42776
173.3010	72.59444
173.3510	72.58429
173.4010	73.01305
173.4510	72.88640
173.5010	73.04461
173.5510	72.97592
173.6010	73.03511
173.6510	73.00774
173.7010	72.93000
173.7510	72.97548
173.8010	72.71119
173.8510	72.71525
173.9010	72.89409
173.9510	72.81013
174.0010	72.83503
174.0510	72.84983
174.1010	72.85290
174.1510	73.07049
174.2010	73.02379
174.2510	73.03810
174.3010	72.83006
174.3510	72.61675
174.4010	72.59871
174.4510	72.50390
174.5010	72.34452
174.5510	72.55407
174.6010	72.51409
174.6510	72.22095
174.7010	72.17148
174.7510	72.00321
174.8010	72.08827
174.8510	72.00634
174.9010	72.03636
174.9510	72.03938
175.0010	71.99081
175.0510	72.13624
175.1010	72.22292
175.1510	72.23300
175.2010	72.38382
175.2510	72.27243
175.3010	72.32909
175.3510	72.27507
175.4010	72.39607
175.4510	72.39356
175.5010	72.52902
175.5510	72.63477
175.6010	72.85663
175.6510	72.54943
175.7010	72.70007
175.7510	72.44056
175.8010	72.50198
175.8510	72.44487
175.9010	72.40468
175.9510	72.36308
176.0010	72.39530
176.0510	72.19419
176.1010	72.00039
176.1510	72.22940
176.2010	72.24947
176.2510	72.15700
176.3010	72.18665
176.3510	71.99603
176.4010	71.88082
176.4510	71.87086
176.5010	71.95740
176.5510	71.86567
176.6010	71.89766
176.6510	72.08322
176.7010	72.20573
176.7510	72.19531
176.8010	72.15011
176.8510	72.37448
176.9010	72.60538
176.9510	72.47459
177.0010	72.54215
177.0510	72.75206
177.1010	72.87287
177.1510	73.03125
177.2010	73.07754
177.2510	73.38465
177.3010	73.52247
177.3510	73.33637
177.4010	73.30210
177.4510	73.18168
177.5010	73.09195
177.5510	73.08379
177.6010	73.05480
177.6510	72.91442
177.7010	72.67869
177.7510	72.88823
177.8010	72.95996
177.8510	73.11441
177.9010	72.98227
177.9510	72.97239
178.0010	72.65333
178.0510	72.83641
178.1010	72.97988
178.1510	72.91614
178.2010	72.90823
178.2510	72.55358
178.3010	72.90704
178.3510	72.90125
178.4010	72.86052
178.4510	73.04841
178.5010	72.99594
178.5510	72.99476
178.6010	73.01612
178.6510	73.11906
178.7010	73.26221
178.7510	73.08043
178.8010	73.02924
178.8510	73.20126
178.9010	73.21791
178.9510	73.34493
179.0010	73.37489
179.0510	73.29088
179.1010	73.52576
179.1510	73.54234
179.2010	73.67109
179.2510	73.61378
179.3010	73.78216
179.3510	73.94207
179.4010	74.16087
179.4510	73.85201
179.5010	73.67766
179.5510	73.59394
179.6010	73.77025
179.6510	73.77988
179.7010	73.54935
179.7510	73.43142
179.8010	73.47212
179.8510	73.62648
179.9010	73.40443
179.9510	73.35039
180.0010	73.63757
180.0510	73.43822
180.1010	73.45614
180.1510	73.40623
180.2010	73.40000
180.2510	73.43913
180.3010	73.41077
180.3510	73.47448
180.4010	73.24929
180.4510	73.12964
180.5010	73.34025
180.5510	73.29845
180.6010	73.35632
180.6510	73.47593
180.7010	73.52816
180.7510	73.45791
180.8010	73.50064
180.8510	73.55078
180.9010	73.62079
180.9510	73.67706
181.0010	73.76548
181.0010	73.76979
181.0010	73.73784
181.0010	73.75256
181.0010	73.74774
181.0510	73.74015
181.1010	73.57734
181.1510	73.28343
181.0010	73.75027
181.0510	73.63192
181.1010	73.42612
181.1510	73.30045
181.2010	72.97282
181.2510	72.84787
181.3010	72.59759
181.3510	72.35364
181.4010	72.51449
181.4510	72.44489
181.5010	72.48026
181.5510	72.39732
181.6010	72.53227
181.6510	72.61496
181.7010	72.45539
181.7510	72.35271
181.8010	72.42490
181.8510	72.65627
181.9010	72.61594
181.9510	72.53484
182.0010	72.34953
182.0510	72.06622
182.1010	71.99180
182.1510	72.05508
182.2010	71.67430
182.2510	71.50868
182.3010	71.82301
182.3510	72.00122
182.4010	72.09513
182.4510	71.86532
182.5010	71.98049
182.5510	72.21233
182.6010	72.06274
182.6510	72.14671
182.7010	72.25814
182.7510	72.13255
182.8010	72.19043
182.8510	71.99799
182.9010	72.05880
182.9510	71.90345
183.0010	71.97132
183.0510	71.66385
183.1010	71.55614
183.1510	71.34390
183.2010	71.41144
183.2510	71.40134
183.3010	71.46110
183.3510	71.70696
183.4010	71.73072
183.4510	71.77597
183.5010	71.91140
183.5510	71.89310
183.6010	72.21824
183.6510	72.24670
183.7010	72.07234
183.7510	72.09136
183.8010	72.25866
183.8510	71.85125
183.9010	71.83701
183.9510	71.82049
184.0010	71.75882
184.0510	71.55740
184.1010	71.34241
184.1510	71.03540
184.2010	70.98253
184.2510	70.96174
184.3010	70.84296
184.3510	70.82813
184.4010	70.61931
184.4510	70.65218
184.5010	70.82533
184.5510	71.06821
184.6010	71.17200
184.6510	71.27997
184.7010	71.26350
184.7510	70.90641
184.8010	70.98441
184.8510	71.14486
184.9010	70.82583
184.9510	70.95375
185.0010	71.08556
185.0510	71.19805
185.1010	71.21930
185.1510	71.37728
185.2010	71.60553
185.2510	71.52006
185.3010	71.52605
185.3510	71.34271
185.4010	71.07289
185.4510	71.12983
185.5010	71.01881
185.5510	71.21590
185.6010	71.11152
185.6510	71.07860
185.7010	71.06320
185.7510	71.04912
185.8010	70.90895
185.8510	70.95619
185.9010	70.96688
185.9510	70.74275
186.0010	70.55303
186.0510	70.63715
186.1010	70.38932
186.1510	70.41194
186.2010	70.40309
186.2510	70.33314
186.3010	70.51678
186.3510	70.56064
186.4010	70.68133
186.4510	70.57730
186.5010	70.48399
186.5510	70.34998
186.6010	70.64448
186.6510	70.81717
186.7010	70.90296
186.7510	71.09978
186.8010	71.09246
186.8510	70.99565
186.9010	71.18616
186.9510	71.25208
187.0010	71.31137
187.0510	71.08758
187.1010	71.10662
187.1510	71.00689
187.2010	70.91636
187.2510	70.92513
187.3010	70.92310
187.3510	70.71661
187.4010	70.83021
187.4510	70.80010
187.5010	70.97855
187.5510	70.99811
187.6010	70.91113
187.6510	70.87538
187.7010	70.88704
187.7510	70.95705
187.8010	70.96874
187.8510	70.96021
187.9010	70.90752
187.9510	70.68124
188.0010	70.56147
188.0510	70.62836
188.1010	70.68928
188.1510	70.59300
188.2010	70.63370
188.2510	70.76346
188.3010	70.33982
188.3510	70.46832
188.4010	70.25971
188.4510	70.27977
188.5010	70.37734
188.5510	70.70273
188.6010	70.67938
188.6510	70.80548
188.7010	70.73060
188.7510	70.44912
188.8010	70.30571
188.8510	70.02955
188.9010	69.79505
188.9510	69.84224
189.0010	69.90383
189.0510	69.96359
189.1010	69.80417
189.1510	69.81665
189.2010	69.93314
189.2510	69.90767
189.3010	70.07369
189.3510	70.41391
189.4010	70.71540
189.4510	70.86019
189.5010	70.86142
189.5510	70.70774
189.6010	70.67656
189.6510	70.81872
189.7010	70.80783
189.7510	70.85946
189.8010	70.84405
189.8510	70.79514
189.9010	70.53989
189.9510	70.76424
190.0010	70.62528
190.0510	70.71722
190.1010	70.71216
190.1510	70.96359
190.2010	70.92904
190.2510	70.93410
190.3010	70.78364
190.3510	70.98168
190.4010	71.16151
190.4510	71.17113
190.5010	71.06381
190.5510	70.99520
190.6010	71.12387
190.6510	71.27157
190.7010	71.48789
190.7510	71.67798
190.8010	71.49925
190.8510	71.42728
190.9010	71.48301
190.9510	71.11701
191.0010	71.41544
191.0510	71.08107
191.1010	71.08610
191.1510	71.15408
191.2010	71.38739
191.2510	71.47335
191.3010	71.52759
191.3510	71.27653
191.4010	71.35251
191.4510	71.32422
191.5010	71.16864
191.5510	71.13638
191.6010	71.34422
191.6510	71.26920
191.7010	71.19263
191.7510	70.96341
191.8010	71.05243
191.8510	70.86650
191.9010	70.77479
191.9510	70.96379
192.0010	71.03124
192.0510	71.15707
192.1010	71.18260
192.1510	71.43704
192.2010	71.43837
192.2510	71.34559
192.3010	71.37894
192.3510	71.31701
192.4010	71.50550
192.4510	71.58115
192.5010	71.69073
192.5510	71.67647
192.6010	71.81132
192.6510	71.71429
192.7010	71.69650
192.7510	71.67380
192.8010	71.69546
192.8510	71.61342
192.9010	71.75530
192.9510	71.69899
193.0010	71.62712
193.0510	71.12373
193.1010	71.03416
193.1510	70.94092
193.2010	70.89142
193.2510	70.98906
193.3010	71.21044
193.3510	71.43431
193.4010	71.41576
193.4510	71.75997
193.5010	71.80946
193.5510	71.62977
193.6010	71.40383
193.6510	71.30512
193.7010	71.48123
193.7510	71.34197
193.8010	71.32775
193.8510	71.35714
193.9010	71.07751
193.9510	71.18369
194.0010	71.11279
194.0510	70.92724
194.1010	70.96714
194.1510	71.10412
194.2010	71.15199
194.2510	71.16542
194.3010	70.98925
194.3510	71.05805
194.4010	71.04877
194.4510	71.13443
194.5010	71.30286
194.5510	70.93478
194.6010	70.85441
194.6510	70.78516
194.7010	70.83496
194.7510	70.95773
194.8010	70.98817
194.8510	71.02646
194.9010	70.94336
194.9510	70.73413
195.0010	70.71854
195.0510	70.98808
195.1010	71.16545
195.1510	71.23735
195.2010	71.22379
195.2510	71.26337
195.3010	71.03661
195.3510	71.06253
195.4010	71.03966
195.4510	71.00918
195.5010	70.80800
195.5510	70.94280
195.6010	70.84127
195.6510	70.90592
195.7010	70.96042
195.7510	70.77762
195.8010	70.72755
195.8510	70.89612
195.9010	71.18255
195.9510	71.06417
196.0010	70.94773
196.0510	70.60878
196.1010	70.72095
196.1510	70.54539
196.2010	70.88533
196.2510	70.93646
196.3010	70.88633
196.3510	70.97919
196.4010	70.87375
196.4510	71.22526
196.5010	71.47558
196.5510	71.41217
196.6010	71.26488
196.6510	71.44330
196.7010	71.49696
196.7510	71.50385
196.8010	71.42745
196.8510	71.57119
196.9010	71.60160
196.9510	71.67131
197.0010	71.47998
197.0510	71.61301
197.1010	71.70818
197.1510	71.47157
197.2010	71.45825
197.2510	71.38634
197.3010	71.33494
197.3510	71.29627
197.4010	71.24203
197.4510	71.06975
197.5010	70.88965
197.5510	71.02830
197.6010	70.90677
197.6510	70.87058
197.7010	70.96713
197.7510	71.05679
197.8010	71.11163
197.8510	71.05748
197.9010	71.02885
197.9510	70.90281
198.0010	70.99090
198.0510	71.20007
198.1010	71.42009
198.1510	71.56507
198.2010	71.38697
198.2510	71.56211
198.3010	71.45953
198.3510	71.49315
198.4010	71.35242
198.4510	71.20826
198.5010	71.14257
198.5510	71.12015
198.6010	71.01660
198.6510	71.06813
198.7010	70.90724
