Epoch	Accuracy %
33.6010	70.54441
33.6510	69.92209
33.7010	68.38071
33.7510	70.11960
33.8010	69.98734
33.8510	70.46034
33.9010	69.66025
33.9510	70.46311
34.0010	70.40075
34.0510	69.52796
34.1010	69.91138
34.1510	70.36977
34.2010	71.45160
34.2510	70.91959
34.3010	68.17729
34.3510	67.73745
34.4010	67.06338
34.4510	69.49440
34.5010	71.79110
34.5510	70.33091
34.6010	69.91991
34.6510	68.67332
34.7010	66.78895
34.7510	69.06954
34.8010	70.12993
34.8510	69.94270
34.9010	69.61955
34.9510	67.30377
35.0010	70.37112
35.0510	71.62746
35.1010	71.02309
35.1510	70.90992
35.2010	70.07061
35.2510	71.50207
35.3010	71.78999
35.3510	71.83363
35.4010	70.96901
35.4510	70.44434
35.5010	68.05164
35.5510	67.31461
35.6010	68.39357
35.6510	68.53938
35.7010	72.42438
35.7510	71.75156
35.8010	70.65345
35.8510	68.08298
35.9010	68.98389
35.9510	70.04722
36.0010	70.82630
36.0510	70.07586
36.1010	69.20165
36.1510	68.75576
36.2010	68.60074
36.2510	69.65485
36.3010	69.17171
36.3510	70.07793
36.4010	69.95134
36.4510	67.76280
36.5010	68.45701
36.5510	67.96815
36.6010	68.01371
36.6510	68.41501
36.7010	70.05841
36.7510	69.64784
36.8010	68.11926
36.8510	69.18085
36.9010	70.48003
36.9510	66.80220
37.0010	69.05617
37.0510	69.84957
37.1010	68.62770
37.1510	69.40631
37.2010	69.43992
37.2510	70.32049
37.3010	69.88833
37.3510	69.81890
37.4010	71.37728
37.4510	72.18871
37.5010	70.35199
37.5510	69.80390
37.6010	70.00404
37.6510	71.96542
37.7010	71.53351
37.7510	72.70226
37.8010	71.77460
37.8510	70.91555
37.9010	70.81032
37.9510	70.60759
38.0010	69.51920
38.0510	69.91762
38.1010	71.71579
38.1510	71.83920
38.2010	71.80082
38.2510	72.46571
38.3010	72.12870
38.3510	72.17613
38.4010	72.38961
38.4510	72.18257
38.5010	71.48481
38.5510	71.27440
38.6010	71.54070
38.6510	69.17334
38.7010	67.40415
38.7510	66.95212
38.8010	68.50928
38.8510	68.01861
38.9010	66.76429
38.9510	67.17886
39.0010	69.38843
39.0510	71.31057
39.1010	71.58133
39.1510	69.73488
39.2010	69.90615
39.2510	69.56360
39.3010	72.47061
39.3510	72.07076
39.4010	68.90250
39.4510	71.76787
39.5010	71.05238
39.5510	73.02952
39.6010	72.58306
39.6510	72.98161
39.7010	72.72873
39.7510	71.84757
39.8010	72.69372
39.8510	71.50285
39.9010	72.61639
39.9510	72.26126
40.0010	70.84879
40.0510	69.83101
40.1010	68.93768
40.1510	70.40935
40.2010	72.12328
40.2510	73.07777
40.3010	71.93656
40.3510	68.90200
40.4010	69.39818
40.4510	70.59860
40.5010	70.65819
40.5510	70.55159
40.6010	72.39043
40.6510	71.29551
40.7010	72.56212
40.7510	72.00553
40.8010	69.40997
40.8510	69.56477
40.9010	69.35804
40.9510	65.45549
41.0010	67.28855
41.0510	67.78690
41.1010	70.41308
41.1510	70.66170
41.2010	71.41717
41.2510	70.68412
41.3010	71.27979
41.3510	69.57065
41.4010	71.30724
41.4510	71.36765
41.5010	70.25309
41.5510	70.78122
41.6010	71.77012
41.6510	71.23717
41.7010	69.93560
41.7510	68.10108
41.8010	68.79180
41.8510	70.06845
41.9010	68.70884
41.9510	68.15766
42.0010	69.57533
42.0510	70.04712
42.1010	68.83845
42.1510	66.71668
42.2010	67.90110
42.2510	66.85202
42.3010	65.33092
42.3510	67.68818
42.4010	68.68294
42.4510	71.48147
42.5010	71.01749
42.5510	68.12924
42.6010	68.08518
42.6510	68.61379
42.7010	69.28651
42.7510	70.20816
42.8010	66.83821
42.8510	67.11864
42.9010	70.90222
42.9510	70.95191
43.0010	72.92929
43.0510	71.83398
43.1010	70.05133
43.1510	72.09893
43.2010	71.09723
43.2510	68.63725
43.3010	69.90358
43.3510	68.91553
43.4010	71.07093
43.4510	71.32795
43.5010	70.11299
43.5510	69.54301
43.6010	69.17580
43.6510	70.48737
43.7010	71.89061
43.7510	70.55660
43.8010	69.58771
43.8510	68.94897
43.9010	70.55408
43.9510	72.67486
44.0010	71.28005
44.0510	71.94679
44.1010	70.06672
44.1510	71.47444
44.2010	71.38994
44.2510	70.03412
44.3010	69.55933
44.3510	70.93644
44.4010	69.10383
44.4510	66.78514
44.5010	69.89564
44.5510	70.06167
44.6010	70.16475
44.6510	69.28434
44.7010	68.99141
44.7510	69.74549
44.8010	69.74171
44.8510	69.42412
44.9010	69.44287
44.9510	69.41964
45.0010	70.50329
45.0510	70.92943
45.1010	72.07073
45.1510	72.91019
45.2010	72.87850
45.2510	70.14453
45.3010	69.61569
45.3510	72.28715
45.4010	71.34365
45.4510	71.02737
45.5010	71.95547
45.5510	71.44763
45.6010	72.04375
45.6510	70.95902
45.7010	70.94112
45.7510	71.44514
45.8010	71.11875
45.8510	70.50079
45.9010	70.07166
45.9510	69.90506
46.0010	67.71981
46.0510	70.15042
46.1010	68.43954
46.1510	70.22465
46.2010	70.59578
46.2510	71.08247
46.3010	71.46097
46.3510	69.00417
46.4010	69.02770
46.4510	68.00434
46.5010	67.98373
46.5510	67.26030
46.6010	67.65182
46.6510	67.28802
46.7010	67.95834
46.7510	69.29841
46.8010	69.65152
46.8510	67.81775
46.9010	68.92230
46.9510	67.54700
47.0010	69.41274
47.0510	71.52891
47.1010	72.40093
47.1510	72.79961
47.2010	71.81617
47.2510	68.92952
47.3010	67.87918
47.3510	69.58407
47.4010	69.02056
47.4510	68.42016
47.5010	69.49859
47.5510	69.15649
47.6010	69.85745
47.6510	71.15414
47.7010	70.19860
47.7510	68.54160
47.8010	70.20779
47.8510	68.81799
47.9010	70.01239
47.9510	68.81759
48.0010	70.09994
48.0510	72.84338
48.1010	72.65922
48.1510	69.57508
48.2010	69.04853
48.2510	67.21838
48.3010	68.55622
48.3510	66.92489
48.4010	68.04681
48.4510	68.07845
48.5010	65.39022
48.5510	71.10193
48.6010	70.07117
48.6510	70.84489
48.7010	72.73541
48.7510	70.82039
48.8010	70.15820
48.8510	72.15260
48.9010	73.88837
48.9510	69.83085
49.0010	69.15947
49.0510	69.94108
49.1010	72.54071
49.1510	72.07448
49.2010	71.25033
49.2510	72.55459
49.3010	73.27501
49.3510	73.38294
49.4010	72.76710
49.4510	72.59658
49.5010	71.47635
49.5510	70.87899
49.6010	70.00195
49.6510	71.30414
49.7010	71.63084
49.7510	71.57972
49.8010	70.98864
49.8510	70.00325
49.9010	67.84968
49.9510	69.24173
50.0010	68.25749
50.0510	69.81194
50.1010	68.30563
50.1510	69.47904
50.2010	69.74799
50.2510	69.75437
50.3010	71.50794
50.3510	69.84253
50.4010	70.25539
50.4510	70.43311
50.5010	71.63829
50.5510	73.92670
50.6010	72.76025
50.6510	71.94847
50.7010	71.19778
50.7510	71.79301
50.8010	71.87449
50.8510	70.10084
50.9010	72.88467
50.9510	72.92462
51.0010	71.84497
51.0510	74.22497
51.1010	72.47640
51.1510	71.94608
51.2010	73.45269
51.2510	71.46009
51.3010	70.05315
51.3510	71.79391
51.4010	71.43335
51.4510	69.12362
51.5010	68.51805
51.5510	68.04208
51.6010	67.75495
51.6510	68.06466
51.7010	68.46948
51.7510	68.95384
51.8010	69.64802
51.8510	72.73930
51.9010	69.61729
51.9510	70.91875
52.0010	70.25216
52.0510	71.67013
52.1010	70.36996
52.1510	72.15124
52.2010	70.65842
52.2510	71.05955
52.3010	70.59067
52.3510	67.20245
52.4010	69.70978
52.4510	71.24345
52.5010	70.31500
52.5510	68.59965
52.6010	67.15464
52.6510	67.46776
52.7010	67.81349
52.7510	68.63030
52.8010	69.87168
52.8510	71.53993
52.9010	70.80691
52.9510	71.09062
53.0010	69.29786
53.0510	69.00381
53.1010	69.52378
53.1510	68.00784
53.2010	68.66452
53.2510	70.88743
53.3010	69.74814
53.3510	71.00589
53.4010	70.21309
53.4510	69.01781
53.5010	68.27542
53.5510	71.78981
53.6010	71.05662
53.6510	70.37089
53.7010	71.17748
53.7510	73.25640
53.8010	72.33354
53.8510	72.17299
53.9010	71.48559
53.9510	71.71448
54.0010	71.82947
54.0510	71.98051
54.1010	70.64226
54.1510	68.91084
54.2010	70.57952
54.2510	69.13428
54.3010	71.66021
54.3510	69.78585
54.4010	70.36800
54.4510	69.75158
54.5010	69.03805
54.5510	69.37436
54.6010	69.67172
54.6510	69.18871
54.7010	68.34012
54.7510	67.87380
54.8010	68.78092
54.8510	67.00270
54.9010	68.40852
54.9510	67.54683
55.0010	69.46065
55.0510	70.38520
55.1010	68.93929
55.1510	71.19626
55.2010	68.37439
55.2510	68.66301
55.3010	70.04484
55.3510	70.10601
55.4010	68.67163
55.4510	68.31926
55.5010	68.35366
55.5510	69.37824
55.6010	68.64608
55.6510	67.91259
55.7010	68.19904
55.7510	66.66918
55.8010	66.61991
55.8510	67.17886
55.9010	68.95563
55.9510	66.69704
56.0010	68.76125
56.0510	70.15548
56.1010	72.40925
56.1510	72.04071
56.2010	71.50192
56.2510	71.05117
56.3010	71.37869
56.3510	69.15150
56.4010	68.28128
56.4510	69.46850
56.5010	69.04411
56.5510	70.75472
56.6010	69.79288
56.6510	70.61598
56.7010	72.31280
56.7510	70.80768
56.8010	71.85834
56.8510	70.76627
56.9010	71.87022
56.9510	72.05837
57.0010	67.14943
57.0510	67.26452
57.1010	68.15934
57.1510	68.06058
57.2010	70.07800
57.2510	68.48733
57.3010	68.53101
57.3510	67.56799
57.4010	68.09078
57.4510	70.32139
57.5010	69.78478
57.5510	69.45773
57.6010	71.21861
57.6510	71.54490
57.7010	73.20673
57.7510	72.35591
57.8010	73.39460
57.8510	72.40540
57.9010	71.15573
57.9510	70.43026
58.0010	70.11873
58.0510	72.20933
58.1010	71.46119
58.1510	71.88373
58.2010	71.31802
58.2510	68.34573
58.3010	67.89168
58.3510	68.45064
58.4010	69.02054
58.4510	69.11763
58.5010	69.25939
58.5510	71.58335
58.6010	72.57976
58.6510	72.57006
58.7010	73.09667
58.7510	72.50927
58.8010	75.09748
58.8510	73.25834
58.9010	73.10976
58.9510	72.50124
59.0010	72.68028
59.0510	71.08672
59.1010	69.55229
59.1510	68.58118
59.2010	71.16987
59.2510	72.13495
59.3010	72.51268
59.3510	70.42900
59.4010	69.35325
59.4510	70.98476
59.5010	70.45696
59.5510	72.16908
59.6010	72.23468
59.6510	72.33306
59.7010	69.24396
59.7510	69.02539
59.8010	68.61766
59.8510	69.60157
59.9010	71.12386
59.9510	71.86730
60.0010	71.06614
60.0510	69.39839
60.1010	69.87996
60.1510	67.71257
60.2010	68.73612
60.2510	68.02111
60.3010	68.92302
60.3510	70.94001
60.4010	70.47505
60.4510	71.03639
60.5010	69.01295
60.5510	70.07300
60.6010	70.75561
60.6510	71.91714
60.7010	71.36787
60.7510	70.13385
60.8010	67.98394
60.8510	68.95127
60.9010	69.63933
60.9510	68.84902
61.0010	68.47144
61.0510	66.98937
61.1010	67.47316
61.1510	68.91928
61.2010	70.41581
61.2510	71.29210
61.3010	71.80169
61.3510	69.38610
61.4010	69.55474
61.4510	68.35223
61.5010	70.24911
61.5510	70.45370
61.6010	68.84714
61.6510	68.52123
61.7010	68.81425
61.7510	69.66726
61.8010	70.40224
61.8510	69.52788
61.9010	70.18420
61.9510	70.03397
62.0010	71.42163
62.0510	71.79308
62.1010	72.33639
62.1510	70.84287
62.2010	72.22862
62.2510	72.93561
62.3010	73.69165
62.3510	73.46956
62.4010	71.84790
62.4510	71.50491
62.5010	70.60289
62.5510	69.77230
62.6010	69.60002
62.6510	68.90705
62.7010	69.59093
62.7510	70.84443
62.8010	72.03842
62.8510	71.91623
62.9010	71.80645
62.9510	72.54321
63.0010	72.94211
63.0510	71.43635
63.1010	72.42960
63.1510	70.24413
63.2010	70.04789
63.2510	70.17353
63.3010	69.97684
63.3510	75.01119
63.4010	71.18312
63.4510	71.48603
63.5010	71.77511
63.5510	70.52326
63.6010	68.82077
63.6510	68.00695
63.7010	67.96111
63.7510	67.37002
63.8010	67.84432
63.8510	67.47771
63.9010	68.95831
63.9510	68.44444
64.0010	69.09280
64.0510	67.78648
64.1010	68.11420
64.1510	69.42604
64.2010	66.88014
64.2510	69.17405
64.3010	70.17541
64.3510	70.04288
64.4010	68.60052
64.4510	69.15575
64.5010	68.37667
64.5510	68.42166
64.6010	71.55353
64.6510	69.26079
64.7010	69.05966
64.7510	69.29212
64.8010	69.00204
64.8510	69.89162
64.9010	70.96007
64.9510	71.79888
65.0010	70.98623
65.0510	71.36988
65.1010	71.73722
65.1510	71.37178
65.2010	70.26093
65.2510	71.74564
65.3010	69.68751
65.3510	70.05176
65.4010	72.31376
65.4510	72.85428
65.5010	71.31399
65.5510	71.95605
65.6010	73.03107
65.6510	73.40206
65.7010	72.88221
65.7510	71.25869
65.8010	70.76470
65.8510	72.93297
65.9010	70.87504
65.9510	68.27891
66.0010	69.93874
66.0510	70.03388
66.1010	68.57223
66.1510	69.60828
66.2010	70.53041
66.2510	71.35711
66.3010	71.83224
66.3510	69.29917
66.4010	69.15047
66.4510	70.02120
66.5010	70.40499
66.5510	67.97857
66.6010	70.27584
66.6510	71.24617
66.7010	71.32036
66.7510	71.13209
66.8010	72.49121
66.8510	71.07208
66.9010	73.22786
66.9510	72.24681
67.0010	73.79259
67.0510	72.63296
67.1010	73.35022
67.1510	71.76388
67.2010	71.31981
67.2510	72.26003
67.3010	70.23500
67.3510	70.23846
67.4010	70.85128
67.4510	69.54939
67.5010	68.55909
67.5510	71.75161
67.6010	72.12195
67.6510	71.11387
67.7010	70.08861
67.7510	68.15079
67.8010	67.76583
67.8510	67.57049
67.9010	66.30205
67.9510	68.76405
68.0010	68.03232
68.0510	72.53758
68.1010	70.16648
68.1510	69.95221
68.2010	70.43782
68.2510	71.75674
68.3010	71.12951
68.3510	71.77368
68.4010	69.08605
68.4510	70.76184
68.5010	71.52550
68.5510	72.78864
68.6010	73.46948
68.6510	70.88870
68.7010	70.61554
68.7510	69.97156
68.8010	69.42120
68.8510	69.65345
68.9010	70.94163
68.9510	67.42646
69.0010	68.73852
69.0510	70.77819
69.1010	67.98630
69.1510	67.10130
69.2010	69.43629
69.2510	70.31330
69.3010	72.33894
69.3510	70.86472
69.4010	69.83400
69.4510	69.85809
69.5010	67.98767
69.5510	66.33613
69.6010	67.93584
69.6510	68.84884
69.7010	68.64414
69.7510	71.50667
69.8010	71.33366
