Epoch	Total_loss
131.2510	1.30321
131.3010	1.28092
131.3510	1.31231
131.4010	1.36198
131.4510	1.38579
131.5010	1.40621
131.5510	1.35861
131.6010	1.33577
131.6510	1.35017
131.7010	1.32421
131.7510	1.33361
131.8010	1.32119
131.8510	1.29843
131.9010	1.32989
131.9510	1.27606
132.0010	1.36289
132.0510	1.36820
132.1010	1.36321
132.1510	1.36445
132.2010	1.36025
132.2510	1.36522
132.3010	1.36790
132.3510	1.35985
132.4010	1.36547
132.4510	1.35850
132.5010	1.36199
132.5510	1.36169
132.6010	1.36702
132.6510	1.35960
132.7010	1.36443
132.7510	1.36143
132.8010	1.36328
132.8510	1.35995
132.9010	1.35446
132.9510	1.35140
133.0010	1.35420
133.0510	1.36252
133.1010	1.36086
133.1510	1.36328
133.2010	1.36046
133.2510	1.36196
133.3010	1.36533
133.3510	1.36131
133.4010	1.36163
133.4510	1.36278
133.5010	1.36712
133.5510	1.35853
133.6010	1.35599
133.6510	1.36086
133.7010	1.36506
133.7510	1.36253
133.8010	1.36533
133.8510	1.37048
133.9010	1.36329
133.9510	1.36087
134.0010	1.35705
134.0510	1.35953
134.1010	1.35219
134.1510	1.34898
134.2010	1.34995
134.2510	1.34918
134.3010	1.34526
134.3510	1.34461
134.4010	1.34175
134.4510	1.34261
134.5010	1.34300
134.5510	1.35137
134.6010	1.34954
134.6510	1.34622
134.7010	1.34566
134.7510	1.34736
134.8010	1.34836
134.8510	1.34602
134.9010	1.33986
134.9510	1.34117
135.0010	1.34235
135.0510	1.33706
135.1010	1.33693
135.1510	1.34260
135.2010	1.34226
135.2510	1.33779
135.3010	1.34205
135.3510	1.35124
135.4010	1.34497
135.4510	1.33740
135.5010	1.33836
135.5510	1.33664
135.6010	1.33513
135.6510	1.33744
135.7010	1.34655
135.7510	1.34416
135.8010	1.34220
135.8510	1.33764
135.9010	1.33709
135.9510	1.34093
136.0010	1.34271
136.0510	1.33946
136.1010	1.33531
136.1510	1.32631
136.2010	1.32544
136.2510	1.33294
136.3010	1.32904
136.3510	1.33096
136.4010	1.33055
136.4510	1.32384
136.5010	1.32791
136.5510	1.34083
136.6010	1.33413
136.6510	1.33601
136.7010	1.33633
136.7510	1.34131
136.8010	1.34364
136.8510	1.34598
136.9010	1.34777
136.9510	1.35045
137.0010	1.34734
137.0510	1.35234
137.1010	1.35951
137.1510	1.37010
137.2010	1.37751
137.2510	1.37845
137.3010	1.38067
137.3510	1.37962
137.4010	1.38561
137.4510	1.38502
137.5010	1.38715
137.5510	1.40398
137.6010	1.41639
137.6510	1.41325
137.7010	1.42439
137.7510	1.42891
137.8010	1.43164
137.8510	1.42815
137.9010	1.43796
137.9510	1.43478
138.0010	1.44606
138.0510	1.45564
138.1010	1.46637
138.1510	1.47524
138.2010	1.47379
138.2510	1.46403
138.3010	1.47298
138.3510	1.48219
138.4010	1.48718
138.4510	1.48470
138.5010	1.48797
138.5510	1.49116
138.6010	1.49550
138.6510	1.49799
138.7010	1.50997
138.7510	1.51272
138.8010	1.51462
138.8510	1.51656
138.9010	1.51807
138.9510	1.51943
139.0010	1.52647
139.0510	1.51630
139.1010	1.50969
139.1510	1.50464
139.2010	1.49396
139.2510	1.48012
139.3010	1.47495
139.3510	1.46930
139.4010	1.45943
139.4510	1.45704
139.5010	1.44541
139.5510	1.43738
139.6010	1.43212
139.6510	1.42706
139.7010	1.42832
139.7510	1.42426
139.8010	1.42081
139.8510	1.41241
139.9010	1.41062
139.9510	1.41286
140.0010	1.41082
140.0510	1.40464
140.1010	1.40306
140.1510	1.39964
140.2010	1.39665
140.2510	1.40088
140.3010	1.40013
140.3510	1.39648
140.4010	1.39236
140.4510	1.39385
140.5010	1.39948
140.5510	1.39214
140.6010	1.39017
140.6510	1.38515
140.7010	1.38325
140.7510	1.39135
140.8010	1.38893
140.8510	1.38675
140.9010	1.38446
140.9510	1.38595
141.0010	1.37900
141.0510	1.37749
141.1010	1.38225
141.1510	1.38326
141.2010	1.38223
141.2510	1.37963
141.3010	1.37194
141.3510	1.37252
141.4010	1.37913
141.4510	1.37432
141.5010	1.37741
141.5510	1.37822
141.6010	1.38470
141.6510	1.37996
141.7010	1.37030
141.7510	1.37732
141.8010	1.36783
141.8510	1.36493
141.9010	1.36964
141.9510	1.36824
142.0010	1.36564
142.0510	1.36695
142.1010	1.37219
142.1510	1.37867
142.2010	1.37911
142.2510	1.38016
142.3010	1.37763
142.3510	1.37989
142.4010	1.37802
142.4510	1.38145
142.5010	1.38097
142.5510	1.37919
142.6010	1.37109
142.6510	1.37004
142.7010	1.37324
142.7510	1.36877
142.8010	1.36318
142.8510	1.35876
142.9010	1.36523
142.9510	1.36614
143.0010	1.36510
143.0510	1.36488
143.1010	1.36841
143.1510	1.36096
143.2010	1.36204
143.2510	1.35372
143.3010	1.35489
143.3510	1.35414
143.4010	1.35182
143.4510	1.35191
143.5010	1.35371
143.5510	1.35225
143.6010	1.35600
143.6510	1.36060
143.7010	1.37049
143.7510	1.36623
143.8010	1.36024
143.8510	1.36204
143.9010	1.36037
143.9510	1.36401
144.0010	1.36553
144.0510	1.36747
144.1010	1.36650
144.1510	1.36847
144.2010	1.36535
144.2510	1.37206
144.3010	1.36741
144.3510	1.37472
144.4010	1.37601
144.4510	1.38244
144.5010	1.38546
144.5510	1.37822
144.6010	1.37716
144.6510	1.37844
144.7010	1.37926
144.7510	1.37977
144.8010	1.37393
144.8510	1.37267
144.9010	1.38183
144.9510	1.37302
145.0010	1.37450
145.0510	1.37625
145.1010	1.36942
145.1510	1.36785
145.2010	1.35971
145.2510	1.35747
145.3010	1.35812
145.3510	1.35647
145.4010	1.35559
145.4510	1.35885
145.5010	1.36111
145.5510	1.35678
145.6010	1.34934
145.6510	1.34661
145.7010	1.34999
145.7510	1.34766
145.8010	1.34916
145.8510	1.35445
145.9010	1.35080
145.9510	1.34954
146.0010	1.35180
146.0510	1.34780
146.1010	1.35093
146.1510	1.35641
146.2010	1.36267
146.2510	1.36961
146.3010	1.36791
146.3510	1.36334
146.4010	1.36399
146.4510	1.35572
146.5010	1.35032
146.5510	1.34025
146.6010	1.34126
146.6510	1.33454
146.7010	1.33766
146.7510	1.33851
146.8010	1.34040
146.8510	1.33812
146.9010	1.33447
146.9510	1.33488
147.0010	1.32953
147.0510	1.32888
147.1010	1.33437
147.1510	1.33325
147.2010	1.33534
147.2510	1.33685
147.3010	1.33551
147.3510	1.32968
147.4010	1.31977
147.4510	1.31973
147.5010	1.31303
147.5510	1.31496
147.6010	1.31378
147.6510	1.31914
147.7010	1.31951
147.7510	1.32743
147.8010	1.32482
147.8510	1.31613
147.9010	1.32521
147.9510	1.32578
148.0010	1.32077
148.0510	1.31906
148.1010	1.31970
148.1510	1.31532
148.2010	1.31756
148.2510	1.31465
148.3010	1.30942
148.3510	1.31240
148.4010	1.31232
148.4510	1.31314
148.5010	1.31805
148.5510	1.31825
148.6010	1.31162
148.6510	1.31879
148.7010	1.32003
148.7510	1.32175
148.8010	1.32707
148.8510	1.32436
148.9010	1.32920
148.9510	1.32878
149.0010	1.33033
149.0510	1.33691
149.1010	1.33465
149.1510	1.32395
149.2010	1.33388
149.2510	1.33414
149.3010	1.33428
149.3510	1.33556
149.4010	1.34209
149.4510	1.34563
149.5010	1.34425
149.5510	1.34655
149.6010	1.34206
149.6510	1.33846
149.7010	1.33502
149.7510	1.33923
149.8010	1.34383
149.8510	1.34124
149.9010	1.34565
149.9510	1.34041
150.0010	1.34336
150.0510	1.35112
150.1010	1.35004
150.1510	1.34580
150.2010	1.34166
150.2510	1.33467
150.3010	1.33623
150.3510	1.34337
150.4010	1.33996
150.4510	1.33955
150.5010	1.34476
150.5510	1.34535
150.6010	1.35085
150.6510	1.34547
150.7010	1.34798
150.7510	1.34483
150.8010	1.34515
150.8510	1.34132
150.9010	1.34027
150.9510	1.34310
151.0010	1.34069
151.0510	1.33659
151.1010	1.33454
151.1510	1.34133
151.2010	1.35025
151.2510	1.34226
151.3010	1.33714
151.3510	1.34075
151.4010	1.34750
151.4510	1.35021
151.5010	1.34469
151.5510	1.34865
151.6010	1.34923
151.6510	1.35442
151.7010	1.34610
151.7510	1.34201
151.8010	1.34192
151.8510	1.34144
151.9010	1.33942
151.9510	1.34279
152.0010	1.33701
152.0510	1.33804
152.1010	1.34842
152.1510	1.34184
152.2010	1.33977
152.2510	1.33748
152.3010	1.33138
152.3510	1.33317
152.4010	1.33461
152.4510	1.33351
152.5010	1.33700
152.5510	1.33673
152.6010	1.34086
152.6510	1.33699
152.7010	1.34327
152.7510	1.34513
152.8010	1.33109
152.8510	1.32344
152.9010	1.32279
152.9510	1.31879
153.0010	1.32510
153.0510	1.32750
153.1010	1.33225
153.1510	1.33996
153.2010	1.34363
153.2510	1.33078
153.3010	1.33299
153.3510	1.32871
153.4010	1.32780
153.4510	1.32789
153.5010	1.33342
153.5510	1.33556
153.6010	1.33378
153.6510	1.33108
153.7010	1.32992
153.7510	1.32596
153.8010	1.32493
153.8510	1.32277
153.9010	1.31654
153.9510	1.32468
154.0010	1.32760
154.0510	1.32482
154.1010	1.32026
154.1510	1.32952
154.2010	1.32622
154.2510	1.32711
154.3010	1.32775
154.3510	1.32439
154.4010	1.32707
154.4510	1.33129
154.5010	1.33461
154.5510	1.33939
154.6010	1.33998
154.6510	1.33187
154.7010	1.33543
154.7510	1.34255
154.8010	1.34435
154.8510	1.34093
154.9010	1.33670
154.9510	1.33253
155.0010	1.34514
155.0510	1.35299
155.1010	1.35439
155.1510	1.35348
155.2010	1.35063
155.2510	1.36216
155.3010	1.36550
155.3510	1.37575
155.4010	1.37218
155.4510	1.37642
155.5010	1.37778
155.5510	1.38040
155.6010	1.38564
155.6510	1.38774
155.7010	1.38973
155.7510	1.38153
155.8010	1.37914
155.8510	1.37583
155.9010	1.36617
155.9510	1.36833
156.0010	1.37086
156.0510	1.36324
156.1010	1.36129
156.1510	1.36471
156.2010	1.36165
156.2510	1.35932
156.3010	1.35612
156.3510	1.35603
156.4010	1.35589
156.4510	1.36091
156.5010	1.36064
156.5510	1.36116
156.6010	1.36555
156.6510	1.36111
156.7010	1.36195
156.7510	1.36240
156.8010	1.35929
156.8510	1.35952
156.9010	1.35938
156.9510	1.36258
157.0010	1.36436
157.0510	1.36588
157.1010	1.36239
157.1510	1.35287
157.2010	1.35805
157.2510	1.35937
157.3010	1.35843
157.3510	1.35521
157.4010	1.35089
157.4510	1.34682
157.5010	1.34583
157.5510	1.34396
157.6010	1.33758
157.6510	1.34271
157.7010	1.34817
157.7510	1.34902
157.8010	1.34854
157.8510	1.35040
157.9010	1.34779
157.9510	1.34778
158.0010	1.35183
158.0510	1.35160
158.1010	1.34958
158.1510	1.34269
158.2010	1.33112
158.2510	1.33256
158.3010	1.33918
158.3510	1.33775
158.4010	1.33090
158.4510	1.32419
158.5010	1.32842
158.5510	1.32830
158.6010	1.33122
158.6510	1.33340
158.7010	1.32152
158.7510	1.32001
158.8010	1.31929
158.8510	1.31781
158.9010	1.32527
158.9510	1.32490
159.0010	1.32269
159.0510	1.31922
159.1010	1.32027
159.1510	1.32048
159.2010	1.32994
159.2510	1.33330
159.3010	1.33645
159.3510	1.34096
159.4010	1.34406
159.4510	1.34226
159.5010	1.33624
159.5510	1.32997
159.6010	1.32914
159.6510	1.33169
159.7010	1.33174
159.7510	1.32910
159.8010	1.33399
159.8510	1.33035
159.9010	1.33352
159.9510	1.32317
160.0010	1.32866
160.0510	1.32898
160.1010	1.32802
160.1510	1.32725
160.2010	1.33044
160.2510	1.32384
160.3010	1.32082
160.3510	1.32724
160.4010	1.33078
160.4510	1.33139
160.5010	1.33464
160.5510	1.33709
160.6010	1.33209
160.6510	1.33272
160.7010	1.33849
160.7510	1.34789
160.8010	1.34834
160.8510	1.34781
160.9010	1.34744
160.9510	1.34838
161.0010	1.35178
161.0510	1.34889
161.1010	1.35169
161.1510	1.35307
161.2010	1.36013
161.2510	1.36100
161.3010	1.35721
161.3510	1.35428
161.4010	1.35837
161.4510	1.36817
161.5010	1.36392
161.5510	1.36001
161.6010	1.36623
161.6510	1.36399
161.7010	1.36506
161.7510	1.36020
161.8010	1.35843
161.8510	1.35915
161.9010	1.36047
161.9510	1.35573
162.0010	1.35020
162.0510	1.35712
162.1010	1.36860
162.1510	1.35883
162.2010	1.35337
162.2510	1.35296
162.3010	1.35308
162.3510	1.35100
162.4010	1.35166
162.4510	1.35126
162.5010	1.35362
162.5510	1.35571
162.6010	1.35552
162.6510	1.35229
162.7010	1.36063
162.7510	1.35459
162.8010	1.34721
162.8510	1.34880
162.9010	1.35246
162.9510	1.34199
163.0010	1.33650
163.0510	1.34126
163.1010	1.34508
163.1510	1.34112
163.2010	1.33772
163.2510	1.34243
163.3010	1.33840
163.3510	1.33417
163.4010	1.33618
163.4510	1.33824
163.5010	1.34236
163.5510	1.34003
163.6010	1.34051
163.6510	1.33592
163.7010	1.34137
163.7510	1.34244
163.8010	1.34448
163.8510	1.34559
163.9010	1.34466
163.9510	1.34992
164.0010	1.35080
164.0510	1.34707
164.1010	1.34200
164.1510	1.33277
164.2010	1.33478
164.2510	1.33797
164.3010	1.34322
164.3510	1.34515
164.4010	1.35179
164.4510	1.34920
164.5010	1.34620
164.5510	1.35331
164.6010	1.34856
164.6510	1.35605
164.7010	1.34887
164.7510	1.35989
164.8010	1.36224
164.8510	1.36428
164.9010	1.36903
164.9510	1.36699
165.0010	1.35736
165.0510	1.36014
165.1010	1.36534
165.1510	1.36677
165.2010	1.36687
165.2510	1.36625
165.3010	1.35674
165.3510	1.35415
165.4010	1.34994
165.4510	1.34297
165.5010	1.34454
165.5510	1.34201
165.6010	1.34168
165.6510	1.33973
165.7010	1.33694
165.7510	1.33693
165.8010	1.33948
165.8510	1.33451
165.9010	1.33343
165.9510	1.33083
166.0010	1.33630
166.0510	1.32626
166.1010	1.32243
166.1510	1.32750
166.2010	1.31854
166.2510	1.32122
166.3010	1.31685
166.3510	1.31124
166.4010	1.30938
166.4510	1.31114
166.5010	1.30757
166.5510	1.31921
166.6010	1.32003
166.6510	1.32164
166.7010	1.31876
166.7510	1.33042
166.8010	1.33641
166.8510	1.33815
166.9010	1.34133
166.9510	1.34059
167.0010	1.34176
167.0510	1.34113
167.1010	1.34291
167.1510	1.34423
167.2010	1.34647
167.2510	1.35701
167.3010	1.35902
167.3510	1.36242
167.4010	1.37307
167.4510	1.36436
167.5010	1.36469
167.5510	1.36378
167.6010	1.36304
167.6510	1.36125
167.7010	1.36149
167.7510	1.36284
167.8010	1.36981
167.8510	1.36460
167.9010	1.36359
167.9510	1.35895
168.0010	1.34774
168.0510	1.34845
168.1010	1.34322
168.1510	1.34952
168.2010	1.34763
168.2510	1.34239
168.3010	1.34137
168.3510	1.33452
168.4010	1.35268
168.4510	1.34896
168.5010	1.35104
168.5510	1.34975
168.6010	1.35149
168.6510	1.34676
168.7010	1.34126
168.7510	1.34264
168.8010	1.34323
168.8510	1.34261
168.9010	1.35725
168.9510	1.35761
169.0010	1.36199
169.0510	1.37178
169.1010	1.36506
169.1510	1.36047
169.2010	1.36859
169.2510	1.36962
169.3010	1.36630
169.3510	1.36154
169.4010	1.36447
169.4510	1.35682
169.5010	1.36072
169.5510	1.34703
169.6010	1.35563
169.6510	1.36127
169.7010	1.35732
169.7510	1.34612
169.8010	1.34274
169.8510	1.34566
169.9010	1.33976
169.9510	1.33778
170.0010	1.33471
170.0510	1.33609
170.1010	1.33359
170.1510	1.33047
170.2010	1.33851
170.2510	1.33969
170.3010	1.33869
170.3510	1.34541
170.4010	1.33962
170.4510	1.33268
170.5010	1.32924
170.5510	1.32761
170.6010	1.33534
170.6510	1.32874
170.7010	1.33131
170.7510	1.33200
170.8010	1.32865
170.8510	1.33170
170.9010	1.33659
170.9510	1.33638
171.0010	1.33790
171.0510	1.34331
171.1010	1.33765
171.1510	1.33619
171.2010	1.33849
171.2510	1.33810
171.3010	1.34151
171.3510	1.34224
171.4010	1.34384
171.4510	1.34471
171.5010	1.35388
171.5510	1.34360
171.6010	1.34075
171.6510	1.33621
171.7010	1.33267
171.7510	1.32700
171.8010	1.32629
171.8510	1.32541
171.9010	1.33064
171.9510	1.33764
172.0010	1.33932
172.0510	1.33950
172.1010	1.34923
172.1510	1.34931
172.2010	1.35033
172.2510	1.34082
172.3010	1.34704
172.3510	1.33669
172.4010	1.33411
172.4510	1.34111
172.5010	1.34250
172.5510	1.34196
172.6010	1.34617
172.6510	1.34635
172.7010	1.34252
172.7510	1.34381
172.8010	1.34293
172.8510	1.34925
172.9010	1.34676
172.9510	1.34653
173.0010	1.34573
173.0510	1.34558
173.1010	1.34441
173.1510	1.33805
173.2010	1.34517
173.2510	1.34304
173.3010	1.33804
173.3510	1.33909
173.4010	1.32621
173.4510	1.32806
173.5010	1.32041
173.5510	1.32490
173.6010	1.32329
173.6510	1.32332
173.7010	1.32686
173.7510	1.32452
173.8010	1.33304
173.8510	1.33131
173.9010	1.32323
173.9510	1.32769
174.0010	1.32552
174.0510	1.32502
174.1010	1.32580
174.1510	1.31927
174.2010	1.31825
174.2510	1.31692
174.3010	1.32276
174.3510	1.32967
174.4010	1.32970
174.4510	1.33640
174.5010	1.34178
174.5510	1.33222
174.6010	1.33108
174.6510	1.34165
174.7010	1.34114
174.7510	1.34616
174.8010	1.34089
174.8510	1.34338
174.9010	1.34715
174.9510	1.34396
175.0010	1.34512
175.0510	1.33900
175.1010	1.33804
175.1510	1.33775
175.2010	1.33235
175.2510	1.33840
175.3010	1.33782
175.3510	1.34276
175.4010	1.33983
175.4510	1.34227
175.5010	1.33844
175.5510	1.33595
175.6010	1.32819
175.6510	1.33800
175.7010	1.33199
175.7510	1.33912
175.8010	1.33878
175.8510	1.33966
175.9010	1.34159
175.9510	1.34245
176.0010	1.34227
176.0510	1.34859
176.1010	1.35578
176.1510	1.34562
176.2010	1.34526
176.2510	1.34638
176.3010	1.34872
176.3510	1.35177
176.4010	1.35459
176.4510	1.35337
176.5010	1.34941
176.5510	1.35363
176.6010	1.35043
176.6510	1.34332
176.7010	1.33753
176.7510	1.33737
176.8010	1.34141
176.8510	1.33464
176.9010	1.32868
176.9510	1.33127
177.0010	1.32797
177.0510	1.32203
177.1010	1.31896
177.1510	1.31394
177.2010	1.31149
177.2510	1.30401
177.3010	1.29865
177.3510	1.30662
177.4010	1.30731
177.4510	1.30843
177.5010	1.31023
177.5510	1.30778
177.6010	1.30933
177.6510	1.31375
177.7010	1.32006
177.7510	1.31459
177.8010	1.31331
177.8510	1.30848
177.9010	1.31484
177.9510	1.31573
178.0010	1.32687
178.0510	1.31827
178.1010	1.31309
178.1510	1.31507
178.2010	1.32076
178.2510	1.33178
178.3010	1.32019
178.3510	1.32191
178.4010	1.32347
178.4510	1.32013
178.5010	1.32090
178.5510	1.32089
178.6010	1.31871
178.6510	1.31527
178.7010	1.30897
178.7510	1.31411
178.8010	1.31740
178.8510	1.31259
178.9010	1.31010
178.9510	1.30615
179.0010	1.30304
179.0510	1.30534
179.1010	1.29619
179.1510	1.29609
179.2010	1.29304
179.2510	1.29546
179.3010	1.28804
179.3510	1.28664
179.4010	1.28066
179.4510	1.29289
179.5010	1.30026
179.5510	1.30083
179.6010	1.29286
179.6510	1.29293
179.7010	1.30052
179.7510	1.30512
179.8010	1.30316
179.8510	1.29791
179.9010	1.30411
179.9510	1.30494
180.0010	1.29186
180.0510	1.29404
180.1010	1.28583
180.1510	1.28343
180.2010	1.28177
180.2510	1.27645
180.3010	1.27302
180.3510	1.26800
180.4010	1.27100
180.4510	1.27133
180.5010	1.26271
180.5510	1.26195
180.6010	1.25964
180.6510	1.25208
180.7010	1.24929
180.7510	1.24982
180.8010	1.24680
180.8510	1.24145
180.9010	1.23773
180.9510	1.23434
181.0010	1.22974
181.0010	1.22933
181.0010	1.23039
181.0010	1.23033
181.0010	1.23049
181.0510	1.22948
181.1010	1.23141
181.1510	1.24242
181.0010	1.22999
181.0510	1.23335
181.1010	1.24188
181.1510	1.24740
181.2010	1.25759
181.2510	1.26309
181.3010	1.26952
181.3510	1.27688
181.4010	1.27109
181.4510	1.27421
181.5010	1.27373
181.5510	1.27530
181.6010	1.26890
181.6510	1.26470
181.7010	1.26766
181.7510	1.27016
181.8010	1.26754
181.8510	1.26260
181.9010	1.26521
181.9510	1.26682
182.0010	1.26968
182.0510	1.27906
182.1010	1.28192
182.1510	1.27774
182.2010	1.28788
182.2510	1.29295
182.3010	1.28381
182.3510	1.27752
182.4010	1.27276
182.4510	1.27904
182.5010	1.27892
182.5510	1.26681
182.6010	1.26950
182.6510	1.26691
182.7010	1.26782
182.7510	1.27221
182.8010	1.26846
182.8510	1.27214
182.9010	1.26929
182.9510	1.27468
183.0010	1.27192
183.0510	1.28090
183.1010	1.28474
183.1510	1.29044
183.2010	1.29014
183.2510	1.29212
183.3010	1.28830
183.3510	1.27969
183.4010	1.27931
183.4510	1.27782
183.5010	1.27395
183.5510	1.27557
183.6010	1.26393
183.6510	1.26298
183.7010	1.26810
183.7510	1.26556
183.8010	1.25867
183.8510	1.27358
183.9010	1.27366
183.9510	1.27515
184.0010	1.27668
184.0510	1.28111
184.1010	1.28726
184.1510	1.29497
184.2010	1.29479
184.2510	1.29371
184.3010	1.29465
184.3510	1.29489
184.4010	1.30217
184.4510	1.30006
184.5010	1.29418
184.5510	1.28802
184.6010	1.28665
184.6510	1.28470
184.7010	1.28266
184.7510	1.29313
184.8010	1.28892
184.8510	1.28470
184.9010	1.29668
184.9510	1.29453
185.0010	1.29263
185.0510	1.28942
185.1010	1.28904
185.1510	1.28382
185.2010	1.27784
185.2510	1.27994
185.3010	1.27940
185.3510	1.28437
185.4010	1.29305
185.4510	1.29096
185.5010	1.29531
185.5510	1.29079
185.6010	1.29646
185.6510	1.29836
185.7010	1.29937
185.7510	1.29838
185.8010	1.30168
185.8510	1.30041
185.9010	1.30057
185.9510	1.30784
186.0010	1.31337
186.0510	1.31193
186.1010	1.32244
186.1510	1.32293
186.2010	1.32202
186.2510	1.32416
186.3010	1.31877
186.3510	1.31484
186.4010	1.31143
186.4510	1.31761
186.5010	1.31936
186.5510	1.32336
186.6010	1.31374
186.6510	1.31095
186.7010	1.30657
186.7510	1.30080
186.8010	1.29739
186.8510	1.30023
186.9010	1.29664
186.9510	1.29436
187.0010	1.29131
187.0510	1.29745
187.1010	1.29566
187.1510	1.29756
187.2010	1.30171
187.2510	1.30149
187.3010	1.30256
187.3510	1.30952
187.4010	1.30699
187.4510	1.30950
187.5010	1.30462
187.5510	1.30495
187.6010	1.30895
187.6510	1.31174
187.7010	1.31206
187.7510	1.30887
187.8010	1.31140
187.8510	1.31391
187.9010	1.31647
187.9510	1.32183
188.0010	1.32541
188.0510	1.32159
188.1010	1.32164
188.1510	1.32515
188.2010	1.32637
188.2510	1.32248
188.3010	1.33195
188.3510	1.32659
188.4010	1.32945
188.4510	1.32680
188.5010	1.32566
188.5510	1.31841
188.6010	1.31933
188.6510	1.31669
188.7010	1.31967
188.7510	1.32858
188.8010	1.32999
188.8510	1.34126
188.9010	1.34925
188.9510	1.34790
189.0010	1.34818
189.0510	1.34383
189.1010	1.34604
189.1510	1.34665
189.2010	1.34193
189.2510	1.34588
189.3010	1.34014
189.3510	1.33139
189.4010	1.32285
189.4510	1.32014
189.5010	1.31882
189.5510	1.32708
189.6010	1.32654
189.6510	1.32281
189.7010	1.32477
189.7510	1.32005
189.8010	1.31857
189.8510	1.32074
189.9010	1.32697
189.9510	1.32122
190.0010	1.32132
190.0510	1.31800
190.1010	1.31711
190.1510	1.30870
190.2010	1.30904
190.2510	1.30697
190.3010	1.31398
190.3510	1.30864
190.4010	1.30284
190.4510	1.30129
190.5010	1.30582
190.5510	1.30805
190.6010	1.30369
190.6510	1.29964
190.7010	1.29108
190.7510	1.28667
190.8010	1.29366
190.8510	1.29650
190.9010	1.29573
190.9510	1.30601
191.0010	1.29744
191.0510	1.30719
191.1010	1.30378
191.1510	1.30087
191.2010	1.29596
191.2510	1.29544
191.3010	1.29300
191.3510	1.30167
191.4010	1.29948
191.4510	1.29941
191.5010	1.30289
191.5510	1.30369
191.6010	1.29625
191.6510	1.29850
191.7010	1.30045
191.7510	1.30946
191.8010	1.30811
191.8510	1.31312
191.9010	1.31633
191.9510	1.31268
192.0010	1.30852
192.0510	1.30512
192.1010	1.30338
192.1510	1.29337
192.2010	1.29419
192.2510	1.29688
192.3010	1.29499
192.3510	1.29547
192.4010	1.29038
192.4510	1.28772
192.5010	1.28272
192.5510	1.28123
192.6010	1.27510
192.6510	1.27908
192.7010	1.28007
192.7510	1.28452
192.8010	1.28511
192.8510	1.28808
192.9010	1.28371
192.9510	1.28333
193.0010	1.28191
193.0510	1.29652
193.1010	1.29623
193.1510	1.29895
193.2010	1.30143
193.2510	1.29823
193.3010	1.29318
193.3510	1.28665
193.4010	1.28590
193.4510	1.27475
193.5010	1.27433
193.5510	1.28002
193.6010	1.28902
193.6510	1.29311
193.7010	1.28911
193.7510	1.29462
193.8010	1.29339
193.8510	1.29404
193.9010	1.30234
193.9510	1.30261
194.0010	1.30512
194.0510	1.30976
194.1010	1.30756
194.1510	1.30286
194.2010	1.30149
194.2510	1.30038
194.3010	1.30652
194.3510	1.30350
194.4010	1.30478
194.4510	1.30078
194.5010	1.29525
194.5510	1.30724
194.6010	1.30985
194.6510	1.31221
194.7010	1.30908
194.7510	1.30412
194.8010	1.30064
194.8510	1.30164
194.9010	1.30380
194.9510	1.31114
195.0010	1.31137
195.0510	1.30190
195.1010	1.29586
195.1510	1.29171
195.2010	1.29160
195.2510	1.29102
195.3010	1.29651
195.3510	1.29258
195.4010	1.29274
195.4510	1.29425
195.5010	1.30216
195.5510	1.29565
195.6010	1.29806
195.6510	1.29769
195.7010	1.29570
195.7510	1.30469
195.8010	1.30432
195.8510	1.29960
195.9010	1.29262
195.9510	1.29339
196.0010	1.29669
196.0510	1.30575
196.1010	1.30133
196.1510	1.30832
196.2010	1.29927
196.2510	1.29790
196.3010	1.29973
196.3510	1.29495
196.4010	1.29685
196.4510	1.28528
196.5010	1.27590
196.5510	1.27748
196.6010	1.28384
196.6510	1.28015
196.7010	1.27764
196.7510	1.27802
196.8010	1.27904
196.8510	1.27472
196.9010	1.27527
196.9510	1.27293
197.0010	1.28241
197.0510	1.27551
197.1010	1.27454
197.1510	1.28552
197.2010	1.28654
197.2510	1.28827
197.3010	1.28879
197.3510	1.29147
197.4010	1.29403
197.4510	1.29818
197.5010	1.30644
197.5510	1.30119
197.6010	1.30380
197.6510	1.30449
197.7010	1.30046
197.7510	1.30058
197.8010	1.30020
197.8510	1.30013
197.9010	1.29836
197.9510	1.30025
198.0010	1.29549
198.0510	1.28933
198.1010	1.28204
198.1510	1.27469
198.2010	1.28004
198.2510	1.27312
198.3010	1.27461
198.3510	1.27331
198.4010	1.27622
198.4510	1.28187
198.5010	1.28648
198.5510	1.28746
198.6010	1.29036
198.6510	1.28984
198.7010	1.29644
198.7510	1.30196
198.8010	1.30373
198.8510	1.30002
198.9010	1.30653
198.9510	1.30996
199.0010	1.31219
199.0510	1.31234
199.1010	1.31354
199.1510	1.31745
199.2010	1.31837
199.2510	1.31801
199.3010	1.32170
199.3510	1.32810
199.4010	1.32883
199.4510	1.32462
199.5010	1.32199
199.5510	1.31126
199.6010	1.30661
199.6510	1.30630
199.7010	1.30500
199.7510	1.29704
199.8010	1.29941
199.8510	1.29009
199.9010	1.28323
199.9510	1.27181
200.0010	1.27639
200.0510	1.27133
200.1010	1.27478
200.1510	1.27109
200.2010	1.27203
200.2510	1.27385
200.3010	1.27143
200.3510	1.27334
200.4010	1.27805
200.4510	1.28074
200.5010	1.28775
200.5510	1.28532
200.6010	1.28465
200.6510	1.28791
200.7010	1.29627
