Epoch	Total_loss
11.2510	2.22849
11.3010	2.24791
11.3510	2.28317
11.4010	2.25074
11.4510	2.23224
11.5010	2.18514
11.5510	2.11382
11.6010	2.12582
11.6510	2.20890
11.7010	2.29620
11.7510	2.25889
11.8010	2.18152
11.8510	2.21340
11.9010	2.16035
11.9510	2.11957
12.0010	2.12930
12.0510	2.16935
12.1010	2.24758
12.1510	2.12223
12.2010	2.12608
12.2510	2.12189
12.3010	2.16707
12.3510	2.23478
12.4010	2.29119
12.4510	2.31050
12.5010	2.30586
12.5510	2.17806
12.6010	2.24642
12.6510	2.22505
12.7010	2.14636
12.7510	2.13162
12.8010	2.17367
12.8510	2.20431
12.9010	2.19147
12.9510	2.20590
13.0010	2.29454
13.0510	2.80424
13.1010	3.25915
13.1510	3.37074
13.2010	3.58181
13.2510	3.49540
13.3010	3.50077
13.3510	3.55708
13.4010	3.73947
13.4510	3.87207
13.5010	3.84110
13.5510	3.55108
13.6010	3.59584
13.6510	3.50343
13.7010	3.43386
13.7510	3.37762
13.8010	3.57736
13.8510	3.35144
13.9010	3.56534
13.9510	3.65929
14.0010	3.71943
14.0510	3.75597
14.1010	3.88198
14.1510	3.59424
14.2010	3.53775
14.2510	3.52813
14.3010	3.56935
14.3510	3.51383
14.4010	3.66702
14.4510	3.87591
14.5010	3.73622
14.5510	3.64988
14.6010	3.46807
14.6510	3.41685
14.7010	3.64356
14.7510	3.36666
14.8010	3.29716
14.8510	3.28160
14.9010	3.20006
14.9510	3.27692
15.0010	3.24498
15.0510	3.20871
15.1010	3.25439
15.1510	3.35645
15.2010	3.38712
15.2510	3.20456
15.3010	3.18551
15.3510	3.15472
15.4010	3.18790
15.4510	3.24664
15.5010	3.20406
15.5510	3.13573
15.6010	3.17290
15.6510	3.13046
15.7010	2.91669
15.7510	3.03552
15.8010	3.04240
15.8510	3.08417
15.9010	3.09299
15.9510	3.03261
16.0010	3.01731
16.0510	3.16274
16.1010	3.24936
16.1510	3.28698
16.2010	3.22953
16.2510	3.14223
16.3010	3.08761
16.3510	2.98204
16.4010	2.99160
16.4510	3.15826
16.5010	3.07400
16.5510	3.07216
16.6010	3.06032
16.6510	3.18445
16.7010	3.14299
16.7510	3.16351
16.8010	3.00938
16.8510	2.93967
16.9010	3.08663
16.9510	3.05783
17.0010	3.20843
17.0510	3.24117
17.1010	3.26836
17.1510	3.31265
17.2010	3.19248
17.2510	2.93179
17.3010	2.88767
17.3510	2.98006
17.4010	3.09044
17.4510	3.03960
17.5010	3.02515
17.5510	3.12019
17.6010	3.12185
17.6510	3.11940
17.7010	3.03286
17.7510	2.98489
17.8010	2.96442
17.8510	2.96919
17.9010	2.87865
17.9510	2.82328
18.0010	2.80181
18.0510	2.98336
18.1010	2.93534
18.1510	2.91852
18.2010	2.86007
18.2510	2.88425
18.3010	2.95333
18.3510	3.05223
18.4010	2.91810
18.4510	2.82867
18.5010	2.77022
18.5510	2.93956
18.6010	2.90463
18.6510	2.98263
18.7010	2.88141
18.7510	2.76135
18.8010	2.62851
18.8510	2.79041
18.9010	2.81816
18.9510	2.82622
19.0010	2.95970
19.0510	2.97883
19.1010	2.85441
19.1510	3.19263
19.2010	3.10767
19.2510	3.12910
19.3010	3.02491
19.3510	3.04100
19.4010	3.04788
19.4510	3.04046
19.5010	3.19859
19.5510	3.27022
19.6010	3.24404
19.6510	3.13407
19.7010	3.07538
19.7510	3.06813
19.8010	3.16205
19.8510	3.22945
19.9010	3.14871
19.9510	2.96943
20.0010	2.82540
20.0510	2.75436
20.1010	2.76360
20.1510	2.74153
20.2010	2.84846
20.2510	2.83892
20.3010	2.90343
20.3510	2.98501
20.4010	2.75241
20.4510	2.84852
20.5010	2.76345
20.5510	2.89723
20.6010	2.81430
20.6510	2.76649
20.7010	2.62020
20.7510	2.66710
20.8010	2.75788
20.8510	2.87830
20.9010	2.79802
20.9510	2.83633
21.0010	2.88822
21.0510	2.95783
21.1010	2.81140
21.1510	2.82777
21.2010	2.87398
21.2510	2.97487
21.3010	3.08343
21.3510	3.00749
21.4010	2.98379
21.4510	2.91181
21.5010	2.86668
21.5510	2.91380
21.6010	3.09001
21.6510	2.86791
21.7010	2.87999
21.7510	2.82561
21.8010	2.80470
21.8510	2.86334
21.9010	2.80324
21.9510	2.79483
22.0010	2.90923
22.0510	2.80997
22.1010	2.92175
22.1510	2.87124
22.2010	2.83993
22.2510	2.87361
22.3010	3.13651
22.3510	3.06674
22.4010	2.82836
22.4510	2.63565
22.5010	2.64766
22.5510	2.75446
22.6010	2.80885
22.6510	2.76178
22.7010	2.62909
22.7510	2.78891
22.8010	3.07318
22.8510	2.97792
22.9010	2.95126
22.9510	2.86202
23.0010	2.89073
23.0510	2.88262
23.1010	2.90602
23.1510	2.85883
23.2010	2.92682
23.2510	3.00490
23.3010	2.86440
23.3510	2.94920
23.4010	3.02914
23.4510	2.92641
23.5010	2.81049
23.5510	2.78553
23.6010	2.83668
23.6510	2.92752
23.7010	2.99121
23.7510	2.95710
23.8010	2.93511
23.8510	2.80916
23.9010	2.81735
23.9510	2.96917
24.0010	2.91511
24.0510	2.84300
24.1010	2.73391
24.1510	2.97903
24.2010	3.01195
24.2510	2.91213
24.3010	2.84775
24.3510	2.86512
24.4010	2.90078
24.4510	2.86690
24.5010	2.84376
24.5510	2.70648
24.6010	2.73335
24.6510	2.79646
24.7010	2.77497
24.7510	2.77761
24.8010	2.82092
24.8510	2.80131
24.9010	2.57617
24.9510	2.61342
25.0010	2.71002
25.0510	2.80002
25.1010	2.77697
25.1510	2.76629
25.2010	2.78088
25.2510	2.80282
25.3010	2.72595
25.3510	2.81425
25.4010	2.83084
25.4510	2.87727
25.5010	3.00039
25.5510	2.88092
25.6010	2.90612
25.6510	2.88807
25.7010	2.85418
25.7510	2.94335
25.8010	3.01704
25.8510	2.92308
25.9010	2.81015
25.9510	2.88578
26.0010	2.65765
26.0510	2.30316
26.1010	2.04698
26.1510	1.91654
26.2010	1.89405
26.2510	1.84861
26.3010	1.82450
26.3510	1.80100
26.4010	1.81950
26.4510	1.82875
26.5010	1.75255
26.5510	1.78051
26.6010	1.78023
26.6510	1.78410
26.7010	1.74003
26.7510	1.73401
26.8010	1.77586
26.8510	1.75764
26.9010	1.71053
26.9510	1.59984
27.0010	1.61863
27.0510	1.64085
27.1010	1.71160
27.1510	1.66818
27.2010	1.68269
27.2510	1.69411
27.3010	1.72791
27.3510	1.66048
27.4010	1.70194
27.4510	1.68789
27.5010	1.76808
27.5510	1.82609
27.6010	1.79861
27.6510	1.73523
27.7010	1.74440
27.7510	1.66174
27.8010	1.72456
27.8510	1.68408
27.9010	1.71307
27.9510	1.72729
28.0010	1.73802
28.0510	1.75314
28.1010	1.80368
28.1510	1.74345
28.2010	1.72704
28.2510	1.72524
28.3010	1.69216
28.3510	1.67350
28.4010	1.72518
28.4510	1.71721
28.5010	1.65215
28.5510	1.69245
28.6010	1.67808
28.6510	1.75627
28.7010	1.79098
28.7510	1.75393
28.8010	1.77249
28.8510	1.75744
28.9010	1.76395
28.9510	1.82742
29.0010	1.80018
29.0510	1.81850
29.1010	1.73642
29.1510	1.73641
29.2010	1.72325
29.2510	1.65134
29.3010	1.67264
29.3510	1.73382
29.4010	1.78794
29.4510	1.75016
29.5010	1.70205
29.5510	1.69403
29.6010	1.77954
29.6510	1.80119
29.7010	1.76259
29.7510	1.78248
29.8010	1.69893
29.8510	1.75387
29.9010	1.79310
29.9510	1.78732
30.0010	1.75174
30.0510	1.77487
30.1010	1.69803
30.1510	1.71709
30.2010	1.86101
30.2510	1.78442
30.3010	1.82131
30.3510	1.78990
30.4010	1.75140
30.4510	1.75226
30.5010	1.81224
30.5510	1.82345
30.6010	1.80263
30.6510	1.73123
30.7010	1.68457
30.7510	1.81210
30.8010	1.74646
30.8510	1.69900
30.9010	1.66439
30.9510	1.68484
31.0010	1.69335
31.0510	1.75904
31.1010	1.72355
31.1510	1.66963
31.2010	1.74114
31.2510	1.81449
31.3010	1.73840
31.3510	1.76363
31.4010	1.66969
31.4510	1.74882
31.5010	1.70239
31.5510	1.72823
31.6010	1.77694
31.6510	1.74895
31.7010	1.75482
31.7510	1.73596
31.8010	1.84904
31.8510	1.83521
31.9010	1.70187
31.9510	1.72354
32.0010	1.70863
32.0510	1.70121
32.1010	1.66373
32.1510	1.70250
32.2010	1.73477
32.2510	1.71126
32.3010	1.72976
32.3510	1.74285
32.4010	1.70323
32.4510	1.72935
32.5010	1.73144
32.5510	1.76425
32.6010	1.73393
32.6510	1.71963
32.7010	1.67189
32.7510	1.71213
32.8010	1.68614
32.8510	1.68798
32.9010	1.70541
32.9510	1.72391
33.0010	1.72817
33.0510	1.70920
33.1010	1.76778
33.1510	1.80989
33.2010	1.73490
33.2510	1.77008
33.3010	1.71100
33.3510	1.63905
33.4010	1.70117
33.4510	1.72837
33.5010	1.64355
33.5510	1.68765
33.6010	1.74181
33.6510	1.78985
33.7010	1.79013
33.7510	1.70469
33.8010	1.68756
33.8510	1.70226
33.9010	1.75363
33.9510	1.73242
34.0010	1.68649
34.0510	1.68454
34.1010	1.69931
34.1510	1.67791
34.2010	1.65569
34.2510	1.68443
34.3010	1.76823
34.3510	1.79753
34.4010	1.81690
34.4510	1.72248
34.5010	1.67983
34.5510	1.69627
34.6010	1.67533
34.6510	1.72502
34.7010	1.78146
34.7510	1.72279
34.8010	1.68079
34.8510	1.72356
34.9010	1.72191
34.9510	1.78117
35.0010	1.71945
35.0510	1.69796
35.1010	1.68805
35.1510	1.71386
35.2010	1.70998
35.2510	1.64135
35.3010	1.62880
35.3510	1.64954
35.4010	1.66905
35.4510	1.70736
35.5010	1.75767
35.5510	1.77099
35.6010	1.74531
35.6510	1.74402
35.7010	1.64733
35.7510	1.66274
35.8010	1.70734
35.8510	1.77434
35.9010	1.74614
35.9510	1.69789
36.0010	1.68513
36.0510	1.72580
36.1010	1.73961
36.1510	1.74217
36.2010	1.72978
36.2510	1.69993
36.3010	1.69450
36.3510	1.67532
36.4010	1.68381
36.4510	1.74619
36.5010	1.73881
36.5510	1.72881
36.6010	1.74216
36.6510	1.68771
36.7010	1.61697
36.7510	1.65576
36.8010	1.72975
36.8510	1.69613
36.9010	1.67743
36.9510	1.80419
37.0010	1.75366
37.0510	1.70119
37.1010	1.72023
37.1510	1.68772
37.2010	1.67012
37.2510	1.65473
37.3010	1.66687
37.3510	1.65967
37.4010	1.59285
37.4510	1.62303
37.5010	1.68923
37.5510	1.68947
37.6010	1.70420
37.6510	1.63077
37.7010	1.62028
37.7510	1.57626
37.8010	1.62614
37.8510	1.65487
37.9010	1.68877
37.9510	1.65024
38.0010	1.71379
38.0510	1.72766
38.1010	1.64363
38.1510	1.60903
38.2010	1.63156
38.2510	1.58367
38.3010	1.60187
38.3510	1.59567
38.4010	1.63195
38.4510	1.62032
38.5010	1.63962
38.5510	1.62139
38.6010	1.71446
38.6510	1.73327
38.7010	1.76241
38.7510	1.75369
38.8010	1.70441
38.8510	1.68316
38.9010	1.75060
38.9510	1.72017
39.0010	1.64913
39.0510	1.59603
39.1010	1.57667
39.1510	1.62719
39.2010	1.72654
39.2510	1.80003
39.3010	1.70526
39.3510	1.66090
39.4010	1.74802
39.4510	1.64474
39.5010	1.69251
39.5510	1.62843
39.6010	1.64408
39.6510	1.64378
39.7010	1.69158
39.7510	1.65965
39.8010	1.63476
39.8510	1.64312
39.9010	1.58429
39.9510	1.67045
40.0010	1.69937
40.0510	1.70924
40.1010	1.72473
40.1510	1.65611
40.2010	1.56810
40.2510	1.52280
40.3010	1.59783
40.3510	1.68538
40.4010	1.65981
40.4510	1.61502
40.5010	1.62984
40.5510	1.62922
40.6010	1.60242
40.6510	1.70716
40.7010	1.68285
40.7510	1.65197
40.8010	1.70600
40.8510	1.67026
40.9010	1.68420
40.9510	1.78607
41.0010	1.74214
41.0510	1.79078
41.1010	1.71503
41.1510	1.64749
41.2010	1.61351
41.2510	1.63974
41.3010	1.66600
41.3510	1.73584
41.4010	1.69357
41.4510	1.69956
41.5010	1.70598
41.5510	1.62914
41.6010	1.62732
41.6510	1.61250
41.7010	1.66878
41.7510	1.72927
41.8010	1.73168
41.8510	1.66996
41.9010	1.70171
41.9510	1.74344
42.0010	1.71617
42.0510	1.70496
42.1010	1.70002
42.1510	1.77769
42.2010	1.73165
42.2510	1.76881
42.3010	1.78695
42.3510	1.74143
42.4010	1.70466
42.4510	1.59682
42.5010	1.61830
42.5510	1.71358
42.6010	1.72424
42.6510	1.65388
42.7010	1.65090
42.7510	1.63014
42.8010	1.73695
42.8510	1.79545
42.9010	1.68806
42.9510	1.62203
43.0010	1.54618
43.0510	1.63157
43.1010	1.66140
43.1510	1.59787
43.2010	1.66273
43.2510	1.73188
43.3010	1.65483
43.3510	1.68397
43.4010	1.63046
43.4510	1.66612
43.5010	1.73971
43.5510	1.70061
43.6010	1.70461
43.6510	1.67825
43.7010	1.63381
43.7510	1.64274
43.8010	1.64279
43.8510	1.68474
43.9010	1.64481
43.9510	1.58877
44.0010	1.63984
44.0510	1.63769
44.1010	1.65781
44.1510	1.58605
44.2010	1.65428
44.2510	1.69670
44.3010	1.69664
44.3510	1.64873
44.4010	1.66579
44.4510	1.75736
44.5010	1.70451
44.5510	1.65452
44.6010	1.66515
44.6510	1.66802
44.7010	1.69492
44.7510	1.66923
44.8010	1.67972
44.8510	1.66058
44.9010	1.64951
44.9510	1.64871
45.0010	1.61216
45.0510	1.58214
45.1010	1.60427
45.1510	1.62007
45.2010	1.62480
45.2510	1.68594
45.3010	1.70475
45.3510	1.59260
45.4010	1.62139
45.4510	1.66952
45.5010	1.68011
45.5510	1.62982
45.6010	1.60711
45.6510	1.60770
45.7010	1.64024
45.7510	1.60655
45.8010	1.63037
45.8510	1.64502
45.9010	1.71222
45.9510	1.75848
46.0010	1.78670
46.0510	1.69462
46.1010	1.72488
46.1510	1.67992
46.2010	1.60528
46.2510	1.58095
46.3010	1.60213
46.3510	1.67542
46.4010	1.70009
46.4510	1.71552
46.5010	1.71659
46.5510	1.72863
46.6010	1.69558
46.6510	1.70078
46.7010	1.68063
46.7510	1.69211
46.8010	1.66643
46.8510	1.77152
46.9010	1.72845
46.9510	1.73268
47.0010	1.65510
47.0510	1.55613
47.1010	1.54832
47.1510	1.52157
47.2010	1.60609
47.2510	1.65601
47.3010	1.69305
47.3510	1.63503
47.4010	1.65362
47.4510	1.69647
47.5010	1.67187
47.5510	1.68111
47.6010	1.67892
47.6510	1.63932
47.7010	1.66780
47.7510	1.70825
47.8010	1.68797
47.8510	1.74346
47.9010	1.68124
47.9510	1.73061
48.0010	1.64674
48.0510	1.53669
48.1010	1.58347
48.1510	1.64653
48.2010	1.66490
48.2510	1.72506
48.3010	1.70883
48.3510	1.74942
48.4010	1.75827
48.4510	1.73212
48.5010	1.77806
48.5510	1.60352
48.6010	1.65082
48.6510	1.63014
48.7010	1.58691
48.7510	1.61976
48.8010	1.64561
48.8510	1.62745
48.9010	1.57812
48.9510	1.66884
49.0010	1.69145
49.0510	1.63882
49.1010	1.56415
49.1510	1.57814
49.2010	1.63617
49.2510	1.61312
49.3010	1.58029
49.3510	1.56617
49.4010	1.56727
49.4510	1.55238
49.5010	1.55115
49.5510	1.59759
49.6010	1.61656
49.6510	1.62549
49.7010	1.60282
49.7510	1.61701
49.8010	1.64759
49.8510	1.66181
49.9010	1.74732
49.9510	1.69443
50.0010	1.73919
50.0510	1.69569
50.1010	1.74367
50.1510	1.70790
50.2010	1.69397
50.2510	1.75737
50.3010	1.65890
50.3510	1.68875
50.4010	1.65721
50.4510	1.62884
50.5010	1.57816
50.5510	1.53020
50.6010	1.58398
50.6510	1.62342
50.7010	1.64203
50.7510	1.59073
50.8010	1.68069
50.8510	1.67321
50.9010	1.59803
50.9510	1.57999
51.0010	1.60771
51.0510	1.55426
51.1010	1.59090
51.1510	1.59886
51.2010	1.56285
51.2510	1.62911
51.3010	1.65084
51.3510	1.61969
51.4010	1.64400
51.4510	1.68417
51.5010	1.69834
51.5510	1.66625
51.6010	1.68588
51.6510	1.66966
51.7010	1.65684
51.7510	1.66833
51.8010	1.64441
51.8510	1.52606
51.9010	1.59706
51.9510	1.58968
52.0010	1.58399
52.0510	1.54213
52.1010	1.57355
52.1510	1.57820
52.2010	1.61503
52.2510	1.59559
52.3010	1.63180
52.3510	1.70101
52.4010	1.65107
52.4510	1.61640
52.5010	1.63088
52.5510	1.66081
52.6010	1.69920
52.6510	1.66533
52.7010	1.67276
52.7510	1.65287
52.8010	1.63698
52.8510	1.57694
52.9010	1.65075
52.9510	1.66701
53.0010	1.67333
53.0510	1.65059
53.1010	1.61270
53.1510	1.66288
53.2010	1.64571
53.2510	1.59116
53.3010	1.64543
53.3510	1.62800
53.4010	1.62743
53.4510	1.69174
53.5010	1.71358
53.5510	1.62252
53.6010	1.63140
53.6510	1.65850
53.7010	1.64392
53.7510	1.58104
53.8010	1.60622
53.8510	1.60777
53.9010	1.62527
53.9510	1.60726
54.0010	1.64565
54.0510	1.60072
54.1010	1.65314
54.1510	1.70596
54.2010	1.60558
54.2510	1.62883
54.3010	1.57700
54.3510	1.63074
54.4010	1.64927
54.4510	1.66425
54.5010	1.69290
54.5510	1.67491
54.6010	1.66330
54.6510	1.67689
54.7010	1.70050
54.7510	1.68999
54.8010	1.64001
54.8510	1.67579
54.9010	1.65213
54.9510	1.67698
55.0010	1.60538
55.0510	1.58447
55.1010	1.68218
55.1510	1.61361
55.2010	1.67228
55.2510	1.60711
55.3010	1.57395
55.3510	1.60764
55.4010	1.60775
55.4510	1.61674
55.5010	1.66406
55.5510	1.62707
55.6010	1.65874
55.6510	1.69615
55.7010	1.68293
55.7510	1.74669
55.8010	1.71710
55.8510	1.70613
55.9010	1.68842
55.9510	1.77860
56.0010	1.67446
56.0510	1.62731
56.1010	1.54873
56.1510	1.57330
56.2010	1.55514
56.2510	1.57319
56.3010	1.56305
56.3510	1.62597
56.4010	1.67651
56.4510	1.65181
56.5010	1.66806
56.5510	1.63421
56.6010	1.64983
56.6510	1.66218
56.7010	1.60547
56.7510	1.66898
56.8010	1.63209
56.8510	1.63892
56.9010	1.57575
56.9510	1.54176
57.0010	1.66734
57.0510	1.68582
57.1010	1.71414
57.1510	1.71328
57.2010	1.67008
57.2510	1.68009
57.3010	1.66439
57.3510	1.71790
57.4010	1.71277
57.4510	1.64197
57.5010	1.63644
57.5510	1.66049
57.6010	1.58776
57.6510	1.57237
57.7010	1.51074
57.7510	1.54001
57.8010	1.51958
57.8510	1.51902
57.9010	1.55709
57.9510	1.56790
58.0010	1.58890
58.0510	1.53024
58.1010	1.59649
58.1510	1.59570
58.2010	1.65444
58.2510	1.71427
58.3010	1.72892
58.3510	1.73039
58.4010	1.72211
58.4510	1.72582
58.5010	1.71265
58.5510	1.63004
58.6010	1.59789
58.6510	1.58276
58.7010	1.57851
58.7510	1.58809
58.8010	1.48959
58.8510	1.54683
58.9010	1.55903
58.9510	1.58364
59.0010	1.56528
59.0510	1.64158
59.1010	1.70139
59.1510	1.69576
59.2010	1.61955
59.2510	1.57212
59.3010	1.58229
59.3510	1.61038
59.4010	1.65162
59.4510	1.58514
59.5010	1.60885
59.5510	1.57294
59.6010	1.61085
59.6510	1.60905
59.7010	1.70433
59.7510	1.68008
59.8010	1.69347
59.8510	1.66497
59.9010	1.63281
59.9510	1.58607
60.0010	1.58645
60.0510	1.63456
60.1010	1.62725
60.1510	1.69637
60.2010	1.64562
60.2510	1.67214
60.3010	1.72009
60.3510	1.65543
60.4010	1.66574
60.4510	1.64269
60.5010	1.70966
60.5510	1.62567
60.6010	1.61395
60.6510	1.57380
60.7010	1.60812
60.7510	1.66249
60.8010	1.72455
60.8510	1.70350
60.9010	1.63638
60.9510	1.65519
61.0010	1.65001
61.0510	1.77115
61.1010	1.75609
61.1510	1.70984
61.2010	1.67981
61.2510	1.65157
61.3010	1.63427
61.3510	1.68679
61.4010	1.69236
61.4510	1.76054
61.5010	1.73696
61.5510	1.66824
61.6010	1.70756
61.6510	1.68383
61.7010	1.66907
61.7510	1.66664
61.8010	1.64710
61.8510	1.66371
61.9010	1.62875
61.9510	1.62632
62.0010	1.59056
62.0510	1.60552
62.1010	1.56439
62.1510	1.60038
62.2010	1.52897
62.2510	1.53663
62.3010	1.49187
62.3510	1.50809
62.4010	1.56235
62.4510	1.57389
62.5010	1.61333
62.5510	1.62967
62.6010	1.61301
62.6510	1.66279
62.7010	1.62675
62.7510	1.58334
62.8010	1.61160
62.8510	1.57408
62.9010	1.55469
62.9510	1.51844
63.0010	1.50120
63.0510	1.56528
63.1010	1.51946
63.1510	1.63494
63.2010	1.68961
63.2510	1.68667
63.3010	1.64587
63.3510	1.50117
63.4010	1.60690
63.4510	1.55904
63.5010	1.58023
63.5510	1.62445
63.6010	1.69169
63.6510	1.72919
63.7010	1.72129
63.7510	1.72321
63.8010	1.67565
63.8510	1.67945
63.9010	1.65881
63.9510	1.65971
64.0010	1.64847
64.0510	1.71964
64.1010	1.68543
64.1510	1.66527
64.2010	1.73342
64.2510	1.65450
64.3010	1.61971
64.3510	1.62475
64.4010	1.68597
64.4510	1.66897
64.5010	1.69876
64.5510	1.68447
64.6010	1.56959
64.6510	1.67184
64.7010	1.71641
64.7510	1.70346
64.8010	1.70295
64.8510	1.65899
64.9010	1.64955
64.9510	1.59636
65.0010	1.60504
65.0510	1.60537
65.1010	1.59869
65.1510	1.58213
65.2010	1.60814
65.2510	1.53519
65.3010	1.59803
65.3510	1.64932
65.4010	1.52875
65.4510	1.53328
65.5010	1.60272
65.5510	1.56864
65.6010	1.53954
65.6510	1.52735
65.7010	1.57820
65.7510	1.59247
65.8010	1.60373
65.8510	1.55641
65.9010	1.61786
65.9510	1.68345
66.0010	1.61924
66.0510	1.63419
66.1010	1.67483
66.1510	1.61088
66.2010	1.62378
66.2510	1.57471
66.3010	1.56288
66.3510	1.65901
66.4010	1.71429
66.4510	1.68392
66.5010	1.65325
66.5510	1.75446
66.6010	1.66149
66.6510	1.61597
66.7010	1.61722
66.7510	1.59659
66.8010	1.59894
66.8510	1.62486
66.9010	1.57614
66.9510	1.60403
67.0010	1.55882
67.0510	1.57270
67.1010	1.55084
67.1510	1.59246
67.2010	1.62637
67.2510	1.62438
67.3010	1.66735
67.3510	1.62957
67.4010	1.61371
67.4510	1.65402
67.5010	1.67335
67.5510	1.60638
67.6010	1.55788
67.6510	1.59706
67.7010	1.59889
67.7510	1.70028
67.8010	1.72092
67.8510	1.69706
67.9010	1.69006
67.9510	1.63115
68.0010	1.66282
68.0510	1.58464
68.1010	1.63829
68.1510	1.64638
68.2010	1.59849
68.2510	1.59178
68.3010	1.61847
68.3510	1.57283
68.4010	1.68188
68.4510	1.62142
68.5010	1.58652
68.5510	1.51004
68.6010	1.49941
68.6510	1.59482
68.7010	1.61892
68.7510	1.61407
68.8010	1.61271
68.8510	1.63687
68.9010	1.57065
68.9510	1.68834
69.0010	1.66307
69.0510	1.58273
69.1010	1.68009
69.1510	1.68231
69.2010	1.66043
69.2510	1.66822
69.3010	1.60142
69.3510	1.63519
69.4010	1.62294
69.4510	1.60739
69.5010	1.64939
69.5510	1.72087
69.6010	1.66400
69.6510	1.65034
69.7010	1.67859
69.7510	1.59301
69.8010	1.61839
